categories,subcategories,bedrooms,bathrooms,building_size,land_size,num_floors,furnished,geo_point,page_url,parent_url,ac_unit,balcony,yard,security,pool,price
house,"[""house"",""single-family-house""]",4,3,124.0,134.0,2.0,123,"[106.78228675272,-6.4020201596056]",https://www.lamudi.co.id/premier-promenade-tipe-tulip-170183462429.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,yes,2788000000
house,"[""house"",""single-family-house""]",2,1,36.0,66.0,,,"[106.89541,-6.39857]",https://www.lamudi.co.id/rumah-nyaman-lokasi-strategis-cocok-untuk-pasangan-170927906711.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,yes,685000000
house,"[""house"",""townhouse""]",2,1,55.0,57.0,,,"[106.80318,-6.40206]",https://www.lamudi.co.id/di-jual-rumah-di-townhouse-medina-2-lantai-murah-d-17088460742.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,749000000
house,"[""house"",""single-family-house""]",4,2,450.0,341.0,3.0,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-2-lantai-1-lantai-169693716742.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,yes,yes,,935000000
house,"[""house"",""single-family-house""]",2,2,69.0,99.0,,,"[106.81139,-6.38417]",https://www.lamudi.co.id/dijual-rumah-cantik-apik-terawat-169693065583.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,,yes,,900000000
house,"[""house"",""single-family-house""]",2,1,38.0,54.0,,,"[106.78738,-6.44166]",https://www.lamudi.co.id/kapan-lagi-cuma-3jt-all-in-bisa-punya-rumah-mewah-168787183455.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,yes,,yes,yes,,325000000
house,"[""house"",""single-family-house""]",4,2,120.0,95.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/dijual-murah-rumah-di-perumahan-villa-pertiwi-esta-169251869454.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,750000000
house,"[""house"",""townhouse""]",3,2,95.0,110.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-dijual-cluster-zenit-park-cinere-170657937076.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,,yes,yes,,1375000000
house,"[""house"",""single-family-house""]",2,1,30.0,60.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-impian-dengan-promo-spesial-169641072750.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,yes,yes,,449000000
house,"[""house"",""single-family-house""]",3,4,300.0,200.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-siap-huni-dalam-komplek-villa-cinere-mas-170589195562.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,4900000000
house,"[""house"",""single-family-house""]",2,1,36.0,50.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/dijual-rumah-idealis-dengan-desain-minimalis-moder-170970327173.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,195000000
house,"[""house"",""single-family-house""]",3,2,80.0,50.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/cluster-mewah-harga-merakyat-di-depok-170173241310.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,910000000
house,"[""house"",""townhouse""]",3,2,57.0,58.0,,,"[106.84605481305,-6.4039615011518]",https://www.lamudi.co.id/rumah-syariah-depok-dp-0-dekat-stasiun-pocin-tol-m-170667503783.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,,,,900000000
house,"[""house"",""single-family-house""]",3,3,88.0,75.0,2.0,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-impian-design-eropa-modern-di-cinere-nempel-170970581518.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,yes,yes,yes,,1700000000
house,"[""house"",""single-family-house""]",3,2,63.0,84.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-promo-diskon-di-sawangan-169642321875.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,yes,yes,yes,,900000000
house,"[""house"",""single-family-house""]",4,3,204.0,228.0,,,"[1,1]",https://www.lamudi.co.id/rumah-dijual-diperumahan-lembah-cinere-indah-169900294455.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,2700000000
house,"[""house"",""single-family-house""]",3,3,110.0,186.0,2.0,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-luas-2-lantai-di-bukit-asri-residence-harga-169512292560.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,yes,yes,,2030000000
house,"[""house"",""single-family-house""]",4,3,110.0,130.0,,,"[106.79706,-6.40413]",https://www.lamudi.co.id/dijual-rumah-lokasi-strategis-di-maharaja-depok-de-169686515439.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,yes,yes,yes,,1498000000
house,"[""house"",""single-family-house""]",4,3,100.0,90.0,2.0,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-di-grand-depok-city-dekat-cibinong-square-ha-170010762215.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,yes,yes,,1340000000
house,"[""house"",""single-family-house""]",3,2,54.0,41.0,2.0,,"[106.84333,-6.42694]",https://www.lamudi.co.id/dijual-rumah-harga-ekonomis-diskon-s-d-130jt-dp-0-170460169411.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,yes,yes,yes,,530000000
house,"[""house"",""single-family-house""]",3,2,120.0,105.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/dijual-rumah-mewah-2-lantai-di-perumahan-300-meter-17017431235.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,1300000000
house,"[""house"",""single-family-house""]",2,1,72.0,72.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/rumah-seken-baru-renovasi-di-depok-dekat-tol-harga-170559504022.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,1500000000
house,"[""house"",""single-family-house""]",2,1,45.0,50.0,,,"[106.80552104484,-6.4427672360813]",https://www.lamudi.co.id/rumah-murah-dekat-statiun-citayam-170718590576.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,165000000
house,"[""house"",""single-family-house""]",4,4,200.0,130.0,2.0,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/dijual-rumah-mewah-dalam-perumahan-koperasi-cimang-168818470435.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,yes,yes,yes,,1500000000
house,"[""house"",""single-family-house""]",2,1,40.0,40.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-murah-2-kamar-siap-huni-dilokasi-dekat-stasi-170988018369.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,150000000
house,"[""house"",""single-family-house""]",3,3,180.0,180.0,,,"[1,1]",https://www.lamudi.co.id/dijual-cepat-rumah-di-cimanggis-depok-169805581627.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,1500000000
house,"[""house"",""single-family-house""]",3,2,92.0,109.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/rumah-minimalis-idaman-di-rangkapan-jaya-pancoran-170316354577.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,,,,688000000
house,"[""house"",""single-family-house""]",3,3,90.0,212.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/dijual-rumah-di-bumi-cimanggis-indah-depok-170727985547.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,3200000000
house,"[""house"",""single-family-house""]",2,1,40.0,61.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/dijual-rumah-cluster-minimalis-dikota-depok-16969299174.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,,,,,350500000
house,"[""house"",""single-family-house""]",5,4,600.0,507.0,,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-mewah-murah-depok-170012914253.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,yes,yes,yes,,,4600000000
house,"[""house"",""single-family-house""]",4,5,230.0,180.0,2.0,,"[106.7837,-6.3314]",https://www.lamudi.co.id/dijual-rumah-brand-new-siap-huni-di-mega-cinere-169805344566.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,yes,,3200000000
house,"[""house"",""single-family-house""]",3,2,97.0,105.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/jual-hunian-2-lantai-telaga-golf-sawangan-169995379535.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,yes,,1090000000
house,"[""house"",""single-family-house""]",1,1,30.0,30.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-murah-citayam-depok-170635682022.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,200000000
house,"[""house"",""single-family-house""]",2,2,50.0,70.0,1.0,,"[106.808195,-6.394443]",https://www.lamudi.co.id/dijual-rumah-strategis-hanya-12-menit-ke-d-mall-de-170530983925.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,910000000
house,"[""house"",""single-family-house""]",2,1,40.0,70.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-dijual-di-depok-siap-huni-free-biaya-biaya-s-169692930118.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,,,yes,,350000000
house,"[""house"",""single-family-house""]",2,1,46.0,99.0,,,"[106.81468,-6.40869]",https://www.lamudi.co.id/rumah-siap-huni-di-cagar-alam-kota-depok-170609433892.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,yes,yes,,785000000
house,"[""house"",""single-family-house""]",3,2,56.0,60.0,2.0,,"[106.84323,-6.43595]",https://www.lamudi.co.id/dijual-rumah-strategis-bonus-ac-canopy-dekat-alun2-170788735813.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,yes,yes,yes,,765657050
house,"[""house"",""single-family-house""]",3,2,86.0,109.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-minimalis-murah-di-jl-jambore-perumahan-vill-170927693034.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,,407784000
house,"[""house"",""single-family-house""]",3,2,110.0,85.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/dijual-rumah-bebas-banjir-di-perumahan-rangkap-ind-170505115973.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,,,,660000000
house,"[""house"",""single-family-house""]",3,2,242.0,230.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/dijual-rumah-cantik-dalam-komplek-area-cinere-bagu-170927050256.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,,yes,,,2600000000
house,"[""house"",""single-family-house""]",3,2,70.0,96.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/real-estate-hanya-8-menit-ke-tol-cimanggis-dan-st-17092791421.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,yes,yes,,,999000000
house,"[""house"",""single-family-house""]",3,2,74.0,53.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/duta-cibubur-premier-hunian-mewah-klasik-eropa-di-170806595194.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,899000000
house,"[""house"",""single-family-house""]",3,2,64.0,84.0,2.0,,"[106.82586551849,-6.4375458472131]",https://www.lamudi.co.id/siap-akad-hunian-2-lantai-eropa-style-di-gdc-depok-169191657178.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,yes,yes,yes,,1000000000
house,"[""house"",""single-family-house""]",7,4,350.0,300.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-murah-di-komplek-bukit-cinere-indah-170547983927.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,4750000000
house,"[""house"",""single-family-house""]",2,1,45.0,42.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-ready-stok-2-lantai-gratis-biaya-biaya-169924588437.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,yes,yes,,500000000
house,"[""house"",""single-family-house""]",2,2,46.0,62.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-millennial-a6-2-lantai-tipe-46-di-matahariin-16981339197.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,,675850000
house,"[""house"",""single-family-house""]",3,2,60.0,100.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-besar-harga-obral-170427171074.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,yes,,yes,yes,,650000000
house,"[""house"",""single-family-house""]",3,1,55.0,67.0,,,"[106.7866,-6.4472]",https://www.lamudi.co.id/dijual-rumah-3kt-harga-cash-dekat-stasiun-170740665981.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,yes,yes,,350000000
house,"[""house"",""townhouse""]",4,2,70.0,80.0,,,"[106.82982790423,-6.4157725708944]",https://www.lamudi.co.id/desain-istana-dg-4-kamar-tidur-di-kota-depok-170959271478.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,yes,yes,yes,,1095000000
house,"[""house"",""single-family-house""]",2,1,50.0,76.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/di-jual-murah-rumah-di-tamansari-puri-bali-sawanga-169624278936.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,670000000
house,"[""house"",""single-family-house""]",2,1,45.0,86.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/promo-rumah-murah-di-depok-170027122947.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,yes,,580000000
house,"[""house"",""single-family-house""]",3,3,88.0,71.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-2lantai-siap-huni-71m-type-3kt-oz-residence-170236837252.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,yes,yes,,1700000000
house,"[""house"",""single-family-house""]",2,1,40.0,60.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-minimalis-cuma-1-km-dari-stasiun-citayam-170942646727.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,490000000
house,"[""house"",""single-family-house""]",3,2,66.0,69.0,2.0,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-one-gate-sistem-pinggir-jalan-raya-cilodong-169624149126.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,,yes,,,825000000
house,"[""house"",""single-family-house""]",2,1,36.0,72.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/dijual-rumah-siap-huni-jalan-masjid-syamsul-iman-d-169347927080.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,yes,yes,,700000000
house,"[""house"",""single-family-house""]",2,1,30.0,50.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-murah-dekat-jalur-angkot-bomang-169627042894.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,200000000
house,"[""house"",""townhouse""]",3,3,120.0,62.0,,,"[106.76964,-6.39069]",https://www.lamudi.co.id/rumah-baru-modern-classic-3-lantai-siap-huni-di-ci-171049582056.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,yes,yes,,1950000000
house,"[""house"",""townhouse""]",3,2,61.0,60.0,,,"[106.84534700426,-6.4037180071415]",https://www.lamudi.co.id/rumah-dijual-strategis-di-sukmajaya-kota-depok-170467117838.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,yes,yes,yes,yes,,888000000
house,"[""house"",""single-family-house""]",3,3,77.0,60.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-scandinavian-dekat-kampus-upn-pondok-labu-fr-168601591921.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,,,yes,,1636192800
house,"[""house"",""single-family-house""]",2,1,55.0,51.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/hanya-10-menit-dari-pasar-depok-jaya-cluster-ekskl-169197873030.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,,,687000000
house,"[""house"",""single-family-house""]",2,1,45.0,60.0,,,"[106.7761,-6.3606]",https://www.lamudi.co.id/rumah-eksklusif-sebelah-tol-di-mampang-kota-depok-170392386132.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,yes,,yes,,,565000000
house,"[""house"",""single-family-house""]",3,1,55.0,101.0,2.0,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-di-depok-elite-element-dp-10-juta-langsung-a-17054663313.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,yes,yes,yes,1087200000
house,"[""house"",""single-family-house""]",2,1,56.0,137.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/dijual-rumah-cluster-griya-permata-citayam-depok-170254663162.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,yes,800000000
house,"[""house"",""single-family-house""]",3,2,55.0,57.0,2.0,,"[106.75589,-6.42974]",https://www.lamudi.co.id/dijual-rumah-2-lantai-dp-0-free-all-biaya2-harga-e-170566880699.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,yes,yes,yes,,580645000
house,"[""house"",""single-family-house""]",2,1,30.0,40.0,,123,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-murah-dekat-stasiun-depok-170369306457.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,yes,,yes,yes,,240000000
house,"[""house"",""single-family-house""]",5,3,420.0,380.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-cantik-super-asri-halaman-belakang-luas-di-c-170720638942.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,4250000000
house,"[""house"",""single-family-house""]",3,3,130.0,72.0,2.0,,"[106.8038,-6.36866]",https://www.lamudi.co.id/jual-rumah-american-clasic-modern-beji-depok-169374237660.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,yes,yes,yes,,1600000000
house,"[""house"",""single-family-house""]",3,2,45.0,62.0,,,"[106.82762,-6.43543]",https://www.lamudi.co.id/rumah-momiji-tipe-jepang-di-kawasan-gdc-169950949779.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,677000000
house,"[""house"",""single-family-house""]",2,1,45.0,62.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-dekat-cinere-170645483224.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,525000000
house,"[""house"",""single-family-house""]",3,3,200.0,231.0,1.0,,"[106.843995,-6.396921]",https://www.lamudi.co.id/rumah-strategis-dekat-puskesmas-kelurahan-cipayung-169512299159.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,yes,yes,,2680000000
house,"[""house"",""single-family-house""]",4,3,230.0,84.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-mewah-cipayung-dekat-alun-alun-depok-170878976194.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,,,,2200000000
house,"[""house"",""single-family-house""]",2,1,45.0,94.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-harga-dibawah-njop-siap-huni-baru-renovasi-d-170894256173.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,375000000
house,"[""house"",""townhouse""]",3,2,154.0,83.0,,,"[106.7768,-6.39023]",https://www.lamudi.co.id/rumah-3-lantai-model-unik-harga-menarik-169157461185.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,yes,yes,,,1350000000
house,"[""house"",""single-family-house""]",2,1,42.0,60.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-murah-dekat-stasiun-bojong-gede-citayam-169627049781.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,300000000
house,"[""house"",""single-family-house""]",3,1,60.0,45.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-2lntai-murah-dalam-perumahan-bukit-rivaria-d-169693005040.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,,,,350000000
house,"[""house"",""single-family-house""]",5,4,625.0,360.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-secondary-2-lantai-mewah-siap-huni-di-cinere-169693643999.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,yes,,,5200000000
house,"[""house"",""single-family-house""]",3,2,85.0,115.0,2.0,,"[106.81139,-6.38417]",https://www.lamudi.co.id/dijual-rumah-mewah-di-depok-dengan-harga-yang-mena-16879303091.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,yes,yes,,1600000000
house,"[""house"",""single-family-house""]",2,1,45.0,72.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-scandinavian-strategis-di-sawangan-depok-170018412922.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,yes,,572000000
house,"[""house"",""townhouse""]",4,3,375.0,340.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/di-jual-rumah-bukit-cinere-harga-miring-170133832127.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,3573000000
house,"[""house"",""single-family-house""]",2,2,150.0,150.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-permata-depok-regency-siap-huni-lokasi-strat-170528933468.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,yes,,yes,yes,,1800000000
house,"[""house"",""single-family-house""]",3,2,90.0,72.0,,,"[106.83090394726,-6.431710618797]",https://www.lamudi.co.id/rumah-scandinavian-2-lt-di-cilodong-siap-huni-dp-1-168812118072.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,yes,yes,,1560000000
house,"[""house"",""single-family-house""]",2,1,38.0,64.0,,,"[106.84814,-6.41039]",https://www.lamudi.co.id/di-jual-rumah-indent-dekat-alun-alun-kota-depok-21-170720135377.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,,yes,yes,,683000000
house,"[""house"",""single-family-house""]",3,1,67.0,72.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/rumah-2-lantai-dijual-di-graha-mampang-mas-harga-a-170244254265.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,1020000000
house,"[""house"",""boarding-house""]",6,6,116.0,199.0,,,"[106.81139,-6.38417]",https://www.lamudi.co.id/kos-mahasiswa-dekat-kampus-ui-kukusan-beji-depok-s-168784808085.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,yes,,,1700000000
house,"[""house"",""single-family-house""]",2,1,36.0,59.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-depok-8-menit-tol-cimanggis-10-menit-rs-meil-169840338784.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,,yes,yes,,585000000
house,"[""house"",""single-family-house""]",6,6,330.0,321.0,2.0,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-siap-huni-bukit-cinere-indah-komplek-besar-17030735106.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,4300000000
house,"[""house"",""single-family-house""]",3,3,110.0,122.0,,,"[106.87301001084,-6.3759912699855]",https://www.lamudi.co.id/rumah-2-lantai-dekat-trubus-mekarsari-dan-dekat-lr-170961388492.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,yes,yes,yes,,1525000000
house,"[""house"",""single-family-house""]",11,7,420.0,989.0,2.0,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-luas-di-beji-depok-pinggir-jalan-raya-dekat-170047445030.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,yes,yes,yes,,,8000000000
house,"[""house"",""townhouse""]",4,3,80.0,198.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/vila-rizki-ilhami-sawangan-170454810821.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,yes,yes,yes,1450000000
house,"[""house"",""single-family-house""]",5,3,226.0,400.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/turun-harga-rumah-hunian-nyaman-di-megapolitan-cin-168793074670.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,,yes,,,3300000000
house,"[""house"",""single-family-house""]",3,2,100.0,100.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-baru-dalam-komplek-megapolitan-cinere-16995119589.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,1750000000
house,"[""house"",""single-family-house""]",3,3,109.0,140.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/lelang-rumah-tinggal-cantik-sawangan-depok-jawa-ba-168129029516.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,750000000
house,"[""house"",""single-family-house""]",2,1,45.0,72.0,1.0,,"[106.82185,-6.43371]",https://www.lamudi.co.id/dijual-rumah-siap-huni-di-royal-felice-depok-dekat-17049483413.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,yes,yes,,650000000
house,"[""house"",""single-family-house""]",3,3,105.0,98.0,2.0,,"[106.843995,-6.396921]",https://www.lamudi.co.id/rumah-2-lantai-di-perum-gdc-anggrek-3-sukmajaya-dk-168397522390.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,yes,yes,yes,yes,,1250000000
house,"[""house"",""single-family-house""]",2,1,47.0,72.0,,,"[1,1]",https://www.lamudi.co.id/dijual-rumah-mewah-lokasi-strategis-diselatan-jaka-170229626227.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,800000000
house,"[""house"",""single-family-house""]",3,2,66.0,70.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-strategis-di-lingkungan-asri-dan-sejuk-denga-170495612122.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,yes,yes,903121312
house,"[""house"",""single-family-house""]",6,4,242.0,230.0,,,"[106.78429,-6.34097]",https://www.lamudi.co.id/dijual-rumah-2-lantai-siap-huni-strategis-ke-upn-v-170746160182.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,yes,yes,yes,,3000000000
house,"[""house"",""single-family-house""]",3,3,110.0,95.0,2.0,,"[106.75291,-6.40977]",https://www.lamudi.co.id/jual-rumah-2-lantai-di-vila-rizki-ilhami-sawangan-169891563438.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,yes,,,,1215000000
house,"[""house"",""single-family-house""]",3,2,62.0,84.0,,,"[106.83861,-6.43875]",https://www.lamudi.co.id/rumah-2-lantai-5-juta-all-in-view-danau-170530617834.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,yes,yes,yes,,999000000
house,"[""house"",""single-family-house""]",2,1,36.0,50.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-paling-murah-di-citayam-asri-dan-nyaman-170119375636.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,yes,yes,yes,yes,,200000000
house,"[""house"",""single-family-house""]",2,2,50.0,90.0,,,"[106.8363,-6.42759]",https://www.lamudi.co.id/over-kredit-rumah-di-cilodong-169339692267.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,yes,yes,,750000000
