categories,subcategories,bedrooms,bathrooms,building_size,land_size,num_floors,furnished,geo_point,page_url,parent_url,ac_unit,balcony,yard,security,pool,price
house,"[""house"",""single-family-house""]",3,2,80.0,60.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-termurah-di-town-house-sawangan-17015721630.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,900000000
house,"[""house"",""single-family-house""]",2,1,42.0,60.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/cluster-murah-di-citayam-169627048416.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,300000000
house,"[""house"",""single-family-house""]",2,1,36.0,72.0,2.0,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-strategis-bebas-banjir-dekat-mall-the-park-s-169504833791.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,750000000
house,"[""house"",""single-family-house""]",3,2,120.0,105.0,,,"[106.74579,-6.43478]",https://www.lamudi.co.id/rumah-luas-dan-murah-di-sawangan-all-in-audita-res-170503359336.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,yes,yes,,,1290000000
house,"[""house"",""single-family-house""]",3,2,90.0,50.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/di-jual-rumah-baru-minimalis-siap-huni-depok-171043193724.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,615000000
house,"[""house"",""single-family-house""]",4,3,220.0,150.0,,,"[106.7761,-6.3606]",https://www.lamudi.co.id/dijual-rumah-siap-huni-vila-santika-depok-selangka-169198649995.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,,yes,yes,yes,,1820000000
house,"[""house"",""single-family-house""]",2,1,32.0,40.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/dijual-rumah-siap-huni-2-kamar-hanya-199jutaan-di-168828032126.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,,199900000
house,"[""house"",""single-family-house""]",3,3,160.0,89.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/hunian-tingkat-baru-renovasi-kawasan-pekapuran-cim-170727255036.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,630000000
house,"[""house"",""townhouse""]",3,2,60.0,63.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-2-lantai-harga-terjangkau-lokasi-strategis-s-17021095380.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,yes,yes,yes,yes,951900000
house,"[""house"",""single-family-house""]",3,2,70.0,70.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-gaya-american-style-cilodong-depok-168982255289.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,800000000
house,"[""house"",""single-family-house""]",2,1,30.0,30.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-murah-125-jutaan-169627046981.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,125000000
house,"[""house"",""single-family-house""]",2,1,36.0,52.0,,,"[106.80744,-6.42156]",https://www.lamudi.co.id/rumah-dp-0-angsuran-2jtaan-di-kota-depok-170520748668.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,yes,,,320000000
house,"[""house"",""single-family-house""]",3,2,140.0,166.0,0.0,,"[106.843995,-6.396921]",https://www.lamudi.co.id/rumah-murah-luas-di-depok-169753976020.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,,,,1700000000
house,"[""house"",""single-family-house""]",2,1,31.0,41.0,,,"[106.83709,-6.43029]",https://www.lamudi.co.id/perumahan-islami-1-lantai-dekat-stasiun-depok-lama-169694056295.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,yes,yes,,444000000
house,"[""house"",""single-family-house""]",2,1,30.0,31.0,,123,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/hanya-tersisa-3-unit-cluster-minimalis-terlaris-si-16952847800.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,170000000
house,"[""house"",""single-family-house""]",2,1,36.0,60.0,,,"[106.76909,-6.41186]",https://www.lamudi.co.id/rumah-minimalis-lokasi-strategis-dekat-tol-sawanga-169518854743.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,yes,yes,yes,yes,,336000000
house,"[""house"",""single-family-house""]",3,2,74.0,63.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/hunian-modern-2-lantai-dalam-perumahan-akses-2-mob-170921194671.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,yes,yes,yes,,790000000
house,"[""house"",""single-family-house""]",2,3,72.0,102.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-2-lantai-di-diamond-andara-residence-bebas-b-169898431488.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,yes,yes,,1610000000
house,"[""house"",""single-family-house""]",2,1,51.0,98.0,1.0,,"[106.78889,-6.43778]",https://www.lamudi.co.id/dijual-rumah-baru-murah-luas-di-pitara-cipayung-de-169564059773.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,,,,675000000
house,"[""house"",""single-family-house""]",2,1,38.0,60.0,0.0,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-ready-stock-pinggir-jalan-utama-169676842028.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,657000000
house,"[""house"",""single-family-house""]",3,2,66.0,72.0,2.0,123,"[106.8324167,-6.4298889]",https://www.lamudi.co.id/mesa-grande-tipe-66-72-170488526367.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,yes,yes,865150000
house,"[""house"",""single-family-house""]",5,2,158.0,191.0,,,"[106.81293,-6.38381]",https://www.lamudi.co.id/rumah-2-lantai-di-perumnas-depok-utara-beji-depok-16974312811.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,,,,2680000000
house,"[""house"",""single-family-house""]",2,1,30.0,30.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/dijual-rumah-masuk-mobil-170739307968.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,,,130000000
house,"[""house"",""single-family-house""]",2,1,40.0,36.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-murah-siap-huni-169095426332.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,199000000
house,"[""house"",""single-family-house""]",2,1,65.0,180.0,1.0,,"[106.843995,-6.396921]",https://www.lamudi.co.id/rumah-strategis-akses-mudah-ke-mall-itc-depok-harg-169504834856.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,,,,1770000000
house,"[""house"",""townhouse""]",2,2,50.0,40.0,,,"[106.83820062666,-6.3984981805477]",https://www.lamudi.co.id/hunian-strategis-pinggir-jalan-di-sukmajaya-kota-d-170679464442.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,yes,yes,yes,yes,,592000000
house,"[""house"",""single-family-house""]",2,1,30.0,30.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/di-jual-cepat-rumah-murah-dekat-stasiun-citayam-169627047658.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,135000000
house,"[""house"",""single-family-house""]",3,1,81.0,93.0,2.0,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-strategis-hanya-10-menit-ke-grand-mall-ciman-170027411886.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,,1290000000
house,"[""house"",""townhouse""]",3,1,80.0,84.0,,,"[106.843995,-6.396921]",https://www.lamudi.co.id/di-jual-rumah-minimalis-siap-huni-komplek-besar-di-170909790347.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,yes,yes,,800000000
house,"[""house"",""single-family-house""]",2,1,36.0,67.0,1.0,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-minimalis-deket-terminal-sawangan-harga-nego-170599340475.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,yes,yes,,700000000
house,"[""house"",""single-family-house""]",2,1,38.0,46.0,,123,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-minimalis-di-cimanggis-depok-dekat-tol-cijag-169545038915.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,594719900
house,"[""house"",""single-family-house""]",3,2,61.0,60.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/termurah-rumah-2-lantai-dekat-grand-depok-city-dan-170990554336.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,yes,yes,yes,,726000000
house,"[""house"",""single-family-house""]",3,2,150.0,120.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-dijual-di-cinere-j-12624-15-menit-ke-tol-cil-169380725074.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,2400000000
house,"[""house"",""single-family-house""]",5,5,160.0,90.0,,,"[106.83202,-6.3551]",https://www.lamudi.co.id/dijual-murah-rumah-cluster-dekat-kampus-ui-depok-169902291526.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,yes,yes,yes,yes,yes,1850000000
house,"[null,""house""]",3,2,54.0,65.0,,,null,https://www.lamudi.co.id/tiada-duanya-rumah-mewah-termurah-di-cimanggis-depok-21.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,yes,,yes,,yes,665000000
house,"[""house"",""single-family-house""]",4,2,160.0,88.0,,,"[1,1]",https://www.lamudi.co.id/jual-rumah-tingkat-di-jl-swadaya-limo-dekat-pintu-169873719959.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,,,,,,1400000000
house,"[""house"",""single-family-house""]",4,2,107.0,107.0,,,"[106,-6]",https://www.lamudi.co.id/rumah-kontrakan-dempet-169649567784.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,,,,750000000
house,"[""house"",""single-family-house""]",5,2,148.0,108.0,,,"[106.79431,-6.37182]",https://www.lamudi.co.id/dijual-rumah-dalam-perumahan-villa-mutiara-cinere-16993443667.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,yes,,,yes,,1750000000
house,"[""house"",""single-family-house""]",3,1,98.0,98.0,,,"[106.80965,-6.38658]",https://www.lamudi.co.id/perumahan-bali-ceni-di-depok-dekat-tol-free-biaya-170619411415.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,yes,,yes,yes,,1370000000
house,"[""house"",""single-family-house""]",2,2,50.0,40.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-cilodong-2-lantai-minimalis-cilodong-depok-17001274623.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,595000000
house,"[""house"",""single-family-house""]",3,2,70.0,56.0,,,"[106.843995,-6.396921]",https://www.lamudi.co.id/rumah-baru-2-lantai-dalam-perum-studio-alam-indah-170865813676.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,,,,900000000
house,"[""house"",""townhouse""]",2,1,50.0,78.0,,,"[106.7798,-6.39121]",https://www.lamudi.co.id/jual-rumah-murah-600-an-jutaan-dan-siap-huni-dekat-170770122196.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,yes,yes,yes,yes,699000000
house,"[""house"",""single-family-house""]",2,1,60.0,90.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/jual-rumah-dalam-cluster-lokasi-puri-mas-depok-170677764229.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,925000000
house,"[""house"",""single-family-house""]",3,2,102.0,83.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/dijual-rumah-over-credit-170428890838.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,,,,1300000000
house,"[""house"",""townhouse""]",3,2,85.0,80.0,,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-dua-lantai-promo-free-subsidi-cicilan-36-bul-169960376152.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,yes,yes,,1042000000
house,"[""house"",""townhouse""]",4,3,131.0,149.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/hunian-strategis-di-selatan-jakarta-168249501779.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,yes,,yes,yes,,2500000000
house,"[""house"",""townhouse""]",2,1,30.0,40.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/sebelum-nikah-wajib-punya-rumah-ini-di-depok-170547312989.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,yes,,yes,yes,,240000000
house,"[""house"",""single-family-house""]",3,2,80.0,80.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-baru-jadi-modern-minimalis-lokasi-strategis-170856093667.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,,,,589500000
house,"[""house"",""single-family-house""]",3,2,65.0,89.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-murah-siap-huni-kpr-di-depok-free-biaya-kpr-169332775567.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,yes,,,yes,,810000000
house,"[""house"",""single-family-house""]",2,1,60.0,103.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/dijual-rumah-puri-cibubur-permai-bisa-kpr-j-11484-17017406742.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,,,,1340000000
house,"[""house"",""single-family-house""]",2,1,30.0,40.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/tanpa-dp-angsuran-rendah-proses-cepat-dan-mudah-lo-168907096761.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,yes,,yes,yes,,345000000
house,"[""house"",""single-family-house""]",2,1,70.0,101.0,,123,"[106.737611,-6.393434]",https://www.lamudi.co.id/rumah-seken-10-menit-ke-rsud-kota-depok-gratis-ren-170911642191.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,810000000
house,"[""house"",""single-family-house""]",2,1,50.0,72.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/dijual-rumah-di-sawangan-bisa-dgn-cara-kpr-cash-da-170246184264.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,430000000
house,"[""house"",""single-family-house""]",3,4,195.0,175.0,2.0,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-baru-cinere-dekat-sekolah-dian-didaktika-170960054621.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,3400000000
house,"[""house"",""single-family-house""]",4,3,100.0,162.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/rumah-hoek-1-lantai-di-cinere-dengan-desain-harmon-170555435497.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,2300000000
house,"[""house"",""single-family-house""]",3,2,100.0,56.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/dijual-cepat-rumah-siap-huni-2-lantai-dekat-gdc-ci-170920907930.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,yes,,,,750000000
house,"[""house"",""single-family-house""]",2,1,27.0,30.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-minimalis-harga-ekonomis-lokasi-strategis-168626814052.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,,,,165000000
house,"[""house"",""single-family-house""]",4,3,242.0,230.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/dijual-rumah-mewah-di-perumahan-lembah-cinere-inda-171013968999.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,,,,3000000000
house,"[""house"",""single-family-house""]",2,1,45.0,60.0,,,"[106.7761,-6.3606]",https://www.lamudi.co.id/rumah-mewah-terjangkau-samping-tol-di-mampang-kota-170392386668.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,yes,,yes,,,560000000
house,"[""house"",""single-family-house""]",2,2,62.0,90.0,,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-2-lantai-dinding-bata-merah-jalan-lebar-3-me-169771643250.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,yes,yes,yes,yes,1635000000
house,"[""house"",""single-family-house""]",2,1,40.0,53.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-semi-furnished-siap-huni-lokasi-strategis-170062500719.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,,yes,,,375000000
house,"[""house"",""single-family-house""]",2,1,41.0,71.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-claster-di-serpong-selatan-cidokom-171004337957.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,,,470000000
house,"[""house"",""single-family-house""]",2,2,84.0,58.0,,,"[106.7761,-6.3606]",https://www.lamudi.co.id/perumahan-baru-free-biaya2-dan-private-rooftoop-171046177211.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,,yes,yes,yes,,900000000
house,"[""house"",""single-family-house""]",3,3,90.0,75.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-3kamar-di-cilodong-depok-9menit-ke-tol-cijag-170845030124.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,1162800000
house,"[""house"",""single-family-house""]",2,1,36.0,66.0,,123,"[106.7761,-6.3606]",https://www.lamudi.co.id/rumah-dijual-murah-free-biaya-biaya-dekat-tol-desa-169571729757.html,https://www.lamudi.co.id/west-java/depok/limo/house/buy/,,yes,yes,yes,,550000000
house,"[""house"",""townhouse""]",2,1,36.0,75.0,,,"[106.82072,-6.37626]",https://www.lamudi.co.id/hot-promo-rumah-exclusive-di-citayam-tanpa-dp-169692917881.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,440400000
house,"[""house"",""single-family-house""]",3,2,80.0,60.0,2.0,,"[106.88689311212,-6.3807434495176]",https://www.lamudi.co.id/siap-akad-rumah-konsep-klasik-eropa-di-alternatif-17076279045.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,yes,yes,yes,yes,999000000
house,"[""house"",""single-family-house""]",7,5,600.0,1050.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/dijual-rumah-ada-kolam-renang-di-raffles-hills-cib-169173765640.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,,yes,,yes,17000000000
house,"[""house"",""single-family-house""]",3,2,56.0,89.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-mewah-harga-murah-dekat-pintu-tol-cibubur-169630946557.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,,900115000
house,"[""house"",""single-family-house""]",3,2,100.0,73.0,2.0,,"[106.808195,-6.394443]",https://www.lamudi.co.id/rumah-minimalis-modern-dekat-gerbang-toll-desari-p-170755451325.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,1250000000
house,"[""house"",""single-family-house""]",2,1,40.0,60.0,,,"[106.843995,-6.396921]",https://www.lamudi.co.id/rumah-siap-huni-bagus-dekat-margonda-dan-stasiun-d-169440390211.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,yes,yes,,610000000
house,"[""house"",""single-family-house""]",3,2,132.0,181.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/rumah-di-kompleks-pertanian-atsiri-permai-citayam-171034671575.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,,,,1150000000
house,"[""house"",""single-family-house""]",3,1,100.0,125.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/rumah-dijual-di-griya-pacoran-mas-indah-siap-kpr-j-170660269567.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,860000000
house,"[""house"",""single-family-house""]",3,2,60.0,50.0,,,"[106.82926,-6.41845]",https://www.lamudi.co.id/rumah-siap-huni-di-gdc-dekat-kampus-jgu-169234582693.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,yes,,yes,yes,,745000000
house,"[""house"",""single-family-house""]",3,2,185.0,135.0,,,"[106.7837,-6.3314]",https://www.lamudi.co.id/cinere-megapolitan-brand-new-luas-135-blok-ghj-169874554178.html,https://www.lamudi.co.id/west-java/depok/cinere/house/buy/,,,yes,yes,,1600000000
house,"[""house"",""single-family-house""]",3,2,85.0,133.0,,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-beji-depok-luas-siap-huni-full-furnished-bis-169626528413.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,,yes,,1560000000
house,"[""house"",""single-family-house""]",4,2,180.0,515.0,1.0,,"[106.81139,-6.38417]",https://www.lamudi.co.id/rumah-seken-kokoh-terawat-dekat-gerbang-tol-kukusa-169625277523.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,yes,,yes,,,4000000000
house,"[null,""house""]",3,2,60.0,72.0,,,null,https://www.lamudi.co.id/woow-eropa-classic-dekat-pintu-tol-cibubur-32.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,,yes,,yes,650000000
house,"[""house"",""single-family-house""]",2,1,30.0,35.0,,123,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/dijual-rumah-minimalis2-kamar-dilokasi-strategis-m-170900572374.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,165000000
house,"[""house"",""single-family-house""]",3,2,65.0,60.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-siap-huni-bisa-kpr-2-lantai-dp-3jta-di-cibub-170140871716.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,,yes,yes,,695000000
house,"[""house"",""single-family-house""]",3,2,90.0,50.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-2-lt-classic-modern-didepok-syariah-170625595428.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,,yes,yes,yes,,887500000
house,"[""house"",""single-family-house""]",3,2,63.0,63.0,,,"[106.8747764,-6.367494]",https://www.lamudi.co.id/rumah-2-lt-depok-pinggir-jalan-raya-10-menit-tol-c-167844151866.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,yes,yes,yes,,800000000
house,"[""house"",""single-family-house""]",2,1,27.0,30.0,,,"[106.78889,-6.43778]",https://www.lamudi.co.id/rumah-di-depok-dekat-stasiun-dan-tol-desari-168690342880.html,https://www.lamudi.co.id/west-java/depok/cipayung-2/house/buy/,,,,,,150000000
house,"[""house"",""single-family-house""]",3,2,63.0,65.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/perumahan-aesthetic-lokasi-strategis-2-lantai-free-170358469570.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,yes,yes,900000000
house,"[""house"",""single-family-house""]",3,1,45.0,98.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/di-jual-rumah-siap-huni-di-cilodong-depok-bebas-bi-170229369998.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,1160000000
house,"[""house"",""single-family-house""]",2,1,35.0,35.0,,,"[106.79058,-6.4778]",https://www.lamudi.co.id/rumah-baru-harga-terjangkau-bebas-banjir-170693188645.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,,yes,yes,,150000000
house,"[""house"",""single-family-house""]",3,3,71.0,70.0,,,"[106.87377,-6.37488]",https://www.lamudi.co.id/rumah-2-lantai-selangkah-ke-national-gobel-170988033397.html,https://www.lamudi.co.id/west-java/depok/cimanggis/house/buy/,yes,yes,,yes,,893000000
house,"[""house"",""single-family-house""]",2,1,45.0,60.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/dijual-rumah-murah-di-bedahan-sawangan-depok-275jt-168514070786.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,,,275000000
house,"[""house"",""single-family-house""]",2,2,80.0,50.0,,,"[106.8118296,-6.4452406]",https://www.lamudi.co.id/jual-ruko-pinggir-jln-utama-2-lantai-50m-shm-17040296525.html,https://www.lamudi.co.id/west-java/depok/citayam/house/buy/,,yes,,,,500000000
house,"[""house"",""single-family-house""]",4,4,200.0,104.0,2.0,,"[106.85493,-6.39895]",https://www.lamudi.co.id/dijual-rumah-siap-huni-di-sukamaju-permai-depok-de-170412628322.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,yes,yes,yes,,1070000000
house,"[""house"",""single-family-house""]",3,2,70.0,72.0,2.0,,"[106.77444,-6.40278]",https://www.lamudi.co.id/dijual-rumah-baru-2-lantai-gardenia-park-169693268660.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,yes,yes,yes,,950000000
house,"[""house"",""single-family-house""]",2,1,45.0,72.0,,,"[106.80074699478,-6.3739056534228]",https://www.lamudi.co.id/perumahan-minimalis-di-selatan-kota-jakarta-170625709393.html,https://www.lamudi.co.id/west-java/depok/beji-3/house/buy/,,,yes,yes,,725000000
house,"[""house"",""single-family-house""]",5,4,600.0,500.0,,,"[106.7832039,-6.268907]",https://www.lamudi.co.id/rumah-mewah-3-lantai-model-perumahan-pondok-indah-167713422014.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,,,,5000000000
house,"[""house"",""single-family-house""]",3,2,56.0,67.0,,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-2-lantai-tanpa-dp-free-biaya2-di-cilodong-de-170246189031.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,,,,,,760000000
house,"[""house"",""single-family-house""]",2,1,36.0,50.0,,,"[106.77444,-6.40278]",https://www.lamudi.co.id/rumah-cash-terbaik-di-depok-169226047011.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,yes,,yes,yes,,300000000
house,"[""house"",""single-family-house""]",4,4,140.0,114.0,,,null,https://www.lamudi.co.id/dijual-rumah-cantik-minimalis-di-puri-ampera-resid-168533254762.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,,,,1300000000
house,"[""house"",""single-family-house""]",2,1,45.0,75.0,,,"[1,1]",https://www.lamudi.co.id/oblver-kredit-dp60jt-lokasi-bedahan-sawangan-depok-170229716470.html,https://www.lamudi.co.id/west-java/depok/sawangan-1/house/buy/,,,,,,485000000
house,"[""house"",""single-family-house""]",3,2,100.0,87.0,2.0,,"[106.84333,-6.42694]",https://www.lamudi.co.id/rumah-semi-furnish-green-park-residence-depok.html,https://www.lamudi.co.id/west-java/depok/cilodong/house/buy/,yes,,,yes,,1325000000
house,"[""house"",""single-family-house""]",3,3,98.0,120.0,2.0,,"[106.83464,-6.41482]",https://www.lamudi.co.id/jual-rumah-cepat-di-grand-depok-city-anggrek-dekat-170918449349.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,yes,yes,,1340000000
house,"[""house"",""single-family-house""]",3,2,110.0,85.0,,,"[106.808195,-6.394443]",https://www.lamudi.co.id/jual-rumah-di-perumahan-rangkapan-indah-2-lantai-h-170502890188.html,https://www.lamudi.co.id/west-java/depok/pancoran-mas/house/buy/,,,yes,yes,,660000000
house,"[""house"",""single-family-house""]",6,5,410.0,334.0,,,"[106.83716480762,-6.4052885749971]",https://www.lamudi.co.id/gema-pesona-estate-depok-rumah-dijual-cepat-lokasi-170925898711.html,https://www.lamudi.co.id/west-java/depok/sukmajaya/house/buy/,,,,,,5500000000
