rumah_url,rumah_nama,rumah_lokasi,rumah_harga,rumah_luas_lahan,rumah_lahan_parkir,rumah_kamar_tidur,rumah_kamar_mandi,rumah_luas_bangunan,rumah_AC,rumah_taman,rumah_keamanan,rumah_kolam_renang,rumah_balcony,rumah_jumlah_lantai,rumah_fully_furnished
https://www.lamudi.co.id/rumah-dalam-cluster-siap-di-huni-dp-0.html,RUMAH DALAM CLUSTER SIAP DI HUNI DP 0%,"jl.h husin kalimulya kota depok Sukamaju, Depok",Rp 530.000.000,66,1,2,1,45,yes,yes,yes,,,1,
https://www.lamudi.co.id/rumah-di-jual-di-pancoran-mas-depok-7-menit-ke-tol.html,Rumah di jual di Pancoran mas Depok 7 menit ke tol,"Depok Pancoran Mas, Depok",Rp 675.000.000,75,,2,1,60,yes,yes,yes,,,,
https://www.lamudi.co.id/green-melwood-ciseeng-bisa-cicil-ke-developer-tanpa-bi-checking-3.html,"Tropical Village Ciseeng, Cukup 2 ajuta All in gratis biaya-biaya","Pondok Petir, Depok",Rp 348.000.000,30,,2,1,32,,yes,,yes,,,
https://www.lamudi.co.id/perumahan-subsidi-terbaik-3.html,perumahan subsidi terbaik,"Depok, Depok",Rp 168.000.000,30,,2,1,,,,,,,,
https://www.lamudi.co.id/promo-menarik-amanah-village-rumah-dijual-citayam-166737863292.html,PROMO MENARIK AMANAH VILLAGE RUMAH DIJUAL CITAYAM,"Jalan Tugu Macan, Bogor Kabupaten 16928, Indonesia Citayam, Depok",Rp 195.000.000,60,1,2,1,40,yes,yes,yes,,yes,,
https://www.lamudi.co.id/rumah-2lantai-kpr-tanpa-dp-0-166677759050.html,rumah 2lantai KPR tanpa DP 0%,"Kelapa Dua, Depok",Rp 850.000.000,60,,3,3,80,yes,yes,yes,,yes,,
https://www.lamudi.co.id/dijual-rumah-eksklusif-di-depok.html,Dijual Rumah Eksklusif di Depok,"Mampang, Depok",Rp 1.400.000.000,60,,2,2,70,,yes,,yes,,,
https://www.lamudi.co.id/jual-rumah-baru-depok-kpr-mulai-500jt-dp-0-dekat-a-16667634984.html,Jual Rumah Baru Depok KPR mulai 500jt DP 0% Dekat Alun-alun Depok,"Jalan Masjid Baiturohman, Depok 16421, Indonesia Kalimulya, Depok",Rp 584.000.000,60,1,3,2,46,,yes,yes,,,,
https://www.lamudi.co.id/rumah-desain-eropa-klasik-di-depok-166850960099.html,Rumah Desain Eropa Klasik Di Depok,"Jalan Pasir Putih, Depok 16519, Indonesia Sawangan Baru, Depok",Rp 484.000.000,66,,2,1,45,,yes,yes,,,,
https://www.lamudi.co.id/promo-pembeli-pertama-165jt-shm-masuk-mobil-167145320621.html,promo pembeli pertama 165jt SHM masuk mobil,"Ratujaya, Depok",Rp 166.000.000,40,,2,1,30,yes,yes,yes,,,,
https://www.lamudi.co.id/rumah-murah-dekat-stasiun-depok-lama-166796200976.html,RUMAH MURAH DEKAT STASIUN DEPOK LAMA,"Jalan Raya Bulak Timur, Depok 16442, Indonesia Depok",Rp 225.000.000,60,1,2,1,36,yes,yes,yes,,,,
https://www.lamudi.co.id/rumah-cluster-andara-di-pinggir-tol-antasari-depok-166738970333.html,Rumah Cluster Andara di Pinggir Tol Antasari Depok Desari,"Cinere, Depok",Rp 3.200.000.000,250,,4,4,118,,,,,,,
https://www.lamudi.co.id/rumahminimalis-depok-dekat-stasiun-310jt.html,#rumahminimalis-Depok-dekat-stasiun 310jt,"jalan raya pondok rajeg Kalimulya, Depok",Rp 310.000.000,55,1,2,1,40,yes,yes,yes,,,,
https://www.lamudi.co.id/di-jual-rumah-di-depok-siap-huni.html,Di jual rumah di Depok siap Huni.,"Bojongsari, Depok",Rp 795.000.000,125,,2,1,45,,yes,yes,,,,
https://www.lamudi.co.id/rumah-700-jutaan-bangunan-konsep-eropa-cluster-komplek-murah-kpr.html,RUMAH 700 JUTAAN BANGUNAN KONSEP EROPA CLUSTER KOMPLEK MURAH KPR,"CIMANGGIS Cimanggis, Depok",Rp 770.000.000,72,,3,2,72,,yes,yes,,,,Tidak
https://www.lamudi.co.id/rumah-700-jutaan-bangunan-konsep-eropa-cluster-komplek-murah-kpr.html,,,,,,,,,,,,,,,
https://www.lamudi.co.id/cluster-nuansa-bali-2-lantai-15jt-all-in-600jt-an-dekat-rsud-depok-sawangan.html,Cluster nuansa Bali 2 lantai 15jt all in 600jt an dekat RSUD depok sawangan,"Pegasinan Sawangan, Depok",Rp 695.500.000,65,1,3,2,56,,yes,yes,,yes,2,
https://www.lamudi.co.id/rumah-cluster-mewah-ready-nempel-tol-margonda-depok.html,Rumah cluster Mewah Ready nempel tol Margonda Depok,"margonda Margonda, Depok",Rp 1.540.000.000,70,1,4,4,100,,yes,,,,,
https://www.lamudi.co.id/rumah-luas-dan-murah-di-jembatan-serong-dekat-stas-16603933270.html,Rumah luas dan murah di jembatan serong dekat stasiun,"Jalan nipan Salam Jembatan Serong Depok Pancoran Mas, Depok",Rp 390.000.000,68,,2,1,45,,yes,,,,,
https://www.lamudi.co.id/br894-rumah-asri-griya-melati-mas-cilodong-depok-luas128m.html,BR894 Rumah Asri Griya Melati Mas Cilodong Depok luas128m.,"Perumahan Griya Melati Mas Cilodong Cilodong, Depok",Rp 690.000.000,128,1,3,2,50,,yes,yes,,,,
https://www.lamudi.co.id/di-jual-cepat-rumah-nyaman-di-cluster-bella-casa-residen-depok-dekat-pusat-kota.html,Di jual cepat rumah nyaman di cluster Bella casa residen depok dekat pusat kota,"Sukmajaya, Depok",Rp 745.000.000,90,1,2,1,40,,yes,yes,,,,
https://www.lamudi.co.id/hanya-2-juta-all-in-cicilan-1-8jutaan-wasilitas-wa-165897842795.html,"Rumah Mewah Harga Murah, Cukup bayar 2 Juta All in","Bojongsari, Depok",Rp 300.000.000,60,,2,1,32,yes,yes,yes,,,,
https://www.lamudi.co.id/rumah-baru-cantiknya-maksimal-yuk-di-survey.html,Rumah Baru Cantiknya Maksimal Yuk di survey,"Kavling Adhikarya Jl.Harapan Rangkapanjaya Depok Rangkapan Jaya, Depok",Rp 550.000.000,66,1,2,1,36,,,,,,,Tidak
https://www.lamudi.co.id/rumah-siap-huni-di-kelapa-dua-cimanggis-depok-167160952096.html,Rumah Siap Huni di Kelapa Dua Cimanggis Depok,"Kelapa Dua, Depok",Rp 799.000.000,78,,3,2,68,,,,,,,
https://www.lamudi.co.id/rumah-mewah-2-lantai-di-sawangan-depok-16707400600.html,Rumah mewah 2 Lantai di sawangan depok,"Bojongsari, Depok",Rp 1.372.000.000,66,,3,2,73,yes,yes,yes,yes,yes,,
https://www.lamudi.co.id/rumah-mewah-di-cimanggis-depok-167118393539.html,Rumah mewah di Cimanggis Depok,"Cimanggis, Depok",Rp 725.000.000,46,,3,2,60,,,,,,,
https://www.lamudi.co.id/di-jual-rumah-dekat-mall-16600995739.html,Di JUAL RUMAH DEKAT MALL,Jalan Raya Cinangka Depok,Rp 1.500.000.000,105,,4,2,90,yes,yes,yes,yes,yes,,
https://www.lamudi.co.id/over-credit-400jutaan-rumah-2-tingkat-4-kamar-tidur-sawangan-lokasi-strategis.html,Over Credit 400jutaan Rumah 2 Tingkat 4 Kamar Tidur Sawangan Lokasi Strategis,"Caringin Village, Rangkapan jaya, pancoran mas Sawangan, Depok Depok, Depok",Rp 429.000.000,96,2,4,3,99,,yes,yes,,,2,
https://www.lamudi.co.id/rumah-mewah-harga-termurah-se-pancoran-mas-depok-dekat-pintu-tol.html,"Rumah Mewah Harga Termurah Se Pancoran Mas - Depok, Dekat Pintu Tol","Jalan Muhasyim I, Meruyung Pancoran Mas, Depok",Rp 350.000.000,60,1,2,1,40,,,,,,,
https://www.lamudi.co.id/hunian-nyaman-900m-tol-kukusan-10mnt-margocity-8mnt-rs-5mnt-ke-sekolah-umum.html,"Hunian Nyaman 900m Tol Kukusan, 10mnt MargoCity, 8mnt RS, 5mnt ke Sekolah Umum","Tanah Baru, Depok",Rp 1.150.000.000,73,1,3,3,90,,,,,,,
https://www.lamudi.co.id/hanya-1-unit-rumah-paling-luas-166606624830.html,"Hanya 1 unit,rumah paling luas","Kalimulya, Depok",Rp 789.000.000,120,,2,2,70,yes,yes,yes,,,,
https://www.lamudi.co.id/bebas-banjir-sepanjang-masa-telaga-golf-sawangan-siap-huni-dekat-tol.html,"BEBAS BANJIR SEPANJANG MASA TELAGA GOLF SAWANGAN SIAP HUNI, DEKAT TOL","Sawangan, Depok",Rp 1.350.000.000,160,1,4,3,200,yes,yes,yes,,,,
https://www.lamudi.co.id/dijual-rumah-cluster-1-lantai-parakan-residence-ready-stock.html,Rumah Cluster Siap Huni 1 Lantai Parakan Residence,"Jl. Parakan, Cinangka, Kec. Sawangan, Kota Depok, Jawa Barat 16516 Cinangka, Depok",Rp 650.000.000,65,2,2,1,50,yes,yes,yes,,,1,
https://www.lamudi.co.id/rumah-murah-70m-akses-mobil-166667448247.html,RUMAH MURAH 70M AKSES MOBIL,"Pancoran Mas, Depok",Rp 265.000.000,70,1,2,1,40,yes,yes,yes,,,1,
https://www.lamudi.co.id/rumah-second-600jt-baru-renovasi-2019-kalibaru-cilodong-depok.html,Rumah second 600jt baru renovasi 2019 Kalibaru Cilodong Depok,"Kalibaru Cilodong Depok Cilodong, Depok",Rp 600.000.000,72,1,2,1,50,,yes,yes,,,1,
https://www.lamudi.co.id/cluster-keren-di-lokasi-strategis-dekat-kampus-gun-166108971377.html,Cluster keren di lokasi strategis Dekat Kampus Gundar dan tol Depok,"RTM Kelapa Dua, Depok",Rp 1.100.000.000,80,2,3,2,107,,yes,,,,,
https://www.lamudi.co.id/rumah-dekat-ponpes-al-falah-cibinong-dan-ponpes-al-ridho-cilodong-depok.html,Rumah dekat Ponpes Al Falah Cibinong dan Ponpes Al Ridho Cilodong Depok,"Depok, Depok",Rp 500.000.000,45,,3,1,,,,,,,45,
https://www.lamudi.co.id/rumah-terbaru-strategis-dan-aman-di-kota-depok.html,Rumah terbaru strategis dan aman di kota depok,"Sawangan, Depok",Rp 305.000.000,60,1,2,1,40,yes,yes,yes,,,,
https://www.lamudi.co.id/claster-murah-pinggir-jalan-1.html,Claster murah pinggir jalan,"Jl. Kemang pasir putih Sawangan Baru, Depok",Rp 275.000.000,50,1,2,1,36,,yes,,,,,
https://www.lamudi.co.id/rumah-murah-di-cibinong-166322172899.html,RUMAH MURAH 2LT DI DEPOK,"Depok, Depok",Rp 990.000.000,84,,3,2,90,,yes,,yes,,,
https://www.lamudi.co.id/rumah-bukit-novo-termurah-dengan-tanah-luas-sukmajaya-depok.html,Termurah rumah bukit novo dengan tanah luas sukmajaya depok,"Pancoran Mas, Depok",Rp 3.500.000.000,504,5,3,3,250,,,,,,,
https://www.lamudi.co.id/op61-ownhouse-modern-siap-huni-500m-ke-gate-tol-sa-166743714012.html,Op61.ownhouse Modern Siap Huni 500m ke Gate Tol Sawangan Pancoran Mas,"Pancoran Mas Depok Pancoran Mas, Depok",Rp 1.150.000.000,72,1,3,4,105,,,,,,,
https://www.lamudi.co.id/rumah-2-lantai-di-depok-harga-400-jutaan.html,Rumah 2 Lantai di Depok Harga 400 Jutaan,Jln Raya Panggulan Pengasinan Sawangan Depok Depok,Rp 400.000.000,54,,2,1,40,,yes,yes,,yes,,
https://www.lamudi.co.id/rumah-2-lantai-nempel-ui-dan-tol-166851070523.html,Rumah 2 Lantai Nempel UI dan Tol,"Beji, Depok",Rp 900.000.000,72,1,3,3,72,,yes,yes,,yes,,
https://www.lamudi.co.id/rumah-siap-huni-200-jutaan-di-bedahan-sawangan-dep-166955379189.html,Rumah Siap Huni 200 jutaan di Bedahan Sawangan Depok hanya 3 Unit,"Bedahan, Depok",Rp 275.000.000,60,,2,1,36,,,,,,,
https://www.lamudi.co.id/rumah-murah-sawangan-depok-tanpa-dp-16676392871.html,RUMAH MURAH SAWANGAN DEPOK TANPA DP,"Kav.Kehakiman Rt. 001 Rw. 006 Kel, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519 Sawangan, Depok",Rp 537.150.000,50,1,3,2,44,yes,yes,yes,,,,
https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-166288182796.html,"Rumah strategis,nyaman dan asri","Cilangkap, Depok",Rp 399.000.000,65,5,2,1,36,,,,,,,
https://www.lamudi.co.id/rumah-2-lantai-eksklusif-lokasi-strategis-dekat-gu-166626963629.html,Rumah 2 Lantai Eksklusif Lokasi Strategis Dekat Gunadarma UI,"Jalan Akses UI, Depok, Indonesia Tugu, Depok",Rp 750.000.000,42,,2,2,75,,,,,yes,,
https://www.lamudi.co.id/rumah-di-perumahan-7.html,Rumah di Perumahan,"Kelapa Dua, Depok",Rp 850.000.000,120,,3,1,100,,,,,,,
https://www.lamudi.co.id/hunian-mewah-harga-merakyat.html,Hunian mewah harga merakyat,"Jl. Sulaiman Bedahan, Depok",Rp 300.000.000,60,1,2,1,40,,yes,,,,,
https://www.lamudi.co.id/rumah-2-lantai-780-jutaan-siap-huni-di-depok.html,Rumah 2 Lantai 780 Jutaan Siap Huni di Depok,"Jl. Boulevard Grand Depok City Jl. Ruko Anggrek 1 No.21, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia Depok, Depok",Rp 780.000.000,84,,2,2,95,yes,yes,yes,,yes,,
https://www.lamudi.co.id/jual-cepat-rumah-ada-kolam-renangdi-depok.html,Jual Cepat Rumah ada kolam renangdi depok,"Margondaya Margonda, Depok",Rp 3.800.000.000,986,11,12,5,600,,yes,,yes,,,
https://www.lamudi.co.id/dijual-rumah-secondary-sudah-renov-dan-siap-huni-d-166488226740.html,Dijual Rumah Secondary (sudah renov dan siap huni) di Cinere.,"Cinere, Depok",Rp 1.500.000.000,100,,2,1,90,yes,,,,,,Tidak
https://www.lamudi.co.id/rumah-second-895jt-di-tanah-baru-depok.html,Rumah second 895jt di tanah baru Depok,"Kemiri jaya Depok Tanah Baru, Depok",Rp 895.000.000,80,1,2,2,55,,yes,yes,,,,
https://www.lamudi.co.id/perumahan-baru-murah-di-depok-dekat-toll-desari.html,Perumahan Baru Murah Di Depok Dekat Toll DESARI,"jl. masjid II , rangkapan jaya Pancoran Mas, Depok",Rp 792.000.000,60,1,3,2,72,,yes,yes,,,2,
https://www.lamudi.co.id/rumah-siap-huni-sudah-pecah-sertifikat-500-jutaan-di-seberang-tol-sawangan-depok-3.html,Rumah Siap Huni Sudah Pecah Sertifikat 500 Jutaan di Seberang Tol Sawangan Depok,"Rangkapan Jaya Baru, Depok",Rp 592.150.000,73,1,2,1,45,,yes,,,,1,
https://www.lamudi.co.id/rumah-siap-huni-675jt-di-mampang-indah-2-depok.html,Rumah siap huni 675jt di Mampang indah 2 Depok,"Mampang indah 2 Depok Rangkapan Jaya, Depok",Rp 675.000.000,87,,2,1,50,,,yes,,,1,
https://www.lamudi.co.id/cluster-siap-huni-dp-0-dekat-gdc-raden-saleh-166031297262.html,Cluster siap huni dp 0% dekat gdc raden saleh,"Sukmajaya, Depok",Rp 590.000.000,72,,2,1,48,,yes,,,,,
https://www.lamudi.co.id/rumah-murah-tanpa-dp-114.html,Rumah DP 0 2 Lantai Kota Depok,"Jl. Panggulan No.42-44, Pengasinan, Kec. Sawangan, Kota Depok, Jawa Barat 16518 Sawangan, Depok",Rp 425.000.000,50,,3,2,40,,yes,,,yes,,
https://www.lamudi.co.id/rumah-di-jual-cepat-di-kawasan-cinangka-sawangan-depok.html,Rumah di jual cepat di kawasan cinangka sawangan depok,"Sawangan, Depok",Rp 40.000.000.000,9000,,10,9,1200,yes,yes,yes,yes,yes,,
https://www.lamudi.co.id/rumah-murah-banget-166929830517.html,rumah murah banget,"Cipayung, Depok",Rp 180.000.000,40,,2,1,30,,,,,,,
https://www.lamudi.co.id/rumah-elegan-dijual-murah-di-citayam-depok-dekat-j-16716939627.html,Rumah elegan dijual murah di citayam depok dekat jalan utama stasiun,"Jalan Raya Citayam, Depok 16444, Indonesia Cinere, Depok",Rp 315.000.000,52,,2,1,36,,,yes,,,,
https://www.lamudi.co.id/dijual-cepat-rumah-baru-1-lantai-di-depok.html,Dijual Cepat Rumah Baru 1 Lantai di Depok,"Jl. Boulevard Grand Depok City Jl. Ruko Anggrek 1 No.21, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia Depok, Depok",Rp 275.000.000,55,1,2,1,40,,,,,yes,,
https://www.lamudi.co.id/rumah-murah-minimalis-400-jutaan-di-bedahan-depok.html,Rumah Murah Minimalis 400 Jutaan di Bedahan Depok,"Jalan Bungsan Sawangan, Depok",Rp 432.000.000,68,,2,1,40,,,,,,,
https://www.lamudi.co.id/rumah-modern-langsung-huni-dekat-pusat-kota-kpr-dp-15-juta-all-in.html,Rumah Modern Langsung Huni Dekat Pusat Kota : KPR DP 15 JUTA ALL IN,"Cipayung Jaya, Depok",Rp 463.242.365,70,,2,1,40,yes,yes,yes,,,,
https://www.lamudi.co.id/hunia-mewah-di-depok-475-juta-all-in.html,Rumah mewah di depok 475 juta all in free biaya-biaya,"Sawangan, Depok",Rp 475.000.000,60,2,2,1,40,yes,yes,yes,,,,
https://www.lamudi.co.id/dijual-rumah-di-cinere-unit-hook-3-kamar-16614161022.html,Dijual Rumah di Cinere Unit Hook 3 Kamar,"Cinere Cinere, Depok",Rp 800.000.000,101,1,3,3,80,yes,yes,yes,,yes,,
https://www.lamudi.co.id/ad210-hunian-desain-minimalis-milenial-kelapa-dua-166866939711.html,Ad210.Hunian Desain Minimalis Milenial Kelapa dua Tree Brand Di depok,"kelapa dua Depok Kelapa Dua, Depok",Rp 1.694.000.000,75,1,3,2,85,,,,,,,
https://www.lamudi.co.id/rumah-mezzanine-di-cipayung-depok.html,Rumah Mezzanine di Cipayung Depok,Depok,Rp 475.000.000,,,3,1,45,,,,,,,
https://www.lamudi.co.id/rumah-baru-sadina-residence-lokasi-depok-type-2-lantai.html,Rumah Baru Sadina Residence Lokasi Depok Type 2 Lantai,"Jl. Harapan No.95, Rangkapan Jaya Rangkapan Jaya, Depok",Rp 707.000.000,68,1,3,1,60,,,,,,,
https://www.lamudi.co.id/di-jual-rumah-di-depok-2-sukmajaya.html,Di Jual Rumah Di Depok 2 Sukmajaya,"Depok 2 Sukmajaya, Depok",Rp 786.500.000,71,1,3,2,51,,,yes,,,2,
https://www.lamudi.co.id/rumah-cluster-nego-murah-di-sawangan-depok-garda-residence.html,RUMAH CLUSTER NEGO MURAH DI SAWANGAN DEPOK GARDA RESIDENCE,"Jl. Jati No.27, RW.3, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat 16511 Sawangan, Depok",Rp 365.000.000,60,,2,1,40,yes,,yes,,yes,,
https://www.lamudi.co.id/rumahmurahdepok-cuma-400juta-dekat-stasiun-depok.html,#rumahmurahdepok-cuma-400juta-dekat-stasiun-depok,"jalan raya pitara Pancoran Mas, Depok",Rp 400.000.000,70,1,2,1,40,yes,yes,yes,yes,,,
https://www.lamudi.co.id/cicilan-4-jt-an-free-all-biaya-bonus-ac-tv-kulkas-senilai-15-juta.html,"CICILAN 4 JT-AN, FREE ALL BIAYA, BONUS AC, TV, KULKAS SENILAI 15 JUTA","Cimanggis, Depok",Rp 483.000.000,85,1,2,2,51,,yes,,yes,,,
https://www.lamudi.co.id/dijual-rumah-murah-depok-166649612932.html,Dijual rumah murah Depok,Jl H Suaib RT02 RW06 Krukut Depok Depok,Rp 550.000.000,90,12,3,1,72,,,,,,,
