rumah_url,rumah_nama,rumah_lokasi,rumah_harga,rumah_kamar_tidur,rumah_kamar_mandi,rumah_luas_bangunan,rumah_luas_lahan,rumah_lahan_parkir,rumah_jumlah_lantai,rumah_AC,rumah_taman,rumah_keamanan,rumah_balcony,rumah_fully_furnished,rumah_kolam_renang
https://www.lamudi.co.id/dijual-rumah-siap-huni-tanpa-dp-bojongsari-pengasi-167136219688.html,Rumah Mewah Tanpa DP Bojongsari Pengasinan Depok,"Sawangan Baru, Depok",Rp 795.000.000,3,2,60,70,2,,yes,yes,yes,yes,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-lake-series-vista-tipe-p-167168454556.html,Shila at Sawangan Cluster Lake Series Vista Tipe Portico,"Jl. Golf No.7, RT.4/RW.7, Sawangan Lama Sawangan, Depok",Rp 3.664.065.000,4,4,184,187,2,,,yes,yes,yes,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-lake-series-vista-tipe-p-167169230874.html,Shila at Sawangan Cluster Lake Series Vista Tipe Pavilion,"Jl. Golf No.7, RT.4/RW.7, Sawangan Lama Sawangan, Depok",Rp 2.524.733.000,4,2,150,128,2,,,yes,yes,yes,Tidak,
https://www.lamudi.co.id/rumah-di-gardens-at-candi-sawangan-2-lt-dijual-mur-16715216070.html,RUMAH DI GARDENS AT CANDI SAWANGAN 2 LT (DIJUAL MURAH ),"Jl. Raya Parung - Ciputat, Bojongsari Baru, Kec. Bojongsari, Kota Depok, Jawa Barat 16517 Bojongsari, Depok",Rp 1.200.000.000,3,2,80,96,,,,yes,yes,,,
https://www.lamudi.co.id/di-jual-palm-garden-residence-167264363751.html,Di Jual Palm Garden Residence,"Palm Garden Residence Blok G-6 Jl Dongkal, Sukatani, Tapos, Kota Depok 16454 Tapos, Depok",Rp 900.000.000,3,3,65,120,,,,,,,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-lake-series-laguna-tipe-167169121086.html,Shila at Sawangan Cluster Lake Series Laguna Tipe Veranda,"Jl. Golf No.7, RT.4/RW.7, Sawangan Lama Sawangan, Depok",Rp 2.330.522.000,3,3,137,112,2,,,yes,yes,yes,Tidak,
https://www.lamudi.co.id/rumah-2-lantai-murah-16717873005.html,Rumah 2 lantai Murah,"Komplek Marinir Blok P2 No 8, Rangkapan Jaya Baru, Pancoran Mas, Depok Depok",Rp 670.000.000,3,2,150,84,,,,,,,,
https://www.lamudi.co.id/desain-jepang-700jtan-ready-stock-dekat-stasiun-de-167183582312.html,Desain Jepang 700jtan Ready Stock dekat stasiun depok baru Mampang,"Mampang, Depok Mampang, Depok",Rp 779.500.000,3,2,65,61,1,,,,,,,
https://www.lamudi.co.id/rumah-akses-mobil-167223852194.html,rumah akses mobil,"Citayam, Depok",Rp 250.000.000,2,1,40,60,,,,,,,,
https://www.lamudi.co.id/rumah-2-lantai-dekat-stasiun-depok-167222470850.html,Rumah 2 Lantai dekat Stasiun Depok,"Cilodong, Depok",Rp 912.100.000,3,2,70,66,,,,,,,,
https://www.lamudi.co.id/jual-cepat-rumah-modern-2-lantai-dkt-tol-desari-li-167265568718.html,Jual Cepat Rumah Modern 2 lantai Dkt Tol Desari. Limo - Cinere,"Limo, Depok",Rp 910.000.000,3,2,94,74,1,,yes,yes,yes,,,
https://www.lamudi.co.id/rumah-5-1-kt-dekat-akses-tol-di-narwastu-twh-jl-pl-167075164035.html,Rumah 5+1 KT Dekat Akses TOL di Narwastu Twh Jl PLN Cinere,"Jalan PLN Raya, Depok 16544, Indonesia Cinere, Depok",Rp 1.450.000.000,5,3,160,136,1,,,yes,yes,yes,,
https://www.lamudi.co.id/rumah-cukup-7-jt-sampai-serah-terima-rumah-tdk-men-166918808693.html,"Rumah,cukup 7.jt sampai serah terima rumah,tdk mengeluarkan biaya lagi","Pengasinan, Depok",Rp 375.000.000,2,1,36,72,,,,,,,,
https://www.lamudi.co.id/rumah-siap-huni-di-tanah-baru-depok-1.html,Rumah siap Huni di Tanah Baru Depok,"Jl. Tanah baru raya Tanah Baru, Depok",Rp 1.300.000.000,3,3,130,130,,2,,,,,,
https://www.lamudi.co.id/rumah-murah-2-lantai-600-jutaan-di-cilodong-depok-dekat-gdc.html,DIJUAL RUMAH 2 LANTAI DI SUKATANI CIMANGGIS DEPOK,"Jalan Raya Ciherang Sukatani, Depok 16461, Indonesia Cimanggis, Depok",Rp 743.830.000,3,2,60,72,1,2,,,yes,,,
https://www.lamudi.co.id/rumah-mewah-siap-huni-lokasi-strategis-167178956497.html,RUMAH MEWAH SIAP HUNI LOKASI STRATEGIS,"sawangan Bojongsari, Depok",Rp 1.250.000.000,3,2,100,100,1,,,,,,,
https://www.lamudi.co.id/rumah-kokoh-di-depok-167209918464.html,rumah kokoh di Depok,"Cilodong, Depok",Rp 450.000.000,2,1,40,72,,,,,,,,
https://www.lamudi.co.id/rumah-cluater-murah-akses-tol-desari-dan-cijago-ma-167029872388.html,RUMAH CLUSTER MURAH AKSES TOL DESARI DAN CIJAGO MAMPANG DEPOK,"Mampang, Depok",Rp 730.000.000,3,2,65,60,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/rumah-dengan-design-yang-elegan-akses-dekat-tol-de-167206308075.html,Rumah dengan design yang Elegan akses dekat Tol desari di Duren baru,"Jl raya duren baru, duren baru kab bogor Cilodong, Depok",Rp 225.000.000,2,1,36,60,1,,,,,,,
https://www.lamudi.co.id/rumah-2-lantai-dekat-tol-cijago-167169704449.html,Rumah 2 lantai dekat tol Cijago,"Jalan Kemang, Depok 16461, Indonesia Cimanggis, Depok",Rp 915.000.000,3,2,70,97,,2,,yes,yes,yes,,
https://www.lamudi.co.id/cluster-nahara-tipe-9-cimanggis-golf-estate-166306735723.html,Cluster Nahara Tipe 9 – Cimanggis Golf Estate,"Jl. Cimanggis Boulevard, Tapos, Depok",Rp 2.941.000.000,3,3,165,153,3,2,,yes,yes,yes,,yes
https://www.lamudi.co.id/rumah-siap-huni-di-griya-hijau-sanim-166027941898.html,Rumah siap huni di griya hijau Sanim,"Tanah Baru, Depok",Rp 1.050.000.000,3,2,100,72,,,,,,,,
https://www.lamudi.co.id/rumah-seken-nempel-exit-tol-cijago-tanah-baru-beji-167031454725.html,RUMAH SEKEN NEMPEL EXIT TOL CIJAGO TANAH BARU BEJI DEPOK,"Tanah Baru, Depok",Rp 998.000.000,4,2,120,127,,,,yes,yes,,,
https://www.lamudi.co.id/cluster-uenos-house-tipe-n-cimanggis-golf-estate-166995471166.html,Cluster UENOS HOUSE Tipe N – Cimanggis Golf Estate,"Jl. Cimanggis Boulevard, Tapos, Depok",Rp 990.000.000,2,1,56,64,1,2,,yes,yes,,,yes
https://www.lamudi.co.id/dijual-cepat-rukom-2-lantai-cantik-bersih-rapih-cimanggis-depok.html,"DIJUAL CEPAT RUKOM 2 LANTAI CANTIK,BERSIH,RAPIH, CIMANGGIS DEPOK","MANDALA ASRI Harjamukti, Depok",Rp 2.500.000.000,4,4,238,185,1,,yes,yes,,yes,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-tilia-courtyard-plus-1.html,Shila at Sawangan Cluster Tilia Courtyard Plus,"Sawangan Lama Sawangan, Depok",Rp 2.348.400.000,3,4,109,140,2,,,yes,yes,yes,Tidak,yes
https://www.lamudi.co.id/rumah-kpr-pribadi-dan-cash-167205237578.html,rumah KPR pribadi dan cash,"Citayam, Depok",Rp 250.000.000,2,1,38,38,,,,,,,,
https://www.lamudi.co.id/jual-rumah-minimalis-ready-unit-di-cibubur.html,DiJual rumah tanpa Dp cikeas,"Cimanggis, Depok",Rp 900.000.000,2,1,40,60,,,yes,yes,yes,,,
https://www.lamudi.co.id/dijual-cluster-tanpa-dp-16599258771.html,Dijual Rumah Siap Huni Tanpa DP di Ragajaya Citayam,"Citayam, Depok",Rp 457.000.000,2,1,40,53,1,,yes,yes,yes,yes,,
https://www.lamudi.co.id/perumahan-komplek-di-depok-166253531885.html,perumahan/komplek di depok,"Tapos, Depok",Rp 2.000.000.000,4,2,147,200,,,,yes,,,,
https://www.lamudi.co.id/shila-at-sawangan-tilia-the-teraccee.html,Shila At Sawangan Tilia The Teraccee,"Sawangan, Depok",Rp 1.580.000.000,3,2,80,120,,,yes,yes,yes,yes,,yes
https://www.lamudi.co.id/cluster-tahap-4-dahlia-98-120-167109636373.html,Cluster Tahap 4 Dahlia 98/120,"Cimanggis, Depok",Rp 1.000.000.000,4,3,98,120,,,yes,yes,yes,,,
https://www.lamudi.co.id/rumah-dijual-di-cinangka-sawangan-depok-cluster-le-167039747727.html,RUMAH DIJUAL DI CINANGKA SAWANGAN DEPOK CLUSTER LE MIRAGE HILL (PROMO DESEMBER),"JALAN H. AMAN KP KEBON Cinangka, Depok",Rp 542.000.000,2,1,45,76,1,,,yes,yes,,,
https://www.lamudi.co.id/siapa-cepat-rumah-sultan-2-lantai-tanah-luas-strat-167085043242.html,SIAPA CEPAT Rumah SULTAN 2 Lantai Tanah Luas Strategis Dekat TOL,"Jl. Raya Cimanggis Cimanggis, Depok",Rp 1.365.000.000,3,2,110,96,,,yes,yes,yes,yes,,yes
https://www.lamudi.co.id/dijual-rumah-2-lantai-style-scandinavian-dekat-tol-165883949469.html,Dijual Rumah 2 Lantai Style Scandinavian Dekat Tol & LRT Cibubur,"Pondok Cibubur radar auri Cimanggis Depok Cimanggis, Depok",Rp 789.000.000,3,2,70,65,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-tilia-courtyard-corner-1.html,Shila at Sawangan Cluster Tilia Courtyard Corner,"Sawangan Lama Sawangan, Depok",Rp 2.785.298.000,3,4,110,200,2,,,yes,yes,yes,Tidak,
https://www.lamudi.co.id/shila-at-sawangan-cluster-tilia-terrace-plus-1.html,Shila at Sawangan Cluster Tilia Terrace Plus,"Sawangan Lama Sawangan, Depok",Rp 1.627.401.000,3,2,79,113,2,,,yes,yes,,Tidak,yes
https://www.lamudi.co.id/rumah-2lantai-shm-promo-dp-suka-suka-mekarsari-dep-165969269343.html,Rumah 2Lantai SHM - Promo DP SUKA SUKA mekarsari depok,"Radar auri cimanggis Depok Mekarsari, Depok",Rp 798.000.000,3,2,68,63,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/rumah-nuansa-vila-pondok-cabe-16709216555.html,RUMAH NUANSA VILA PONDOK CABE,"Cinangka, Depok",Rp 1.320.000.000,6,4,280,160,,,,,,,,
https://www.lamudi.co.id/rumah-2-lantai-megapolitan-estate-cinere-depok-luas-tanah-700-m2-9-kamar.html,Dijual Rumah 2 Lantai Megapolitan Estate Cinere Depok,"Cinere, Depok",Rp 11.000.000.000,9,6,596,700,,,,,,,,
https://www.lamudi.co.id/dijual-cepat-rumah-2-lantai-free-gorden-wallpaper-166123605381.html,DIJUAL CEPAT RUMAH 2 LANTAI FREE GORDEN WALLPAPER PAGAR DI DEPOK,"Depok, Depok",Rp 998.000.000,3,2,75,85,,,,,,yes,,
https://www.lamudi.co.id/miliki-rumah-baru-yang-asri-dan-nyaman-di-cluster-margonda-ecopark.html,RUMAH BARU YANG ASRI DAN NYAMAN DI JANTUNG KOTA DEPOK MARGONDA,"jl.Margonda Raya Kelurahan Kemiri muka kec.Beji Kota depok Kemiri Muka, Depok",Rp 999.000.000,3,2,85,65,3,,yes,yes,yes,yes,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-tilia-courtyard-standard-1.html,Shila at Sawangan Cluster Tilia Courtyard Standard,"Sawangan Lama Sawangan, Depok",Rp 1.771.601.000,3,4,110,112,2,,,yes,yes,,Tidak,yes
https://www.lamudi.co.id/rumah-dp-35-juta-bisa-kpr-167168249953.html,RUMAH DP 35 JUTA BISA KPR,"PERUMAHAN DEPOK BERSIH Depok, Depok",Rp 999.000.000,2,2,90,60,1,,,yes,yes,,,
https://www.lamudi.co.id/cluster-tahap-4-amarylis-72-120-167109618234.html,Cluster Tahap 4 Amarylis 72/120,"Cimanggis, Depok",Rp 1.000.000.000,4,3,72,120,,,yes,yes,yes,,,
https://www.lamudi.co.id/promo-oktober-rumah-milenials-di-pitara-pancoranma-166563133297.html,"Rumah Milenial, Desain Keren, Cicilan ringan di pancoran mas depok","Pancoran Mas, Depok",Rp 499.000.000,2,1,40,72,,,yes,,yes,,,
https://www.lamudi.co.id/cluster-tahap-3-sakura-65-90-167109595887.html,Cluster Tahap 3 Sakura 65/90,"Cimanggis, Depok",Rp 900.000.000,3,2,65,90,,,yes,yes,yes,,,
https://www.lamudi.co.id/sutera-sawangan-tipe-topaz-16645030504.html,Sutera Sawangan Tipe Topaz,"Jl. Raya Bojongsari, Kedaung, Bojongsari, Depok",Rp 1.948.000.000,2,2,75,106,1,,,yes,yes,,Tidak,yes
https://www.lamudi.co.id/sutera-sawangan-tipe-ruby-166450215073.html,Sutera Sawangan Tipe Ruby,"Jl. Raya Bojongsari, Kedaung, Bojongsari, Depok",Rp 2.797.000.000,4,3,120,129,2,2,,yes,yes,,Tidak,yes
https://www.lamudi.co.id/hunian-impian-dekat-akses-tol-jorr-2-via-pintu-tol-16615171582.html,Hunian impian dekat Akses Tol JORR 2 via Pintu Tol Pamulang dan Tol Desari,"Sawangan, Depok",Rp 3.912.000.000,3,2,184,200,1,,,,yes,,,
https://www.lamudi.co.id/rumah-2-lantai-siap-huni-dekat-tol-cijago-5-menit-166840194091.html,Rumah Siap Huni Dekat Tol Cijago 5 Menit ke GDC Promo DP 0 Free Biaya,"Jatimulya Cilodong, Depok",Rp 650.000.000,2,1,45,78,1,,,yes,yes,,,
https://www.lamudi.co.id/rumah-dijual-di-cibubur-depok-700jtan-srategis-dek-165883892525.html,Rumah Dijual di Cibubur Depok - 700jtan SRATEGIS dekat 2 pintu Tol,"Cimanggis Depok Cimanggis, Depok",Rp 790.000.000,3,2,70,60,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/sutera-sawangan-tipe-garnet-166450169521.html,Sutera Sawangan Tipe Garnet,"Jl. Raya Bojongsari, Kedaung Bojongsari, Depok",Rp 1.679.000.000,3,3,103,96,2,2,,yes,yes,,Tidak,yes
https://www.lamudi.co.id/cluster-tahap-2-edelweiss-65-90-16710956794.html,Cluster Tahap 2 Edelweiss 65/90,"Cimanggis, Depok",Rp 900.000.000,2,2,65,90,,,yes,yes,yes,,,
https://www.lamudi.co.id/siap-huni-rumah-baru-dekat-tol-sawangan-167178946333.html,SIAP HUNI RUMAH BARU DEKAT TOL SAWANGAN,"sawangan Depok, Depok",Rp 1.250.000.000,3,2,100,100,1,,,,,,,
https://www.lamudi.co.id/shila-at-sawangan-cluster-tilia-terrace-corner-1.html,Shila at Sawangan Cluster Tilia Terrace Corner,"Sawangan Lama Sawangan, Depok",Rp 1.880.929.000,3,2,79,148,2,,,,,,Tidak,
https://www.lamudi.co.id/sutera-sawangan-tipe-opal.html,Sutera Sawangan Tipe Opal,"l.Cinangka no.40, sawangan, Serua, Kec. Bojongsari Depok, Depok",Rp 1.816.000.000,3,3,91,124,2,2,,yes,yes,,,
https://www.lamudi.co.id/mau-rumah-senyaman-villa-166355534968.html,Mau rumah senyaman Villa?,"Mekar Jaya, Depok",Rp 4.500.000.000,6,5,471,300,,,,yes,yes,yes,,yes
https://www.lamudi.co.id/dijual-rumah-cluster-baru-samping-tol-166365801072.html,Dijual rumah cluster baru samping tol,"Pancoran Mas, Depok",Rp 275.000.000,2,1,60,75,,,,,,,,
https://www.lamudi.co.id/rumah-second-istimewa-belum-pernah-ditinggali-16650394545.html,"510 juta, Rumah second istimewa belum pernah ditinggali","Kalimulya, Depok",Rp 510.000.000,2,1,45,84,,,yes,,yes,,,
https://www.lamudi.co.id/rumah-modern-ready-tanpa-dp-shm-siap-huni-di-cilod-167275640854.html,Rumah Modern Ready Tanpa DP SHM Siap Huni di Cilodong kota Depok,Cilodong kota Depok Depok,Rp 610.000.000,2,1,40,61,1,,,yes,,,,
https://www.lamudi.co.id/rumah-dijual-2-lantai-di-puri-bukit-depok-citayam-166616290210.html,Rumah dijual 2 lantai di Puri Bukit Depok Citayam Asri Nyaman,Depok,Rp 400.000.000,2,1,65,60,,,,,,,,
https://www.lamudi.co.id/rumah-mewah-harga-murah-di-depok-167131786091.html,Rumah mewah harga murah di depok,"Sawangan, Depok",Rp 300.000.000,2,1,38,50,,,,yes,yes,,,
https://www.lamudi.co.id/rumah-ready-siap-huni-166885291482.html,Rumah Ready Siap Huni,"Depok, Depok",Rp 250.000.000,2,1,45,75,,,,,,,,
https://www.lamudi.co.id/rumah-1lantai-600jtan-siap-huni-166737394771.html,Rumah 1lantai 600jtan siap huni,"Cimanggis, Depok",Rp 685.000.000,2,2,60,90,,,yes,yes,yes,,,
https://www.lamudi.co.id/ready-siap-huni-dekat-alun-alun-dan-pasar-puncung-166842569850.html,"ready siap huni,dekat alun alun dan pasar puncung Depok","Cilodong, Depok",Rp 395.000.000,2,1,36,53,,,yes,yes,yes,,,
https://www.lamudi.co.id/op82-rumah-non-cluster-cocok-tuk-tinggal-atau-usah-166878083758.html,Op82.Rumah Non Cluster Cocok tuk tinggal atau Usaha siap Huni di Depok,"Duren Seribu Depok Duren Seribu, Depok",Rp 465.000.000,2,1,40,70,1,,,,,,,
https://www.lamudi.co.id/rumah-nyaman-aman-terjangkau-di-kota-depok-166934015486.html,Rumah nyaman aman terjangkau di Kota Depok,"Depok, Depok",Rp 215.000.000,2,1,36,60,,,,,,,,
https://www.lamudi.co.id/terlaris-di-cibubur-dekat-2-akses-tol-cibubur-cija-166978038499.html,TERLARIS DI CIBUBUR DEKAT 2 AKSES TOL CIBUBUR-CIJAGO HARGA 700 JUTAAN,"Cinere, Depok",Rp 790.000.000,3,2,72,60,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/rumah-depok-dp-ringan-cukup-15jt-all-in-cicilan-fl-166305081654.html,Rumah Depok DP Ringan Cukup 15jt All In Cicilan Flat 4JT an,"jl.raden abdul ghoni Cipayung, Depok",Rp 494.000.000,2,1,40,63,1,,,yes,,,,
https://www.lamudi.co.id/rumah-300jutaan-booking-2jt-all-in-16666749837.html,Rumah 300jutaan booking 2jt all in,"Depok, Depok",Rp 414.000.000,2,1,36,72,,,yes,yes,yes,,,
https://www.lamudi.co.id/dijual-murah-rumah-di-tanah-baru-beji-depok-dekat-167049426451.html,"Dijual Murah Rumah di Tanah Baru, Beji -Depok, Dekat Pintu Tol Kukusan","Beji, Depok",Rp 830.000.000,2,1,90,111,1,,,,,,,
https://www.lamudi.co.id/rumah-2-lantai-dalam-cluster-165970983623.html,Rumah 2 lantai dalam Cluster,"Depok, Depok",Rp 1.080.000.000,3,3,85,75,,,,,,,,
https://www.lamudi.co.id/ad114-rumah-minimalis-2-lantai-akses-jalan-lebar-d-166735428121.html,Ad114.Rumah minimalis 2 lantai Akses Jalan Lebar di Tanah Baru Depok,"Tanah Baru Depok Tanah Baru, Depok",Rp 776.000.000,2,2,51,60,1,,,,,,,
https://www.lamudi.co.id/dijual-hunian-kpr-termurah-booking-cukup-5jt-saja-lokasi-dicitayam.html,dijual hunian kpr termurah booking cukup 5jt saja lokasi dicitayam,"jl.raya nanggerang citayam cipayung Cipayung, Depok",Rp 385.000.000,2,1,36,60,1,,yes,yes,yes,,,
https://www.lamudi.co.id/rperumahan-grand-depok-city-167115965447.html,RPerumahan Grand Depok City.,"Cilodong, Depok",Rp 1.800.000.000,5,2,150,150,,,,,,,,
https://www.lamudi.co.id/di-jual-rumah-depok-murah-di-pancoran-mas-167057795892.html,Di jual rumah depok murah di pancoran mas,"Pancoran Mas, Depok",Rp 350.000.000,2,1,40,60,,,,yes,,,,
https://www.lamudi.co.id/green-harmoni-bojongsari-166791142455.html,Green Harmoni Bojongsari,"Jl. Masjid RT001/RW006 Bojongsari, Depok",Rp 514.522.000,2,1,40,60,,,,yes,,,,
https://www.lamudi.co.id/selangkah-ke-tol-rumah-siap-huni-tanpa-dp-di-depok-166108218661.html,Selangkah ke Tol rumah siap huni tanpa Dp di depok,"Beji, Depok",Rp 980.000.000,3,3,70,114,,,yes,yes,,yes,,
https://www.lamudi.co.id/dijual-rumah-ada-kolam-renang-butuh-cepat-di-ciner-166799908473.html,Dijual rumah ada kolam renang butuh cepat di Cinere,"Cinere, Depok",Rp 5.500.000.000,5,4,400,668,,,yes,yes,yes,yes,,yes
https://www.lamudi.co.id/rumah-mewah-2lantai-tanpa-dp-didepok-166616196344.html,Rumah mewah 2lantai Tanpa DP didepok,"Beji, Depok",Rp 850.000.000,3,3,80,66,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/promo-terbaru-rumah-2-lantai-harga-terjangkau-lokasi-memukau-at-depok.html,Promo Terbaru Rumah 2 Lantai Harga Terjangkau Lokasi Memukau at Depok,"Jl. Harapan No.95, Rangkapan Jaya Pancoran Mas, Depok",Rp 707.000.000,3,2,60,68,1,,,,,,,
https://www.lamudi.co.id/rumah-depok-dp-0-lokasi-strategis-dekat-jalan-tol-166659934970.html,Rumah Depok DP 0% Lokasi Strategis Dekat Jalan Tol,"Jalan Kemang 1, Depok 16461, Indonesia Sukmajaya, Depok",Rp 840.000.000,3,2,54,65,2,,,yes,yes,yes,,
https://www.lamudi.co.id/rumah-2-lantai-paling-populer-hanya-selangkah-ke-j-166557437284.html,"rumah 2 lantai paling populer,hanya selangkah ke jalan raya utama","Margonda, Depok",Rp 925.000.000,3,3,80,83,,,yes,yes,yes,yes,,
https://www.lamudi.co.id/hunian-kpr-super-mewah-tanpa-dp-lokasi-asri-dan-strategis-dicitayam.html,HUNIAN KPR SUPER MEWAH TANPA DP LOKASI ASRI DAN STRATEGIS DICITAYAM,"Jl.raya citayam cipayung Citayam, Depok",Rp 425.000.000,2,1,40,60,1,,yes,yes,yes,,,
https://www.lamudi.co.id/di-jual-rumah-di-pinggir-jl-besar-abdul-gani-lt-300.html,DI JUAL RUMAH DI PINGGIR JL BESAR ABDUL GANI LT 300,"Jl Abdul Gani depok Kalibaru, Depok",Rp 2.550.000.000,8,3,480,300,,,,yes,yes,yes,,
https://www.lamudi.co.id/dijual-rumah-cantik-bekas-tk-hanya-90m-dari-raya-g-166006484434.html,DIJUAL RUMAH CANTIK BEKAS TK HANYA 90M DARI RAYA GANDUL CINERE,"Raya Gandul Cinere, Depok",Rp 1.700.000.000,3,2,150,192,1,,yes,yes,,,,
