"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_luas_lahan","rumah_lahan_parkir","rumah_kamar_tidur","rumah_kamar_mandi","rumah_fully_furnished","rumah_luas_bangunan","rumah_AC","rumah_taman","rumah_keamanan","rumah_kolam_renang","rumah_balcony","rumah_jumlah_lantai"
"https://www.lamudi.co.id/rumah-minimalis-2-lantai-lokasi-strategis-di-sawan-166115027669.html","Rumah Minimalis 2 Lantai Lokasi Strategis di Sawangan","Jalan Abdul Wahab, Rt 03, Rw 08, Kel. Cinangka, Kec. Sawangan, Depok, Jawa Barat. Sawangan, Depok","Rp 800.000.000","70","1","3","3","","78","yes","yes","yes","","yes","2"
"https://www.lamudi.co.id/the-terrace-cluster-sultan-dgn-fasilitas-terlengkap-akses-strategis.html","The Terrace, Cluster Sultan dgn Fasilitas Terlengkap & Akses Strategis","Jl. Raya Bojongsari No.53 Bojongsari, Depok","Rp 1.500.000.000","120","2","3","3","","79","","yes","yes","yes","yes","2"
"https://www.lamudi.co.id/rmkk-townhouse-beji-depok-selangkah-ke-akses-2-mob-166809502949.html","RmKk.Townhouse Beji Depok Selangkah ke Akses 2 mobil Free Biaya Biaya","Beji Depok Beji, Depok","Rp 773.382.434","44","1","2","2","","42","","","","","",""
"https://www.lamudi.co.id/nik59-rumah-2-lantai-ekslusive-mewah-minimalis-dkt-166934100711.html","Nik59.Rumah 2 Lantai Ekslusive mewah minimalis dkt GDC dan Stasiun","Cilodong Depok Cilodong, Depok","Rp 750.000.000","83","1","3","2","","63","","","","","",""
"https://www.lamudi.co.id/rumah-mewah-di-kawasan-komplek-besar.html","Rumah mewah di kawasan komplek besar","Cilodong, Depok","Rp 695.000.000","75","","2","1","","60","","","","","",""
"https://www.lamudi.co.id/ad204-new-cluster-1-lantai-3km-ke-pintu-tol-cibubu-166735109155.html","Ad204.New Cluster 1 Lantai 3Km ke pintu tol Cibubur Cimanggis Depok","Cimanggis Depok Cimanggis, Depok","Rp 866.606.000","70","1","2","1","","42","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-sangat-bagus-terawat-posisi-hoek-di-p-166731220792.html","Dijual Rumah Sangat Bagus, Terawat Posisi Hoek di Puri Cinere Depok","Jalan Raya Cinere, Depok, Indonesia Cinere, Depok","Rp 7.000.000.000","420","1","4","4","","200","yes","yes","yes","","","1"
"https://www.lamudi.co.id/rumah-mewah-harga-murah-di-depok-166484904543.html","Rumah Mewah Harga Murah di Depok","Sawangan Baru, Depok","Rp 594.000.000","60","","2","1","","45","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/dijual-rumah-posisi-hook-siap-huni-di-cinere-depok-166393028353.html","Dijual rumah posisi hook siap huni di Cinere Depok -8737- DR","Cinere, Depok","Rp 3.700.000.000","380","","4","3","","400","","yes","","","",""
"https://www.lamudi.co.id/hunian-strategis-tanpa-dp-kawasan-grand-depok-city-167181202480.html","Hunian Strategis Tanpa DP kawasan grand Depok City","Sukmajaya, Depok","Rp 610.000.000","40","","2","1","","61","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-murah-sawangan-depok-166375908854.html","DIJUAL RUMAH MURAH SAWANGAN DEPOK","Sawangan, Depok","Rp 800.000.000","77","","3","2","","66","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-depok-area-strategis-dan-bebas-b-166011219648.html","Rumah 2 lantai Di Depok area Strategis Dan Bebas Banjir","jln hj Wahab Sawangan, Depok","Rp 800.000.000","77","2","3","3","","101","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/beli-rumah-dipinggir-jalan-raya-166737501697.html","beli rumah dipinggir jalan raya","Sukmajaya, Depok","Rp 915.000.000","72","","3","3","","80","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-ready-stock-free-biaya2-dkt-rs-hga-166357007136.html","Hunian 2 lantai Ready Stock Free Biaya2 Dkt Rs HGA Rdn Saleh Depok","Sukmajaya, Depok","Rp 953.000.000","80","","3","2","","84","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-2-lantai-narafa-residence-166866742587.html","DIJUAL RUMAH 2 LANTAI NARAFA RESIDENCE","Cilangkap, Depok","Rp 899.000.000","64","2","3","2","","74","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-beji-depok-murah-dekat-fasilitas-umum-166832247977.html","Dijual Rumah Beji Depok Murah dekat Fasilitas Umum Area Bebas Banjir","Jalan Beji, Depok 16421, Indonesia Beji, Depok","Rp 875.000.000","100","1","3","2","","65","","","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-sawangan-2.html","Rumah 2 lantai di Sawangan","Jl.Raya Cilangkap, Jakarta Timur Depok, Depok","Rp 580.000.000","","","2","1","","60","","","","","",""
"https://www.lamudi.co.id/hunian-megah-nyaman-untuk-keluarga-tanpa-dp-0.html","hunian megah & nyaman untuk keluarga tanpa DP 0%","Depok, Depok","Rp 1.100.000.000","89","","3","3","","100","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/hunian-nyaman-5mnt-tol-desari-15mnt-st-depok-baru-10mnt-tb-simatupang-cilandak.html","Harga mulai 780jt.an 5 menit St Depok Baru, 10mnt Tb Simatupang Cilandak","Pancoran Mas, Depok","Rp 780.000.000","60","1","3","2","","70","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-166739536480.html","rumah siap huni","Margonda, Depok","Rp 685.000.000","90","","2","2","","60","yes","yes","yes","","",""
"https://www.lamudi.co.id/a010-rumah-second-konsep-villa-tanah-luas-harga-mu-166049030791.html","A010.Rumah Second Konsep Villa Tanah Luas Harga Murah dlm komp dkt tol","Cibubur Cimanggis Depok Cimanggis, Depok","Rp 1.250.000.000","135","1","3","2","","100","","","","","",""
"https://www.lamudi.co.id/hunian-2-lantai-paling-strategis-166570483269.html","Hunian 2 lantai paling strategis,","Cilangkap, Depok","Rp 925.000.000","83","","3","3","","80","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-cantik-3-kamar-dengan-kitchen-set-di-serpong-166081282887.html","jual Rumah Cantik di sawangan ada 3 Kamar bonus Kitchen Set","Amara Residence Sawangan Sawangan, Depok","Rp 900.000.000","101","1","3","3","","78","yes","yes","yes","","yes","2"
"https://www.lamudi.co.id/cluster-murah-dinding-pull-bata-merah-10-menit-tol-desari-sawangan.html","Cluster Murah Dinding Pull Bata Merah 10 Menit Tol Desari Sawangan","Jalan Rangkapan Jaya Pancoran Mas, Depok","Rp 896.000.000","66","2","3","2","","60","","yes","yes","","","2"
"https://www.lamudi.co.id/green-harmoni-bojongsari-166814008531.html","Green Harmoni Bojongsari","Jl. Masjid RT001/RW006 Bojongsari, Depok","Rp 514.529.000","60","","2","1","","40","","yes","","","",""
"https://www.lamudi.co.id/rumah-minimalis-dalam-cluster-sawangan-depok.html","Rumah Minimalis Dalam Cluster Sawangan Depok","Sawangan, Depok","Rp 513.500.000","70","","2","1","","38","","","","","","1"
"https://www.lamudi.co.id/rumah-ready-strategis-dekat-tol-sawangan-depok.html","Rumah Ready Strategis Dekat Tol Sawangan Depok","Jalan Raya Sawangan Sawangan, Depok","Rp 950.000.000","67","1","3","2","","110","","","","","","2"
"https://www.lamudi.co.id/rumah-kpr-bank-syariah-indonesia-cicilan-1-jutaan-166878024045.html","Rumah KPR Bank Syariah Indonesia, Cicilan 1 jutaan","Citayam, Depok","Rp 412.000.000","60","","2","1","","48","","","","","",""
"https://www.lamudi.co.id/rumah-mewah-2lt-dekat-tol-cibubur.html","Rumah mewah 2lt dekat tol cibubur.","Cimanggis, Depok","Rp 600.000.000","63","","3","2","","56","","yes","","","",""
"https://www.lamudi.co.id/townhouse-islami-di-bojongsari-free-biaya-surat2-harga-mulai-600jtan.html","Townhouse Islami di Bojongsari, Free Biaya Surat², mulai 600jtan","Bojongsari, Depok","Rp 635.000.000","60","","2","2","","40","","yes","yes","","",""
"https://www.lamudi.co.id/perumahan-resident-jaya-166856772421.html","perumahan resident jaya","Cipayung Jaya, Depok","Rp 185.000.000","40","","2","1","","30","yes","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dekat-pintu-tol-cimanggis-depok-ale-165900970372.html","Rumah 2 Lantai dekat Pintu Tol Cimanggis Depok - Alexandria Premie","Jl. Leuwinanggung, Tapos Tapos, Depok","Rp 950.000.000","70","1","3","2","","67","","yes","","","",""
"https://www.lamudi.co.id/rumah-mewah-harga-merakyat-lokasi-strategis-di-depok.html","RUMAH MEWAH HARGA MERAKYAT LOKASI STRATEGIS DI DEPOK","Pasir Putih, Kec. Sawangan, Kota Depok, Jawa Barat 16519 Sawangan, Depok","Rp 348.000.000","77","1","2","1","","36","yes","yes","yes","","yes","1"
"https://www.lamudi.co.id/rumah-modern-2-lantai-lokasi-dekat-mall-dtc-sawangan-depok.html","Rumah Modern 2 Lantai Lokasi Dekat Mall DTC Sawangan Depok","Jl. Taklim, Nangka Rangkapanjaya Rangkapan Jaya, Depok","Rp 674.000.000","62","1","3","2","","60","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-minimalis-di-cinere-1.html","Dijual Rumah Minimalis Di Cinere","Cinere Depok Jawa Barat Cinere, Depok","Rp 2.900.000.000","300","2","5","4","","250","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-samping-tol-andara.html","Rumah samping tol andara","Andara Pangkalan Jati, Depok","Rp 1.500.000.000","90","1","3","3","","120","","","","","",""
"https://www.lamudi.co.id/dijual-cepat-rumah-cantik-hunian-asri-siap-huni-ar-166513234342.html","DIJUAL CEPAT RUMAH CANTIK HUNIAN ASRI SIAP HUNI AREA SUKMAJAYA DEPOK","Alamat jalan batanghari 2 no 316 baktijaya sukmajaya depok 16418 Sukmajaya, Depok","Rp 1.000.000.000","90","1","4","3","","172","yes","","","","","2"
"https://www.lamudi.co.id/cluster-baru-tanpa-riba-dekat-stasiun-depok-lama-cipayung-depok.html","Cluster baru tanpa riba dekat stasiun Depok lama Cipayung Depok","Jembatan serong Cipayung, Depok","Rp 215.400.000","50","1","2","1","","21","","yes","yes","","","1"
"https://www.lamudi.co.id/desain-fenomenal-dengan-harga-fenomenal-2-5-km-dari-pintu-tol-sawangan.html","Desain fenomenal dengan harga fenomenal. 2,5 km dari pintu tol Sawangan","Jalan Bungsan Sawangan, Depok","Rp 790.000.000","83","2","3","2","","98","","yes","","","yes","2"
"https://www.lamudi.co.id/dujual-rumah-exclusif-bebas-banjir-harga-nego.html","Dujual rumah exclusif bebas banjir harga nego","Cipayung, Depok","Rp 200.000.000","30","","2","1","","30","","","","","","30"
"https://www.lamudi.co.id/op67-brand-new-2-lt-scandinavian-di-area-sunrise-d-166791611243.html","Op67.Brand New 2 Lt Scandinavian di Area Sunrise Depok Dp0% Free biaya","Bedahan Sawangan Depok Bedahan, Depok","Rp 645.000.000","60","1","3","2","","55","","","","","",""
"https://www.lamudi.co.id/townhouse-kelapa-dua-depok-165934289586.html","Townhouse Kelapa Dua Depok. Hunian Favorit kaum milenial dekat UI Depok","Jalan Raya RTM Kelapa Dua, Depok","Rp 818.588.000","63","1","3","2","","60","","","yes","","",""
"https://www.lamudi.co.id/cluster-baiturrahmah-ready-stock-tanpa-dp0-166839601120.html","Cluster Baiturrahmah ready stock (tanpa DP0%)","Depok, Depok","Rp 409.000.000","46","","2","1","No","36","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-siap-huni-terawat-perumahan-pondok-sukmajaya-depok.html","Rumah Siap Huni Terawat Perumahan Pondok Sukmajaya Depok","Pondok Sukmajaya permai depok Sukmajaya, Depok","Rp 1.300.000.000","110","2","4","3","","220","","","","","",""
"https://www.lamudi.co.id/rumah-baru-di-sawangan.html","Rumah baru di sawangan","jl.sukatani bedahan sawangan depok Sawangan, Depok","Rp 285.000.000","60","1","2","1","","38","","yes","","","",""
"https://www.lamudi.co.id/rumah-kpr-dekat-stasiun-citayam-tanpa-bi-cheking-166665573348.html","Rumah KPR Dekat Stasiun Citayam Tanpa BI Cheking","Citayam, Depok","Rp 265.000.000","55","","2","1","","38","","yes","yes","","",""
"https://www.lamudi.co.id/the-dandelion-kemang-perumahan-strategis-di-jl-kemang-sukatani-depok.html","The Dandelion Kemang Perumahan Strategis di Jl. Kemang,Sukatani, Depok","Jl. Kemang, Sukatani, Depok Sukatani, Depok","Rp 765.000.000","60","1","3","2","","75","yes","yes","","","","2"
"https://www.lamudi.co.id/br-938-rumah-dijual-second-lokasi-pondok-sukmajaya-depok.html","BR 938 Rumah dijual second lokasi pondok sukmajaya depok","pondok sukmajaya depok Sukmajaya, Depok","Rp 690.000.000","78","1","2","1","","60","","","","","",""
"https://www.lamudi.co.id/s437-rumah-minimalis-only-cash-semi-furnish-komp-r-16684352204.html","S437.Rumah Minimalis Only Cash semi Furnish komp Reni Jaya Depok","Pondok Petir Depok Pondok Petir, Depok","Rp 320.000.000","30","","1","1","","30","","","","","",""
"https://www.lamudi.co.id/rumah-ready-stok-dekat-krl-dan-tol.html","Rumah Ready Stok dekat KRL dan Tol","Jl.Bojonggede, Bogor Depok, Depok","Rp 380.000.000","","","2","1","","40","","","","","",""
"https://www.lamudi.co.id/rumah-mewah-2-lantai-ekonomis-di-sawangan-tepat-di-pinggir-jalan-utama.html","Rumah Mewah 2 Lantai Ekonomis di Sawangan, Tepat di Pinggir Jalan Utama","Pengasinan, Depok","Rp 473.000.000","50","2","2","2","","40","","yes","yes","","yes","2"
"https://www.lamudi.co.id/proses-mudah-rumah-tanpa-dp.html","PROSES MUDAH RUMAH TANPA DP","JL.PARAJI KALIBARU CILODONG KOTA DEPOK Cinere, Depok","Rp 875.000.000","80","1","3","2","","90","yes","yes","yes","","yes","2"
"https://www.lamudi.co.id/a010-rumah-second-konsep-vila-tnh-luas-hrg-murah-dlm-komp-dkt-tol.html","A010.Rumah Second konsep Vila tnh luas Hrg Murah dlm Komp dkt tol","Cimanggis Depok Cimanggis, Depok","Rp 1.180.000.000","135","1","3","2","","100","","","","","",""
"https://www.lamudi.co.id/rumah-tanpa-dp-tinggal-1unit-166727842976.html","Rumah Tanpa DP tinggal 1unit","Sukmajaya, Depok","Rp 685.000.000","90","","2","2","","60","yes","yes","yes","","",""
"https://www.lamudi.co.id/cluster-dekat-pintu-toll-margonda-di-jl-merdeka-sukmajaya-depok.html","cluster dekat pintu toll margonda di jl merdeka sukmajaya depok","Sukmajaya, Depok","Rp 886.000.000","71","","2","2","","51","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-hunian-ready-stock-siap-huni-one-gate-sistem-165986340197.html","Rumah hunian ready stock siap huni one gate sistem","Sawangan, Depok","Rp 450.000.000","70","","2","1","","50","","yes","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-fasilitas-lengkap-di-sawangan-depok-unit-no-a3-1.html","RUMAH 2 LANTAI FASILITAS LENGKAP di SAWANGAN DEPOK , UNIT No. A3","Jl. Legok Semun No. 85 Kel Pengasinan Kec Sawangan Depok Sawangan, Depok","Rp 1.320.000.000","123","1","3","3","","90","yes","yes","yes","yes","",""
"https://www.lamudi.co.id/dijual-rumah-murah-di-depok-4.html","dijual rumah murah di depok","IRENG IX, Jl. Sersan Abdulah Abadi Jaya, Depok","Rp 775.000.000","60","","3","2","","121","","","","","",""
"https://www.lamudi.co.id/brand-cluster-2-lantai-1-3m-di-komplek-besar-di-limo-cinere-depok.html","Brand cluster 2 lantai 1,3M di komplek besar di limo Cinere Depok","Pendowo Cinere, Depok","Rp 1.300.000.000","90","2","4","4","","130","","yes","yes","","yes","2"
"https://www.lamudi.co.id/rumah-murah-di-cilodong-dekat-stasiun-depok-lama-bebas-banjir.html","Rumah Murah di Cilodong Dekat Stasiun Depok Lama Bebas Banjir","Jalan H. Rais Cilodong Depok Cilodong, Depok","Rp 200.000.000","40","","1","1","","26","","","","","",""
"https://www.lamudi.co.id/rumah-indent-siap-bang-akses-motor-16708538744.html","Rumah indent siap bang akses motor","Kalimulya, Depok","Rp 180.000.000","40","","2","1","","35","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-permata-cimanggis-depok-full-furnished-harga-terbaik.html","Dijual Rumah Permata Cimanggis Depok Full Furnished Harga Terbaik","Permata Cimanggis Depok Cimanggis, Depok","Rp 850.000.000","84","1","2","1","","48","","","","","","1"
"https://www.lamudi.co.id/rumah-1-lantai-dengan-kavling-luas-165996626372.html","Rumah 1 Lantai dengan Kavling Luas","Jln Tunas Karsa, Pekapuran Cimanggis, Depok","Rp 699.000.000","77","","2","1","","47","","yes","","","",""
"https://www.lamudi.co.id/rumah-mewah-dengan-harga-800-juta.html","Rumah Mewah Dengan Harga 800 juta","Gg. H. Raipin No.27, RT.01/RW.17, Leuwinanggung, Kec. Tapos, Kota Depok, Jawa Barat 16456 Leuwi Nanggung, Depok","Rp 860.000.000","75","2","3","3","","60","","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-selangkah-ke-stasiun-lrt.html","Rumah Selangkah Ke Stasiun LRT","Gg. H. Raipin No.27, RT.01/RW.17, Leuwinanggung, Kec. Tapos, Kota Depok, Jawa Barat 16456 Cimanggis, Depok","Rp 799.000.000","67","2","3","3","","60","","","yes","","yes",""
"https://www.lamudi.co.id/rumah-murah-bebas-banjir-14.html","rumah murah bebas banjir","Cipayung, Depok","Rp 200.000.000","30","","2","1","","","","","","","",""
"https://www.lamudi.co.id/fahira-residence-3-cuma-10jt-dapet-rumah-dipusat-kota-depok-1.html","FAHIRA RESIDENCE 3 CUMA 10JT DAPET RUMAH DIPUSAT KOTA DEPOK","Cilodong, Depok","Rp 625.000.000","74","","2","1","","50","","","","","","1"
"https://www.lamudi.co.id/di-jual-rumah-mewah-harga-subsidi-di-citayam-cipay-166900284992.html","Di jual Rumah mewah harga subsidi di citayam cipayung bogor jawa barat","jalan raya pasir angin citayam cipayung bogor jawa barat Citayam, Depok","Rp 215.000.000","60","1","2","1","","36","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-strategis-di-depok-166008724066.html","Rumah Baru SHM deket tol Cijago dan stasiun UI Depok","Tapos, Depok","Rp 450.000.000","80","","2","1","","42","yes","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-di-sawangan-angsuran-ekonomis-2-jutaan.html","Rumah minimalis di sawangan angsuran ekonomis 2 jutaan","Pasir putih Sawangan, Depok","Rp 387.000.000","52","","2","1","","42","yes","yes","yes","","",""
"https://www.lamudi.co.id/dijual-cepat-mewah-full-furnish-siap-huni-gema-pesona-depok.html","dijual cepat mewah full furnish siap huni gema pesona depok","Depok, Depok","Rp 4.000.000.000","350","","5","4","","","","","","","",""
"https://www.lamudi.co.id/rumah-dekat-tol-cimanggis-cicilan-4juta-an-kpr-bank-syariah.html","rumah dekat tol cimanggis cicilan 4juta-an kpr bank syariah","jalan raya bakti abri Sukatani, Depok","Rp 650.000.000","80","1","2","1","","40","yes","yes","yes","yes","",""
"https://www.lamudi.co.id/rumahminimalis-cibinong-dp10jt-cicilan-3jt-bsi.html","#rumahminimalis-cibinong-DP10JT-CICILAN-3JT-BSI","jalan raya pemda Sukmajaya, Depok","Rp 390.000.000","70","1","2","1","","38","yes","yes","yes","","",""
"https://www.lamudi.co.id/cluster-baru-185jt-dekat-tol-sawangan-di-pasir-put-166124283958.html","Cluster baru 175jt dekat tol sawangan di pasir putih sawangan Depok","Pasir putih sawangan Depok Sawangan, Depok","Rp 175.000.000","35","","2","1","","35","","yes","yes","","","1"
"https://www.lamudi.co.id/dijual-rumah-murah-di-sawangan-depok-3.html","Dijual Rumah Murah di Sawangan Depok","Perumahan sawangan asri 2 Sawangan, Depok","Rp 550.000.000","84","1","2","1","","54","","","yes","","",""
"https://www.lamudi.co.id/terlaris-rumah-cantik-dijual-murah-bojong-gede-166701290256.html","TERLARIS RUMAH CANTIK DIJUAL MURAH BOJONG GEDE","Jalan Raya Citayam, Depok 16431, Indonesia Depok, Depok","Rp 195.000.000","60","1","2","1","","40","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-murah-sawangan-depok-2-lantai-166641280288.html","RUMAH MURAH SAWANGAN DEPOK 2 LANTAI","Kav.Kehakiman Rt. 001 Rw. 006 Kel, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519 Sawangan, Depok","Rp 547.100.000","50","1","3","2","","44","yes","","yes","","",""
"https://www.lamudi.co.id/jual-rumah-depok-di-kukusan-dekat-stasiun-pintu-tol-rs-dan-kampus.html","Jual Rumah Depok di kukusan dekat stasiun, pintu tol, RS, dan kampus","Kukusan, Depok","Rp 455.000.000","113","","3","1","","100","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-baru-di-cinangka-sawangan-depok-dekat-pondok-cabe.html","Dijual Rumah Baru Di Cinangka Sawangan Depok Dekat Pondok Cabe","Sawangan, Depok","Rp 1.200.000.000","66","","3","2","","115","yes","yes","yes","","yes",""
