"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_AC","rumah_taman","rumah_kolam_renang","rumah_balcony","rumah_keamanan","rumah_lahan_parkir","rumah_jumlah_lantai","rumah_fully_furnished"
"https://www.lamudi.co.id/sawangan-cluster-dekat-jalan-raya-muchtar-sawangan-167281479737.html","Sawangan, cluster dekat jalan raya Muchtar sawangan","Pancoran Mas, Depok","Rp 825.000.000","3","2","65","75","yes","yes","","","","","",""
"https://www.lamudi.co.id/ready-stock-siap-di-huni-dobel-carport-167281482526.html","Ready stock siap di huni , dobel carport","Sawangan, Depok","Rp 1.335.000.000","3","3","115","120","yes","yes","","","","","",""
"https://www.lamudi.co.id/beji-rumah-ready-stock-akses-lega-167281482675.html","Beji, rumah ready Stock akses lega","Beji, Depok","Rp 1.600.000.000","4","4","140","102","yes","yes","","","","","",""
"https://www.lamudi.co.id/harga-ekonomis-lokasi-strategis-167281480878.html","HARGA EKONOMIS, LOKASI STRATEGIS","Sawangan, Depok","Rp 387.000.000","2","1","42","52","yes","yes","","","","","",""
"https://www.lamudi.co.id/bojongsari-cluster-ekslusif-fasilitas-lengkap-167281480395.html","Bojongsari, cluster ekslusif fasilitas lengkap","Pancoran Mas, Depok","Rp 1.000.000.000","3","2","73","66","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/beji-cluster-mewah-ekslusif-nempel-jagakarsa-167281485470.html","Beji, Cluster mewah ekslusif nempel Jagakarsa","Pancoran Mas, Depok","Rp 1.495.000.000","3","3","130","94","yes","yes","","","","","",""
"https://www.lamudi.co.id/pancoran-mas-rumah-ready-stock-siap-di-huni-167281485022.html","Pancoran mas, rumah ready Stock siap di huni","Pancoran Mas, Depok","Rp 850.000.000","3","3","80","52","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-deket-tol-kalo-sudah-liat-bikin-kecantol-167281485356.html","Rumah Deket tol, kalo sudah liat bikin kecantol","Pancoran Mas, Depok","Rp 1.200.000.000","3","2","100","80","yes","yes","","","","","",""
"https://www.lamudi.co.id/sawangan-ready-stock-cluster-ekslusif-167281484899.html","Sawangan, ready stock cluster ekslusif","Limo, Depok","Rp 1.000.000.000","3","3","65","96","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/cinangka-dekat-tol-pamulang-dp-10juta-data-di-bant-167281476557.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/beji-cluster-ekslusif-akses-bagus-167281478321.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/pancoran-mas-rumah-2-lantai-akses-lega-3-menit-ke-167281475224.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/dekat-pondok-cabe-rumah-ekslusif-di-cinangka-167281476018.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2lantai-tanpa-dp-167288446113.html","Rumah 2Lantai Tanpa DP","Cilodong, Depok","Rp 925.000.000","3","3","80","80","yes","yes","","yes","yes","","","No"
"https://www.lamudi.co.id/rumah-2-lantai-dp-0-167288015757.html","Rumah 2 Lantai DP 0%","Tapos, Depok","Rp 800.000.000","3","2","60","50","","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-dekat-tol-desari-dan-dtc-depok-di-mampang-indah-2-depok.html","Rumah siap huni dekat tol desari dan DTC Depok di Mampang indah 2 Depok","Mampang indah 2 Depok Pancoran Mas, Depok","Rp 675.000.000","2","1","50","88","","yes","","","yes","1","1",""
"https://www.lamudi.co.id/rumahdijual-margonda-pesona-mungil-belakang-pesona-square.html","#rumahdijual-MARGONDA-pesona-mungil-belakang-pesona-square","jalan raya m yusuf Margonda, Depok","Rp 2.100.000.000","3","2","71","105","yes","yes","yes","","yes","2","",""
"https://www.lamudi.co.id/rumah-murah-400jt-dgn-lt-100m-di-cipayung-depok.html","Rumah murah 400jt dgn LT 100m di Cipayung Depok","Jln. Benda 3 Cipayung, Depok","Rp 400.000.000","2","1","50","100","","yes","","","yes","1","1",""
"https://www.lamudi.co.id/rumah-siap-huni-650jt-free-biaya2-di-pancoran-mas-depok.html","Rumah siap huni 650jt free biaya2 di Pancoran mas Depok","Rangkapan jaya Depok Rangkapan Jaya, Depok","Rp 650.000.000","2","1","55","65","","","","","","1","1",""
"https://www.lamudi.co.id/jual-rumah-murah-di-depok-deket-alun-alun-kota-depok.html","Jual Rumah MURAH Di Depok Deket Alun Alun Kota Depok","Jl. H. Rais,Cilodong,Depok Cilodong, Depok","Rp 299.000.000","1","1","26","40","","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-sudah-pecah-sertifikat-500-jutaan-di-seberang-tol-sawangan-depok-7.html","Rumah Siap Huni Sudah Pecah Sertifikat 500 Jutaan di Seberang Tol Sawangan Depok","Rangkapan Jaya, Depok","Rp 592.150.000","2","1","45","73","","yes","","","","1","1",""
"https://www.lamudi.co.id/rumah-murah-modern-dengan-konsep-hunian-mewah-ekonomis-asri-dan-nyaman.html","Rumah Modern dengan konsep hunian mewah, ekonomis, asri dan nyaman","Jl. Panggulan No.42-44, Pengasinan, Kec. Sawangan, Kota Depok, Jawa Barat 16518 Sawangan, Depok","Rp 600.000.000","3","2","60","50","","","","","","1","",""
"https://www.lamudi.co.id/rumah-syariah-sawangan-depok-166650563328.html","Rumah syariah sawangan depok","Jalan Abdul Wahab Raya, Depok 16519, Indonesia Sawangan, Depok","Rp 599.000.000","3","2","70","58","","","","","yes","1","",""
"https://www.lamudi.co.id/cukup-3jt-saja-hunian-mewah-free-semua-biaya.html","cukup 3jt saja hunian mewah free semua biaya","Sukmajaya, Depok","Rp 950.000.000","3","3","100","95","yes","yes","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-jalan-provinsi-bisa-ang-166158621746.html","Rumah Minimalis.DP 0.Dekat jalan provinsi.Bisa angkutan umum.Dekat mal","Serua, Depok","Rp 490.000.000","2","1","42","62","","","","","","15","",""
"https://www.lamudi.co.id/rumah-2-lt-siap-huni-full-bata-merah-dalam-komplek-dekat-toll-sawangan-depok.html","Rumah Siap Huni Full Bata Merah dlm komplek dekat Toll Sawangan Depok","Komplek Mampang Mampang, Depok","Rp 860.000.000","3","2","70","85","","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-di-perumahan-elit-cinere.html","Dijual Rumah di Perumahan Elit Cinere","Cinere, Depok","Rp 1.750.000.000","4","3","200","140","","","","","","","",""
"https://www.lamudi.co.id/rumah-harga-ekonomis-lokasi-strategis-16728147793.html","RUMAH HARGA EKONOMIS, LOKASI STRATEGIS","Sawangan, Depok","Rp 387.000.000","2","1","42","52","yes","yes","","","","","",""
"https://www.lamudi.co.id/pancoran-mas-cluster-ready-stock-tanah-besar-167281477698.html","Pancoran mas, cluster ready stock tanah besar","Pancoran Mas, Depok","Rp 800.000.000","3","2","70","95","yes","yes","","","","","",""
"https://www.lamudi.co.id/beji-rumah-selangkah-ke-tol-dan-kampus-ui-167281478623.html","Beji, rumah selangkah ke tol dan kampus UI","Pancoran Mas, Depok","Rp 985.000.000","3","2","85","60","yes","yes","","","","","",""
"https://www.lamudi.co.id/beji-rumah-cantik-di-kawasan-beji-timur-167281479435.html","Beji, rumah cantik di kawasan Beji timur","Beji, Depok","Rp 1.350.000.000","3","3","120","102","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dekat-tol-dan-kampus-ui-167281479226.html","Rumah 2 lantai dekat tol dan kampus UI","Beji, Depok","Rp 900.000.000","3","2","80","60","yes","yes","","","","","",""
"https://www.lamudi.co.id/sawangan-siap-di-huni-tanah-luas-harga-murah-167281484660.html","Sawangan, siap di huni, tanah luas harga murah","Sawangan, Depok","Rp 375.000.000","2","1","55","84","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-ready-stock-siap-di-huni-90-meter-ke-tol-167281485053.html","Rumah ready Stock siap di huni 90 meter ke tol","Pancoran Mas, Depok","Rp 850.000.000","3","2","75","70","yes","yes","","","","","",""
"https://www.lamudi.co.id/beji-rumah-dekat-kampus-ui-stasiun-depok-dan-margo-167281476449.html","Beji, rumah dekat kampus UI stasiun Depok dan margonda","Beji, Depok","Rp 1.350.000.000","3","3","110","72","yes","yes","","","","","",""
"https://www.lamudi.co.id/beji-rumah-2-akses-nempel-jalan-umum-siap-di-huni-16728147622.html","Beji, rumah 2 akses nempel jalan umum siap di huni","Pancoran Mas, Depok","Rp 1.000.000.000","3","2","100","74","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-deket-kampus-ui-cocok-sayang-anak-yang-kulia-167281480948.html","Rumah Deket kampus UI cocok sayang anak yang kuliah di UI","Pancoran Mas, Depok","Rp 950.000.000","3","2","80","60","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-semi-furnish-di-limo-16728148121.html","Rumah semi furnish di limo","Cinere, Depok","Rp 680.000.000","2","2","60","60","yes","yes","","","","","",""
"https://www.lamudi.co.id/hunian-ekslusif-dekat-tol-desari-167281481347.html","Hunian ekslusif dekat tol desari","Pancoran Mas, Depok","Rp 885.000.000","3","3","52","85","yes","yes","","","","","",""
"https://www.lamudi.co.id/beji-rumah-nempel-jalan-utama-dan-dekat-tol-tanpa-16728148140.html","Beji, rumah nempel jalan utama dan dekat tol tanpa dp","Beji, Depok","Rp 1.495.000.000","3","3","130","95","yes","yes","","","","","",""
"https://www.lamudi.co.id/cluster-deket-tol-tanahnya-besar-besar-167281480329.html","Cluster Deket tol tanahnya besar besar","Pancoran Mas, Depok","Rp 785.000.000","3","2","75","95","yes","yes","","","","","",""
"https://www.lamudi.co.id/sawangan-cluster-eropa-modern-tanpa-dp-167281480744.html","Sawangan, cluster Eropa modern tanpa dp","Pancoran Mas, Depok","Rp 500.000.000","2","1","45","72","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-bata-merah-deket-jalur-angkot-proses-tanpa-d-167281481216.html","Rumah bata merah Deket jalur angkot proses tanpa dp","Cinere, Depok","Rp 725.000.000","3","2","56","66","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-tapos-depok-167273915377.html","Rumah 2 lantai di Tapos Depok","Tapos, Depok","Rp 677.000.000","2","2","46","60","","yes","","","yes","1","",""
"https://www.lamudi.co.id/rumah-tanpa-dp-4jt-all-in-167281597617.html","Rumah Tanpa DP, 4jt All in","Cilodong, Depok","Rp 950.000.000","3","3","80","80","yes","yes","","yes","yes","","",""
"https://www.lamudi.co.id/di-jual-rumah-modern-di-citayam-depok-167273489863.html","Di Jual Rumah Modern Di Citayam Depok","Citayam, Depok","Rp 465.000.000","2","1","45","72","","","","","","","",""
"https://www.lamudi.co.id/br991-rumah-82m2-masuk-mobil-kalimulya-depok-10-mn-167271993445.html","BR991 rumah 82m2 masuk mobil kalimulya depok 10 mnt ke st depok","Kalimulya Depok Cilodong, Depok","Rp 690.000.000","3","1","45","82","","","","","","1","",""
"https://www.lamudi.co.id/rumah-dijual-di-selatan-jakarta-free-biaya-ajb-bph-166001680757.html","RUMAH DIJUAL DI SELATAN JAKARTA FREE BIAYA AJB BPHTB","JALAN DARUSAADAH Cinangka, Depok","Rp 610.528.500","2","1","40","90","","yes","","","yes","1","",""
"https://www.lamudi.co.id/rumah-lahan-besar-di-pancoran-mas-depok-167281481814.html","Rumah lahan besar di pancoran mas depok","Sukmajaya, Depok","Rp 600.000.000","2","1","50","80","yes","yes","","","","","",""
"https://www.lamudi.co.id/cilodong-rumah-ready-stock-tanpa-dp-167281481753.html","Cilodong, rumah ready Stock tanpa dp","Pancoran Mas, Depok","Rp 800.000.000","3","2","71","84","yes","yes","","","","","",""
"https://www.lamudi.co.id/bonus-elektroniknya-banyak-cocok-banget-167281484185.html","Bonus elektroniknya banyak cocok banget","Pancoran Mas, Depok","Rp 865.000.000","3","2","80","50","yes","yes","","","","","",""
"https://www.lamudi.co.id/cluster-khusus-muslim-tanpa-dp-siap-di-huni-167281483473.html","Cluster khusus muslim tanpa dp siap di huni","Cinere, Depok","Rp 485.000.000","2","1","45","60","yes","yes","","","","","",""
"https://www.lamudi.co.id/pancoran-mas-rumah-kece-dekat-kecantol-akses-tol-167281482472.html","Pancoran mas, rumah kece dekat kecantol akses tol","Limo, Depok","Rp 865.000.000","3","3","85","50","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-di-sawangan.html","rumah minimalis di sawangan","Sawangan, Depok","Rp 320.000.000","2","1","","60","","","","","","","",""
"https://www.lamudi.co.id/for-sale-mini-cluster-area-pangkalan-jati-depok-6.html","[FOR SALE] Mini Cluster Area Pangkalan Jati, Depok","Pangkalan Jati Cinere, Depok","Rp 3.200.000.000","4","3","226","117","","","","","","","2",""
"https://www.lamudi.co.id/dijual-rumah-luas-asri-nyaman-di-beji-depok.html","Dijual Rumah Luas, Asri, Nyaman , di Beji Depok","Beji, Depok","Rp 8.500.000.000","5","2","500","1045","","","","","","","1",""
"https://www.lamudi.co.id/rumah-mezanine-di-tajurhalang-dp-0-cicilan-2-jutaa-166250389350.html","Rumah Mezanine di Tajurhalang, DP 0 Cicilan 2 Jutaan","Citayam, Depok","Rp 414.000.000","2","1","48","64","","","","","","","",""
"https://www.lamudi.co.id/br-939-rumah-second-dijual-siap-huni-permata-regency-depok.html","BR 939 Rumah second dijual siap huni permata regency depok.","depok Depok, Depok","Rp 590.000.000","2","1","45","84","","","","","yes","1","",""
"https://www.lamudi.co.id/rumah-minimalis-siap-huni-158.html","Rumah minimalis siap huni","Rangkapan Jaya, Depok","Rp 825.000.000","3","2","84","52","","yes","","yes","","","","Tidak"
"https://www.lamudi.co.id/rumah-cluster-depan-tol-sawangan-depok.html","Rumah cluster Depan tol Sawangan Depok","Jl Harapan Sawangan, Depok","Rp 575.000.000","2","1","45","73","","yes","","","yes","1","1",""
"https://www.lamudi.co.id/rumah-hook-di-bojongsari-hadap-timur-nyaman-dan-asri-dekat-mall-dan-gate-tol.html","Rumah hook di Bojongsari hadap Timur nyaman dan asri dekat mall dan gate tol","Bojongsari, Sawangan Bojongsari, Depok","Rp 1.200.000.000","2","2","75","150","","yes","","","yes","2","",""
"https://www.lamudi.co.id/miliki-rumah-idaman-dengan-konsep-modern-di-cimang-16627887814.html","Miliki Rumah Idaman Dengan Konsep Modern Di Cimanggis","Cimanggis, Depok","Rp 600.000.000","3","1","96","47","","","","","","","",""
"https://www.lamudi.co.id/rumah-milenial-dp-0-depok-tangsel-dekat-jalan-prov-16697855371.html","Rumah Milenial.DP 0.Depok.Tangsel.Dekat jalan provinsi/transport umum","Bojongsari, Depok","Rp 551.000.000","2","1","48","69","","","","","","15","",""
"https://www.lamudi.co.id/rumah-baru-2-lantai-lokasi-strategis-dekat-alun-al-166667052410.html","Rumah Baru 2 Lantai Lokasi Strategis Dekat Alun-alun Depok","Jalan Kemang 1, Depok 16461, Indonesia Sukmajaya, Depok","Rp 840.000.000","3","2","54","65","","yes","","yes","yes","2","",""
"https://www.lamudi.co.id/rumah-aman-dengan-one-gate-syestem-akses-dekat-tol-cimanggis-depok.html","Rumah Aman dengan One Gate Syestem Akses dekat Tol Cimanggis Depok","Tapos Depok Cimanggis, Depok","Rp 1.001.860.000","3","2","70","4000","yes","yes","","yes","yes","2","",""
