"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_AC","rumah_taman","rumah_keamanan","rumah_lahan_parkir","rumah_balcony","rumah_jumlah_lantai","rumah_kolam_renang","rumah_fully_furnished"
"https://www.lamudi.co.id/ready-siap-huni-hanya-1-unit-terakhir-166964206639.html","Ready siap huni,hanya 1 unit terakhir","Cilodong, Depok","Rp 685.000.000","2","2","60","82","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/kpr-dibantu-sampai-akad-166976902987.html","KPR dibantu sampai Akad","Cilodong, Depok","Rp 685.000.000","2","2","55","82","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/town-house-nayara-3-konsep-modern-siap-huni-167048491181.html","town house nayara 3,konsep modern siap huni","Sukmajaya, Depok","Rp 849.000.000","3","3","80","70","yes","yes","yes","","yes","","",""
"https://www.lamudi.co.id/kpr-dibantu-sampai-akad-rumah-sudah-jadi-167090698038.html","KPR dibantu sampai akad,rumah sudah jadi","Cilodong, Depok","Rp 708.000.000","2","2","55","82","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/mini-claster-1-unit-terakhir-167152888662.html","mini claster 1 unit terakhir","Cilodong, Depok","Rp 898.000.000","3","3","80","72","yes","yes","yes","","yes","","",""
"https://www.lamudi.co.id/paling-laku-pinggir-jalan-tanpa-dp.html","Paling laku pinggir jalan tanpa Dp","Cilodong, Depok","Rp 750.000.000","3","2","60","60","yes","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-mewah-tepi-danau-166823248733.html","Rumah mewah tepi danau","Jalan Bojongsari Raya Muhtar, Depok 16511, Indonesia Sawangan, Depok","Rp 3.700.000.000","4","4","184","189","yes","yes","yes","2","yes","","yes",""
"https://www.lamudi.co.id/rumah-minimalis-di-tengah-kota-depok-166865234099.html","Rumah Ready Stock Di tengah kota Depok","Cilodong, Depok","Rp 700.000.000","2","1","36","60","","yes","","1","","","",""
"https://www.lamudi.co.id/rumah-mewah-sawangan-jaringan-listrik-inet-bawah-t-166891384814.html","Rumah Mewah Sawangan (Jaringan listrik&inet bawah tanah)","Depok, Depok","Rp 1.258.750.000","3","3","90","90","","yes","yes","","","","yes",""
"https://www.lamudi.co.id/rumah-tanpa-dp-daerah-cilodong-depok-166902353929.html","Rumah tanpa Dp daerah Cilodong Depok","Depok, Depok","Rp 794.117.600","2","1","38","60","","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-2-lantaidekat-transmart-cibubur-ha-166858446471.html","Rumah Siap Huni 2 Lantai Dekat Transmart Cibubur Harga 700 jutaan","Cimanggis Cimanggis, Depok","Rp 740.000.000","3","2","63","52","","","","","","","",""
"https://www.lamudi.co.id/hunian-nyaman-dgn-lokasi-super-strategis-dkt-pintu-tol-cimanggis-tapos-depok.html","Hunian nyaman dgn lokasi super strategis dkt pintu tol cimanggis Tapos Depok","cimanggis tapos depok Tapos, Depok","Rp 830.000.000","3","2","70","86","","","","2","","","",""
"https://www.lamudi.co.id/cluster-cantik-harga-perdana-900-jutaan-free-biaya-166135348687.html","Cluster Cantik Harga Perdana 900 Jutaan Free biaya Strategis Dekat Tol Cimanggis","Leuwinanggung cibubur tapos depok Leuwi Nanggung, Depok","Rp 926.100.000","3","3","72","76","","","","2","","","",""
"https://www.lamudi.co.id/op16-hunian-exclusive-di-cinere-rumah-cantik-nyama-166190783264.html","OP16.Hunian Exclusive di Cinere Rumah Cantik Nyaman Strategis","Cinere Depok Depok","Rp 1.770.000.000","4","4","110","84","","","","2","","","",""
"https://www.lamudi.co.id/new-cluster-konsep-milenial-design-mewah-tanah-lua-166357006321.html","New Cluster konsep milenial design mewah tanah luas DP0% free biaya","Sawangan, Depok","Rp 725.000.000","2","1","45","82","","","","","","","",""
"https://www.lamudi.co.id/rumah-2lantai-hrg-1lantai-konsep-scandinavian-hny-166357006745.html","Rumah 2lantai hrg 1lantai konsep scandinavian hny 1mnt akses ui depok","Beji, Depok","Rp 1.162.000.000","3","2","72","77","","","","","","","",""
"https://www.lamudi.co.id/op63-cluster-exclusive-modern-2-lantai-dkt-pintu-t-166756857191.html","Op63.Cluster Exclusive Modern 2 Lantai Dkt Pintu Tol Sawangan Antasari","Pancoran Mas Depok Pancoran Mas, Depok","Rp 1.250.000.000","3","2","100","71","","","","2","","","",""
"https://www.lamudi.co.id/op84-rumah-scandinavian-ready-mewah-2-lt-hrg-1lt-d-166895694462.html","Op84.Rumah Scandinavian Ready Mewah 2 Lt Hrg 1Lt di Bojongsari Depok","Bojongsari Depok Bojongsari, Depok","Rp 697.000.000","2","2","60","68","","","","1","","","",""
"https://www.lamudi.co.id/rumah-adalah-surga-bagi-keluarga-166781647441.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-ku-istana-ku-16679126075.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-klasik-keren-166796479479.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-baru-cantik-dan-strategis-di-cibubur-166953931990.html","Dijual Rumah Baru Cantik dan Strategis Di Cibubur Depok","Cimanggis, Depok","Rp 1.198.000.000","2","1","61","90","","yes","yes","1","","1","",""
"https://www.lamudi.co.id/jual-rumah-2-lantai-harga-1-lantai-166674707831.html","Jual Rumah 2 lantai harga 1 lantai","Sawangan, Depok, JABODETABEK, Indonesia Sawangan, Depok","Rp 457.900.000","2","2","40","60","","","","","","","",""
"https://www.lamudi.co.id/jual-rumah-2-lantai-harga-1-lanta-di-cilodong-depo-166687092057.html","Jual Rumah 2 lantai harga 1 lanta di Cilodong Depok","Cilodong, Depok, JABODETABEK, Indonesia Cilodong, Depok","Rp 559.000.000","2","2","40","68","","","","","","","",""
"https://www.lamudi.co.id/jual-rumah-2-lantai-harga-1-lantai-dekat-pintu-tol-166700615136.html","Jual rumah 2 lantai harga 1 lantai dekat pintu tol Sawangan Depok","Sawangan, Depok, JABODETABEK, Indonesia Sawangan, Depok","Rp 416.000.000","2","2","40","52","","","","","","","",""
"https://www.lamudi.co.id/s03-rumah-type-medium-2-lantai-promo-dp-0-cuma-boo-166739841556.html","S03.Rumah Type Medium 2 Lantai Promo Dp 0% Cuma Booking 5 Juta Akad","Curug bojongsari depok Bojongsari, Depok","Rp 1.386.000.000","3","3","87","77","","","","2","","","",""
"https://www.lamudi.co.id/kk29-rumah-second-siap-huni-dekat-tol-cijago-di-be-166783377599.html","Kk29.Rumah Second siap Huni Dekat Tol Cijago di Beji Depok","Beji Depok Beji, Depok","Rp 1.650.000.000","3","2","120","150","","","","1","","","",""
"https://www.lamudi.co.id/es103-rumah-impian-2-lantai-di-pusat-kota-depok-166805437265.html","ES103 Rumah Impian 2 Lantai di pusat Kota Depok","Cimanggis, Depok Depok","Rp 699.000.000","3","2","54","60","","","","1","","","",""
"https://www.lamudi.co.id/kk141-rumah-second-di-kemang-swatama-depok-2lantai-166808984951.html","kk141.Rumah Second di kemang Swatama Depok 2Lantai di Sukmajaya Depok","Sukmajaya Depok Sukmajaya, Depok","Rp 1.300.000.000","2","1","70","170","","","","1","","","",""
"https://www.lamudi.co.id/op84-rumah-scandinavian-ready-mewah-2-lt-hrg-1lt-d-166895764254.html","Op84.Rumah Scandinavian Ready Mewah 2 Lt Hrg 1Lt di Bojongsari Depok","Bojongsari, Depok, JABODETABEK, Indonesia Bojongsari, Depok","Rp 697.000.000","2","2","60","68","","","","1","","","",""
"https://www.lamudi.co.id/op102-rumah-baru-siap-huni-di-sisi-jalan-arco-bojo-167136984190.html","Op102.Rumah Baru Siap Huni di Sisi Jalan Arco Bojongsari Sawangan Dpk","Jl Arco Bojongsari Sawangan Depok Bojongsari, Depok","Rp 530.000.000","2","1","45","81","","","","1","","","",""
"https://www.lamudi.co.id/op106-rumah-scandinavian-kekinian-dlm-cluster-sawa-167145903760.html","Op106.Rumah Scandinavian kekinian dlm Cluster sawangan Depok","Sawangan, Depok, JABODETABEK, Indonesia Sawangan, Depok","Rp 395.000.000","2","1","42","53","","","","1","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dalam-komplek-kemang-swatama-cilodo-166843794214.html","Rumah 2 lantai dalam komplek kemang swatama cilodong depok","Depok, Depok","Rp 1.300.000.000","3","3","120","90","","","","","","","",""
"https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-dekat-toll-cimangg-166494630442.html","Rumah strategis,nyaman dan asri dekat toll cimanggis","Cimanggis, Depok","Rp 800.000.000","2","2","51","728000","","","","2","","","",""
"https://www.lamudi.co.id/dijual-rumah-cluster-di-margonda-raya-depok-dp-0-f-165968683388.html","Dijual Rumah Cluster di Margonda Raya Depok DP 0 Free Biaya2 Bonus AC","Beji, Depok","Rp 998.000.000","3","3","96","66","yes","yes","yes","1","","","",""
"https://www.lamudi.co.id/hanya-boking-4-juta-all-in-bisa-dapat-rumah-siap-h-166762293372.html","hanya boking 4 juta all in bisa dapat rumah siap huni di depok","Kalimulya, Depok","Rp 695.000.000","2","2","60","90","","","","","","","",""
"https://www.lamudi.co.id/rumah-cluster-limo-dekat-pintu-tol-limo-cinere-sem-166738969997.html","Rumah Cluster Limo Dekat Pintu Tol Limo Cinere Semi Furnished","Cinere, Depok","Rp 2.600.000.000","2","3","150","113","","","","","","","yes",""
"https://www.lamudi.co.id/br941-cluster-puri-insani-perumahan-grand-depok-ci-166598916443.html","BR941 Cluster Puri Insani Perumahan Grand Depok City bangunan 90m","Perumahan Grand Depok City Cilodong, Depok","Rp 810.000.000","2","1","36","90","","","","1","","","",""
"https://www.lamudi.co.id/br838-perum-grand-gepok-city-2-lantai-luas-120m-ba-166599244631.html","BR838 Perum Grand Gepok City 2 lantai, luas 120m bangunan baru","Perumahan Grand Depok City Cilodong, Depok","Rp 1.000.000.000","3","2","70","120","","","","1","","","",""
"https://www.lamudi.co.id/br934-perumahan-luas-135m-di-grand-depok-city-deka-166599551870.html","BR934 Perumahan luas 135m di Grand Depok City dekat alun alun","Perumahan Grand Depok City Cilodong, Depok","Rp 1.275.000.000","4","2","100","135","","","","1","","","",""
"https://www.lamudi.co.id/br957-perum-griya-pondok-rajeg-126m-siap-huni-166624653954.html","BR957 Perum Griya Pondok Rajeg 126m siap huni","Perumahan Griya Pondok Rajeg Cilodong, Depok","Rp 890.000.000","2","1","45","126","","","","1","","","",""
"https://www.lamudi.co.id/br956-perumahan-luas-tanah-84m-dekat-pasar-pucung-16662467940.html","BR956 Perumahan luas tanah 84m dekat pasar pucung Depok","Pondok Rajeg Depok Cilodong, Depok","Rp 800.000.000","2","1","45","84","","","","1","","","",""
"https://www.lamudi.co.id/br964-perumahan-grand-depok-city-2-lantai-164m-sia-16674508127.html","BR964 Perumahan Grand Depok City 2 lantai 164m siap huni","Perumahan Grand Depok City Cilodong, Depok","Rp 2.400.000.000","3","2","80","164","","","","1","","","",""
"https://www.lamudi.co.id/chalista-residence-2-depk-5-menit-dari-alun-alun-g-167055374429.html","Chalista Residence 2 Depk 5 menit dari alun alun GDC","Perumahan Chalista Residence 2, Jatimulya Cilodong Depok Cilodong, Depok","Rp 950.000.000","3","2","80","80","","","","1","","","",""
"https://www.lamudi.co.id/chalista-residence-2-dekat-gdc-shm-angsuran-5-jt-a-167065344240.html","Chalista Residence 2, dekat GDC, SHM, angsuran 5 Jt an fix 5 tahun","Perumahan Chalista Residence 2, Jatimulya Cilodong Depok Cilodong, Depok","Rp 690.000.000","2","1","45","80","","","","1","","","",""
"https://www.lamudi.co.id/chalista-residence-2-dekat-gdc-shm-angsuran-5-jt-a-167065344240.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-tropical-modern-cimanggis-depok-clu-165901264916.html","Rumah 2 Lantai Tropical Modern Cimanggis Depok Cluster Pinggir Jalan","ciherang Cimanggis, Depok","Rp 750.000.000","3","2","57","60","","yes","yes","2","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-sukmajaya-depok-bebas-bia-16590812970.html","RUMAH 2 LANTAI MINIMALIS SUKMAJAYA DEPOK BEBAS BIAYA DAN PAJAK","Sukmajaya, Depok","Rp 890.000.000","3","2","61","71","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-dua-lantai-dekat-gdc-kota-depok-promo-bebas-165908131880.html","Rumah Dua Lantai Dekat GDC, Kota Depok, Promo Bebas Biaya dan All In","Sukmajaya, Depok","Rp 887.250.000","3","2","66","66","","yes","","","","","",""
"https://www.lamudi.co.id/jual-rumah-minimalis-cluster-cinangka-depok-16590813239.html","Jual Rumah Minimalis Cluster Cinangka Depok","Pancoran Mas, Depok","Rp 619.500.000","2","1","38","75","","","","","","","",""
"https://www.lamudi.co.id/cluater-khanza-residence-kemang-166123750197.html","Cluater khanza Residence kemang","Cipayung, Depok","Rp 330.000.000","2","1","40","60","","yes","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-siap-huni-perumahan-taman-bojongsari-167095544444.html","Dijual Rumah Siap Huni, Perumahan Taman Bojongsari","Bojongsari, Depok","Rp 1.260.000.000","3","2","95","164","","","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-strategis-dekat-stasiun-ka-depok-167095583427.html","Dijual Rumah Strategis Dekat Stasiun KA Depok","Cilodong, Depok","Rp 1.380.000.000","3","2","90","72","","","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-strategis-dekat-stasiun-ka-universita-167095607927.html","Dijual Rumah Strategis Dekat Stasiun KA Universitas Indonesia","Cimanggis, Depok","Rp 1.050.000.000","5","2","154","83","","","yes","","yes","","",""
"https://www.lamudi.co.id/kamila-residence-rumah-model-bali-modern-di-kota-d-166133307718.html","Kamila Residence, Rumah Model Bali Modern di Kota Depok, 15 Menit ke Tol Desari.","Jalan Acing Sawangan, Depok","Rp 804.000.000","3","2","56","68","yes","yes","yes","","yes","","",""
"https://www.lamudi.co.id/promo-september-2022-banyak-bonusnya-di-cluster-ka-166262097584.html","Promo September 2022 Banyak Bonusnya, Di Cluster Kamila Residence Kota Depok.","Depok","Rp 654.000.000","2","1","38","68","yes","yes","yes","","yes","","",""
"https://www.lamudi.co.id/bonus-melimpah-di-promo-september-2022-cluster-kam-166271757723.html","Bonus Melimpah Di Promo September 2022, Cluster Kamila Residence Kota Depok.","Cinere, Depok","Rp 804.000.000","3","2","56","68","yes","yes","yes","","yes","","",""
"https://www.lamudi.co.id/rumah-mewah-ala-bali-di-kota-depok-dekat-ke-tol-de-166332737937.html","Hunian Asri Nuansa Bali di Kota Depok, Dekat ke Tol Desari.","Sawangan, Depok","Rp 755.500.000","3","2","56","65","yes","yes","yes","","yes","","",""
"https://www.lamudi.co.id/rumah-bali-di-kota-depok-tanpa-dp-15-menit-ke-tol-166400939756.html","Rumah Bali Di Kota Depok Tanpa DP, 15 Menit ke Tol JORR 2 & Bandara Pondok Cabe.","Sawangan, Depok","Rp 629.000.000","2","1","38","68","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/rumah-murah-di-pusat-kota-depok-lokasi-strategis-n-167178776379.html","Rumah Murah Di Pusat Kota Depok, Lokasi Strategis Nempel Dengan Jakarta.","Tapos, Depok","Rp 498.000.000","2","1","30","57","yes","yes","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-di-griya-melati-mas-167220727448.html","Dijual Rumah di Griya Melati Mas","Cilodong, Depok","Rp 780.000.000","4","1","58","98","","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-di-perum-diamond-golden-cinere-167220957436.html","Dijual Rumah di Perum Diamond Golden Cinere","Limo, Depok","Rp 999.000.000","4","3","72","96","","","","","","","",""
"https://www.lamudi.co.id/green-cipayung-jaya-167033190367.html","green cipayung jaya","Cipayung, Depok","Rp 200.000.000","2","1","30","40","","","","","","","",""
"https://www.lamudi.co.id/cluster-cipayung-alam-16703323899.html","cluster cipayung alam","Cipayung, Depok","Rp 200.000.000","2","1","30","40","","","","","","","",""
"https://www.lamudi.co.id/hunian-asri-di-graha-bukit-cinere-8.html","Hunian Asri Di Graha Bukit Cinere","Cinere, Depok","Rp 1.500.000.000","3","2","90","70","","","","1","","","",""
"https://www.lamudi.co.id/rumah-cantik-minimalis-ready-dekat-gerbang-tol-mam-166627786590.html","Rumah Cantik Minimalis Dekat Gerbang Tol Mampang Beji Depok","Pancoran Mas, Depok","Rp 930.550.000","2","1","40","83","","yes","","","","1","",""
"https://www.lamudi.co.id/cluster-resort-free-biaya-dekat-kampus-ui-kelapa-d-166635730414.html","Cluster Resort Free Biaya Dekat Kampus UI Kelapa Dua Cimanggis Depok","Cimanggis, Depok","Rp 1.579.620.000","3","2","88","143","","","","","","2","",""
"https://www.lamudi.co.id/rumah-cimanggis-free-kolam-renang-dekat-transmart-166643199054.html","Rumah Cluster Mewah Minimalis Dekat Transmart Toll & LRT Cibubur","Cimanggis, Depok","Rp 1.963.880.000","3","3","150","163","","","yes","","","2","yes",""
"https://www.lamudi.co.id/rumah-tanah-baru-beji-depok-design-clasic-dekat-pi-16668635495.html","Rumah Tanah Baru Beji Depok Design Clasic Dekat Pintu Tol Kukusan","Beji, Depok","Rp 1.420.000.000","3","3","110","82","","","","","","2","",""
"https://www.lamudi.co.id/rumah-ready-strategis-dekat-kampus-ui-dan-margonda-166687968910.html","Rumah Ready Strategis Dekat Kampus UI dan Margonda Cimanggis Depok","Cimanggis, Depok","Rp 1.375.000.000","3","2","95","74","","","yes","","","2","",""
"https://www.lamudi.co.id/rumah-minimalis-modern-dekat-gerbang-toll-desari-p-166705246333.html","Rumah Minimalis Modern Dekat Gerbang Toll Desari Pancoran Mas Depok","Pancoran Mas, Depok","Rp 1.150.000.000","3","2","100","70","","","","","","2","",""
"https://www.lamudi.co.id/rumah-siap-huni-di-beji-depok-skandinavian-dekat-3-166729855856.html","Rumah Siap Huni di Beji Depok Skandinavian dekat 3 akses TOL Depok","Beji, Depok","Rp 1.350.000.000","3","3","120","72","yes","","yes","","","2","",""
"https://www.lamudi.co.id/rumah-minimalis-classic-dekat-pintu-kol-kukusan-be-167172128347.html","Rumah Minimalis Classic Dekat Pintu Kol Kukusan Beji Depok","Beji, Depok","Rp 1.050.000.000","3","3","115","73","","","","","","2","",""
"https://www.lamudi.co.id/rumah-modern-minimalis-dekat-tol-desari-grogol-lim-16717218353.html","Rumah Modern Minimalis Dekat Tol Desari Grogol Limo Depok","Limo, Depok","Rp 1.250.000.000","3","3","105","85","","yes","","","","2","",""
"https://www.lamudi.co.id/rumah-baru-skandinavia-free-bphtb-dekat-tol-cijago-167172325662.html","Rumah Baru Skandinavia Free BPHTB Dekat Tol Cijago Cimanggis Depok","Cimanggis, Depok","Rp 865.000.000","3","2","76","58","","","yes","","","2","",""
