"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_jumlah_lantai","rumah_keamanan","rumah_taman","rumah_AC","rumah_balcony","rumah_lahan_parkir","rumah_fully_furnished","rumah_kolam_renang"
"https://www.lamudi.co.id/br-927-rumah-dijual-siap-huni.html","BR 927 Rumah dijual siap huni","cimanggis Depok, Depok","Rp 575.000.000","2","1","48","72","","yes","","","","1","",""
"https://www.lamudi.co.id/rumah-2-lantai-tanpa-dp-di-sawangan-depok-165907463547.html","RUMAH 2 LANTAI TANPA DP DI SAWANGAN DEPOK","jl.H. Suhemi RT05/03 duren mekar bojongsari depok jawa barat Depok, Depok","Rp 594.000.000","2","1","45","60","","yes","yes","yes","yes","1","",""
"https://www.lamudi.co.id/cuma-5-unit-rumah-depok-cuma-190juta-aja-cash-only-166486690265.html","Cuma 5 Unit Rumah Depok cuma 190juta aja Cash Only","Depok, Depok","Rp 190.000.000","2","1","30","40","","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-banget-166761664198.html","rumah murah banget","Cipayung, Depok","Rp 190.000.000","2","1","30","40","","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-di-sukmajaya-dekat-jl-raya-bogor-luas-166942508740.html","Rumah MURAH di SUKMAJAYA Dekat Jl Raya Bogor LUAS 100 meter","Sukmajaya, Depok","Rp 981.000.000","4","2","180","100","","yes","yes","","yes","1","",""
"https://www.lamudi.co.id/rumah-minimalis-asri-166856676338.html","rumah minimalis asri","Cipayung Jaya, Depok","Rp 150.000.000","2","1","30","40","","","","yes","","","",""
"https://www.lamudi.co.id/br-928-rumah-dijual-didepok-gren-hill-residence.html","BR 928 Rumah dijual didepok gren hill residence","depok Cilodong, Depok","Rp 1.450.000.000","3","2","94","121","","yes","","","","1","",""
"https://www.lamudi.co.id/br-951-rumah-dijual-siap-huni-lokasi-bukit-nuvo-depok.html","BR 951 Rumah dijual siap huni lokasi bukit nuvo Depok","Bukit nuvo depok Depok Jaya, Depok","Rp 1.800.000.000","5","5","250","150","","","yes","","","1","",""
"https://www.lamudi.co.id/br-949-rumah-dijual-siap-huni-lokasi-depok-kemang-swatama.html","BR 949 Rumah dijual siap huni lokasi depok kemang swatama","kemang swatama Cilodong, Depok","Rp 1.380.000.000","4","3","200","140","","yes","yes","","yes","1","",""
"https://www.lamudi.co.id/rumah-siap-huni-bebas-biaya-di-depok-3.html","RUMAH SIAP HUNI BEBAS BIAYA DI DEPOK","JL.PARAJI KALIBARU CILODONG KOTA DEPOK Depok, Depok","Rp 875.000.000","3","2","90","80","","yes","yes","yes","","1","",""
"https://www.lamudi.co.id/cluster-mewah-di-kota-depok-tanpa-dp-1.html","cluster mewah di kota Depok tanpa DP","Depok Jaya, Depok","Rp 775.000.000","2","2","","50","","","yes","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-di-kalimulya-dekat-stasiun-depok-tanpa-dp.html","Rumah minimalis di kalimulya dekat stasiun Depok tanpa DP","Jl Kencana 1 kalimulya Depok Kalimulya, Depok","Rp 685.000.000","2","2","60","87","","","","","","4","",""
"https://www.lamudi.co.id/cluster-idaman-dp-0-harga-bersahabat-1.html","Cluster idaman DP 0% Harga bersahabat","Depok, Depok","Rp 980.000.000","3","3","","80","","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-luas-siap-huni-di-cinere-harga-all-in-masih-167107774898.html","Rumah Luas Siap Huni Di Cinere Harga All In Masih Nego Bisa KPR","Jalan Raya Cinere, Depok, Indonesia Cinere, Depok","Rp 2.460.000.000","5","5","200","133","","","","","","2","",""
"https://www.lamudi.co.id/rumah-murah-kota-depok-166929820848.html","rumah murah kota depok","Cipayung Jaya, Depok","Rp 180.000.000","2","1","30","40","","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-fully-furnish-di-cinere-depok-deka-166816138178.html","Rumah Siap Huni Fully Furnish di Cinere Depok. Dekat Akses Tol","Cinere, Depok","Rp 999.000.000","3","3","75","96","2","yes","yes","","yes","1","",""
"https://www.lamudi.co.id/cukup-2-juta-sudah-dapat-rumah-2-lantai-dekat-stasiun-depok-lama.html","Cukup 2 juta sudah dapat rumah 2 lantai dekat stasiun Depok lama","Kalimulya Depok Cilodong, Depok","Rp 950.000.000","3","2","100","95","2","yes","yes","","yes","1","",""
"https://www.lamudi.co.id/rumah-2-lantai-harga-satu-lantai-dp-0-166512649563.html","Rumah 2 Lantai harga satu lantai DP 0%","Sukmajaya, Depok","Rp 600.000.000","2","2","55","55","","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-siap-huni-strategis-di-depok-16584777392.html","Rumah Siap Huni Strategis di Depok","Tapos, Depok","Rp 486.818.000","2","1","40","63","","","","","","1","",""
"https://www.lamudi.co.id/dijual-rumah-2lt-terawat-siap-huni-di-cinere8683-d-166393016454.html","Dijual rumah 2lt terawat, siap huni di Cinere8683- DR","Cinere, Depok","Rp 2.700.000.000","4","5","120","127","","","","yes","","","",""
"https://www.lamudi.co.id/rumah-samping-bandara-pondok-cabe.html","RUMAH SAMPING BANDARA PONDOK CABE","Sawangan, Depok","Rp 945.000.000","3","2","101","70","","yes","yes","yes","yes","1","",""
"https://www.lamudi.co.id/brand-new-cluster-dekat-exit-tol-sawangan-hanya-50-166389865335.html","brand new cluster dekat exit tol sawangan, hanya 500meter","Rangkapan Jaya, Depok","Rp 1.250.000.000","3","2","100","71","","","","","","1","",""
"https://www.lamudi.co.id/rumah-baru-siap-huni-tanpa-dp.html","RUMAH BARU SIAP HUNI TANPA DP","JL.AR RAHMAN KALIBARU CILODONG DEPOK Sukmajaya, Depok","Rp 885.000.000","3","2","70","60","2","yes","yes","yes","yes","1","",""
"https://www.lamudi.co.id/dijual-rumah-murah-cipayung-167109104724.html","DIJUAL RUMAH MURAH CIPAYUNG","Bj.Pd.Terong/Cipayung Cipayung, Depok","Rp 650.000.000","3","1","65","80","","","","yes","","1","",""
"https://www.lamudi.co.id/rumah-mewah-2-lantai-dekat-tol-dan-stasiun-lrt-cib-165867214837.html","Rumah mewah 2 lantai dekat tol dan stasiun LRT Cibubur","Cimanggis, Depok","Rp 784.000.000","3","2","60","50","","yes","yes","","","2","",""
"https://www.lamudi.co.id/town-house-2-lt-akses-3-pintu-tol-cijago-cibubur-c-166658022069.html","Town House 2 Lt Akses 3 Pintu Tol: Cijago, Cibubur & Cimanggis Depok","Jalan Pekapuran, Depok 16453, Indonesia Cimanggis, Depok","Rp 897.500.000","32","2","70","90","","yes","","","","2","",""
"https://www.lamudi.co.id/rumah-cantik-depok-166930005449.html","rumah cantik depok","Cipayung, Depok","Rp 180.000.000","2","1","30","40","","","","yes","","","",""
"https://www.lamudi.co.id/depok-jaya-asri-16692988183.html","depok jaya asri","Cipayung Jaya, Depok","Rp 180.000.000","2","1","30","40","","yes","","","","","",""
"https://www.lamudi.co.id/new-cluster-scandinavian-promo-2lantai-675jt-an-16670505387.html","New Cluster Scandinavian Promo 2lantai 675jt.an","Jalan Raya Pengasinan Pengasinan, Depok","Rp 675.000.000","3","2","70","72","","","","","","1","",""
"https://www.lamudi.co.id/rumah-siap-huni-125-jt-nego-shm-akses-motor-167150315299.html","rumah siap huni 125 jt nego shm akses motor","Jalan Tugu Macan, Bogor Kabupaten 16928, Indonesia Citayam, Depok","Rp 125.000.000","1","1","35","35","1","","","","","","",""
"https://www.lamudi.co.id/rumah-ready-di-harjamukti.html","Rumah ready di Harjamukti","Cimanggis, Depok","Rp 575.000.000","2","1","45","65","","","","","","1","",""
"https://www.lamudi.co.id/rumah-baru-695jt-gaya-urban-di-sawangan-depok.html","Rumah baru 695jt gaya urban di sawangan Depok","Jln.mucktar Sawangan Depok Sawangan, Depok","Rp 695.000.000","2","1","50","84","1","yes","yes","","","1","",""
"https://www.lamudi.co.id/rumah-murah-di-depok-nuansa-islami-free-biaya-kpr-dekat-tol-sawangan.html","Rumah siap huni dan terjangkau dekat pintu Tol sawangan free biaya KPR","Bedahan Sawangan Depok Sawangan, Depok","Rp 485.000.000","2","1","45","60","1","yes","yes","","","1","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-lokasi-strategis-beji-depok.html","Rumah 2 Lantai di Lokasi Strategis, Beji - Depok","Jl. Curug Agung Beji, Depok","Rp 1.495.000.000","4","4","120","98","","","yes","","","","",""
"https://www.lamudi.co.id/kk134-cluster-grand-2-cimo-rooftop-3lantai-di-tana-166800156789.html","Kk134.Cluster Grand 2 Cimo Rooftop 3lantai di Tanah Baru Depok","Tanah baru beji depok Tanah Baru, Depok","Rp 1.300.000.000","4","3","130","74","","","","","","1","",""
"https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-166288111587.html","Rumah strategis,nyaman dan asri","Kelapa Dua, Depok","Rp 1.300.000.000","3","2","65","60","","","","","","5","",""
"https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-di-kelapa-dua-depo-166494608484.html","Rumah strategis,nyaman dan asri di kelapa dua depok","Kelapa Dua, Depok","Rp 1.200.000.000","3","2","66","83","","","","","","1","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-dekat-grand-depok-city-dan-stasiun-depok-lama.html","Rumah 2 Lantai Minimalis Dekat Grand Depok City Dan Stasiun Depok Lama","Cilodong, Depok","Rp 658.000.000","3","2","54","70","2","","","","","","Tidak",""
"https://www.lamudi.co.id/rumah-townhouse-2-5-lantai-cluster-premium-pekapuran-cimanggis-depok.html","Rumah Townhouse 2.5 Lantai Cluster Premium Pekapuran Cimanggis Depok","Jl Pekapuran Cimanggis, Depok","Rp 835.950.000","3","2","77","60","","yes","yes","","yes","1","",""
"https://www.lamudi.co.id/rumah-minimalis-dalam-perumahan-cimanggis-depok-16590813366.html","Rumah Minimalis Dalam Perumahan Cimanggis Depok","Cimanggis, Depok","Rp 690.000.000","2","1","42","70","","","","","","","",""
"https://www.lamudi.co.id/spesial-promo-maret-5-juta-all-in-cicilan-2-jt-an-sawangan-depok.html","Spesial Promo Maret 5 Juta All In, Cicilan 2 Jt an Sawangan Depok","Jalan Raya Pasir Putih Sawangan Depok Sawangan, Depok","Rp 450.000.000","2","1","42","72","","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-cluster-scandinavian-dekat-kampus-upn-limo-depok-1.html","Rumah cluster scandinavian dekat kampus upn limo depok","Limo, Depok","Rp 1.295.000.000","4","3","110","84","","yes","yes","","","1","",""
"https://www.lamudi.co.id/township-eksklusif-di-kota-depok-shilla-sawangan-start-1-2man.html","Township Eksklusif di Kota Depok Shilla Sawangan Start 1.2Man","Jl. Golf No.7, RT.4/RW.7, Sawangan Lama, Kec. Sawangan, Kota Depok, Jawa Barat 16517 Sawangan, Depok","Rp 1.270.000.000","2","2","75","88","","yes","yes","yes","yes","1","","yes"
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-166683770069.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.022.000.000","3","2","73","66","","yes","yes","","yes","5","","yes"
"https://www.lamudi.co.id/rumah-mewah-harga-murah-lokasi-strategis-cibubur.html","Rumah Mewah Harga Murah Lokasi Strategis Cibubur","Jl. Sarinembah RT 05 RW 03 Harjamukti, Depok","Rp 890.000.000","3","2","76","80","2","yes","yes","yes","yes","2","",""
"https://www.lamudi.co.id/dijual-rumah-mewah-baru-renovasi-di-raflles-hill-cibubur.html","Dijual Rumah Mewah Baru renovasi di Raflles Hill Cibubur","Raffless Hill Depok Sukatani, Depok","Rp 2.950.000.000","4","3","270","180","","yes","yes","yes","","2","","yes"
"https://www.lamudi.co.id/perumahan-konsep-mezzanine-harga-terjangkau-di-cipayung-depok-jawa-barat.html","PERUMAHAN KONSEP MEZZANINE HARGA TERJANGKAU DI CIPAYUNG DEPOK JAWA BARAT","Cipayung, Depok","Rp 236.000.000","2","1","21","50","2","yes","yes","","","","",""
"https://www.lamudi.co.id/huniyan-mewah-dan-murah-166056607460.html","huniyan mewah dan murah","Jalan raya pasir putih Sawangan, Depok","Rp 273.000.000","2","1","45","76","","yes","yes","yes","","1","",""
"https://www.lamudi.co.id/rumah-milenial-dp-0-depok-tangsel-dekat-jalan-prov-166104511878.html","Rumah Milenial. DP 0. Depok. Tangsel. Dekat jalan provinsi.","Bojongsari, Depok","Rp 492.500.000","2","1","42","62","","","","","","15","",""
"https://www.lamudi.co.id/beli-rumah-bonus-furniture-di-bojong-sari-depok.html","BELI RUMAH BONUS FURNITURE, DI BOJONG SARI DEPOK","Perumahan Bojong Sari Depok Bojongsari, Depok","Rp 1.200.000.000","4","3","257","189","","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-terbaru-di-dalem-cluster.html","Rumah terbaru di dalem cluster","Sawangan, Depok","Rp 285.000.000","2","1","40","60","","yes","yes","yes","","1","",""
"https://www.lamudi.co.id/mewah-paling-murah-rumah-tanpa-dp.html","MEWAH PALING MURAH RUMAH TANPA DP","JL.PARAJI KALIBARU CILODONG KOTA DEPOK Beji, Depok","Rp 875.000.000","3","2","90","80","2","yes","yes","yes","yes","1","",""
"https://www.lamudi.co.id/rumah-siap-huni-di-beji-margonda-depok.html","Rumah Siap Huni di Beji Margonda Depok","Beji, Depok","Rp 500.000.000","2","1","45","50","","","","","","1","",""
"https://www.lamudi.co.id/dijual-rumah-cash-murah-berkualitas-lokasi-dicitayam-cipayung.html","DIJUAL RUMAH CASH MURAH BERKUALITAS LOKASI DICITAYAM CIPAYUNG","Jl.raya nanggerang citayam cipayung depok Citayam, Depok","Rp 200.000.000","2","1","30","50","","yes","yes","","","1","",""
