"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_luas_lahan","rumah_lahan_parkir","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_AC","rumah_kolam_renang","rumah_balcony","rumah_taman","rumah_keamanan","rumah_jumlah_lantai","rumah_fully_furnished"
"https://www.lamudi.co.id/kk180-rumah-second-renov-siap-huni-dlm-cluster-gra-166795704252.html","kk180.Rumah Second Renov siap Huni dlm cluster Grand Putra Mandiri","Tanah Baru, Depok","Rp 820.000.000","81","1","2","1","48","","","","","","",""
"https://www.lamudi.co.id/rumah-3-lantai-dp-0-angsuran-mulai-dari-5-jtan-flat.html","Rumah 2 lantai dekat Margonda Free DP 0","Kelapa Dua, Depok","Rp 850.000.000","60","","3","2","82","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/di-jual-rumah-berkualitas-di-depok-dengan-harga-ekonomis.html","Di Jual Rumah Berkualitas di Depok Dengan Harga Ekonomis","Cilodong, Depok","Rp 166.000.000","24","1","1","1","24","","","","","","",""
"https://www.lamudi.co.id/rumah-kavling-di-jual-cepat-siap-huni.html","Rumah kavling di jual cepat siap huni","Citayam, Depok","Rp 365.000.000","80","","3","1","80","yes","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-siap-huni-164.html","dijual rumah siap huni","jl. herman tajir, pd petir, depok Bojongsari, Depok","Rp 800.000.000","125","1","2","1","45","","","","yes","yes","",""
"https://www.lamudi.co.id/hunian-cantik-modern-2-lantai-ala-jepang-selangkah-dari-stasiun-depok.html","Hunian Cantik Modern 2 Lantai Ala Jepang Selangkah Dari Stasiun Depok","Jalan Raya Cagar Alam Pancoran Mas, Depok","Rp 825.000.000","68","1","3","2","84","yes","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-murah-meriah-166814607359.html","rumah murah meriah","Cipayung, Depok","Rp 190.000.000","40","","2","1","30","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-tapi-mewah-dp-13jt-all-in-166365495715.html","RUMAH MURAH TAPI MEWAH DP 13jt ALL IN","kampung baru Babakan , ragajaya , Bojong gede , kab.bogor Citayam, Depok","Rp 365.000.000","65","","2","1","36","yes","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-dua-lantai-dekat-gdc-kota-depok-promo-free-b-165908130284.html","Rumah Dua Lantai Dekat GDC, Kota Depok, Promo Free Biaya dan All In","Sukmajaya, Depok","Rp 887.250.000","66","","3","2","66","","","","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dekat-gdc-kota-depok-promo-haega-su-165908131440.html","Rumah 2 Lantai dekat GDC, Kota Depok, Promo Haega sudah All In","Sukmajaya, Depok","Rp 887.250.000","66","","3","2","66","","","","yes","","",""
"https://www.lamudi.co.id/rumah-mewah-2-lt-di-gdc-depok-harga-dibawah-pasar-165968062470.html","Rumah Mewah 2 lt di GDC Depok, harga dibawah pasar, DP 0%","Kalimulya, Depok","Rp 1.185.000.000","","","3","2","","","","","","","",""
"https://www.lamudi.co.id/rumah-baru-desain-american-classic-di-tanah-baru-d-166141502517.html","Rumah baru desain American Classic di Tanah Baru,DEPOK","Tanah Baru, Depok","Rp 1.525.000.000","80","2","4","4","130","","","","","","",""
"https://www.lamudi.co.id/cluster-mewah-vega-residence-kawasan-millenial-depok.html","Cluster Mewah Vega Residence Kawasan Millenial Depok","Jl. Boulevard Grand Depok City Jl. Ruko Anggrek 1 No.21, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia Depok, Depok","Rp 635.000.000","72","1","2","1","38","","","","yes","yes","",""
"https://www.lamudi.co.id/dijual-rumah-cantik-apik-terawat.html","DIJUAL RUMAH CANTIK, APIK, TERAWAT","Jl. Beji Beji, Depok","Rp 900.000.000","99","","2","2","69","","","","","yes","",""
"https://www.lamudi.co.id/cluster-siap-huni-dekat-stasiun-tol-rangkapan-jaya-pancoran-mas-3.html","Cluster Siap Huni Dekat Stasiun, Tol Rangkapan Jaya Pancoran Mas","Pancoran Mas, Depok","Rp 1.200.000.000","84","","3","3","114","","","","","","2",""
"https://www.lamudi.co.id/op89-cluster-mewah-strategis-di-depok-hny-5mnt-ke-166956588130.html","Op89.Cluster Mewah Strategis di Depok Hny 5mnt ke Tol Pamulang","Cinangka Sawangan Depok Cinangka, Depok","Rp 850.000.000","67","1","3","2","62","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-kawasan-eksklusif-raffles-hills-cibub-166627637797.html","Dijual Murah Rumah di Raffles Hills Cibubur","Jalan Raya Alternatif Cibubur Cimanggis, Depok","Rp 3.000.000.000","240","1","3","2","120","yes","yes","yes","yes","yes","","Ya"
"https://www.lamudi.co.id/rumah-mezzanine-deka-tol-sawangan-pancoran-mas.html","Rumah mezzanine deka tol sawangan Pancoran mas","Duren pancoran mas Rangkapan Jaya, Depok","Rp 675.000.000","70","","2","1","50","yes","","yes","yes","yes","",""
"https://www.lamudi.co.id/di-jual-rumah-cantik-the-address-cibubur-1.html","Di Jual Rumah Cantik The Address Cibubur","Jalan Raya Leuwinanggung Cimanggis, Depok","Rp 1.600.000.000","199","","4","4","98","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-asri-di-pesona-kayangan-estate-depok.html","Dijual Rumah asri di Pesona Kayangan Estate Depok","Pancoran Mas, Depok","Rp 4.100.000.000","240","","3","3","175","","","","","","",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-166666480575.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.311.000.000","102","6","3","3","87","","yes","yes","yes","yes","",""
"https://www.lamudi.co.id/rumah-dijual-3-lantai-minimalis-nempel-pintu-tol-krukut-limo-depok.html","Rumah Dijual 3 lantai minimalis nempel pintu Tol Krukut Limo Depok","Cinere, Depok","Rp 1.720.000.000","84","","3","3","155","yes","","yes","yes","yes","",""
"https://www.lamudi.co.id/brand-new-cluster-konsep-etnik-lokasi-strategis-di-krukut-limo-cinere.html","Brand New Cluster konsep etnik Lokasi strategis di Krukut LImo Cinere","Krukut Limo Cinere Depok Limo, Depok","Rp 1.435.000.000","70","2","3","3","98","","","","","","",""
"https://www.lamudi.co.id/rumah-cluster-exclusive-depan-jalan-raya-depok-166314403645.html","Rumah Cluster Exclusive Depan Jalan Raya Depok","Jalan TMP Kalimulya No.36B Kalimulya, Depok","Rp 672.000.000","72","","2","1","38","","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-type-70-2-lantai-di-pusat-kota.html","Rumah Type 70 (2 lantai) di pusat kota","Jln RRI Sukmajaya, Depok","Rp 930.000.000","79","","3","2","70","yes","","yes","yes","yes","",""
"https://www.lamudi.co.id/rumah-murah-desain-mewah-di-citayam-165914326629.html","RUMAH MURAH DESAIN MEWAH DI CITAYAM","Jalan. Kampung Baru Babakan rt.03 rt.10 , Desa Ragajaya , Bojong Gede , Kabupaten Bogor , Jawa Barat. Citayam, Depok","Rp 340.000.000","60","","2","1","36","yes","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-mewah-bisa-kpr-cicilan-mulai-dari-6-jutaan.html","RUMAH MEWAH, BISA KPR, CICILAN MULAI DARI 6 JUTAAN","Depok","Rp 1.700.000.000","113","2","3","2","79","","yes","yes","yes","yes","",""
"https://www.lamudi.co.id/rumah-2-lantai-bumi-karya-pesona-kalimulya-pondok-rajeg-cibinong-depok.html","Rumah 2 Lantai Bumi Karya Pesona Kalimulya Pondok Rajeg Cibinong Depok","Jl Raya Kalimulya Pondok Rajeg Cibinong Depok Cilodong, Depok","Rp 743.100.000","88","1","3","2","60","","","","","yes","",""
"https://www.lamudi.co.id/rumah-minimalis-dalam-cluster-sawangan-depok-165908132968.html","Rumah Minimalis Dalam Cluster Sawangan Depok","Pancoran Mas, Depok","Rp 513.500.000","70","","2","1","38","","","","","","",""
"https://www.lamudi.co.id/br-935-rumah-dijual-cluster-madinah-depok.html","BR 935 Rumah dijual cluster madinah depok","pondok rajeg Pondok Jaya, Depok","Rp 350.000.000","70","1","2","1","50","","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-depok-166711124722.html","Rumah 2 lantai di Depok","Jalan Raya Pengasinan, Depok, Indonesia Pengasinan, Depok","Rp 755.000.000","60","1","3","2","60","","","","","","",""
"https://www.lamudi.co.id/rumah-baru-siap-huni-di-radar-auri-termurah-di-cibubur.html","Rumah Baru Siap Huni di Radar Auri Termurah di Cibubur","Cimanggis, Depok","Rp 875.000.000","108","1","3","1","80","","","","yes","","",""
"https://www.lamudi.co.id/rumah-minimalis-murah-di-depok-1.html","Rumah minimalis murah di Depok","Jl.kalimulya Depok Depok","Rp 199.000.000","","","2","1","23","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-minimalis-mutiara-citayam-dekat-stasiun-citayam.html","Rumah Murah Minimalis MUTIARA CITAYAM Dekat Stasiun Citayam","jl.kp bambon , ragajaya , citayam-depok Citayam, Depok","Rp 380.400.000","60","1","2","1","36","","","","yes","yes","",""
"https://www.lamudi.co.id/tr136-hunian-mewah-rooftop-strategis-di-tanah-baru-166748601757.html","Tr136.Hunian Mewah Rooftop Strategis di Tanah baru Depok nempel Jaksel","Tanah Baru Beji Depok Tanah Baru, Depok","Rp 1.290.000.000","85","2","4","4","130","","","","","","",""
"https://www.lamudi.co.id/rumah-mungil-cuma-500-jutaan-tanpa-dp-di-cilodong-depok.html","Rumah MUNGIL cuma 500 jutaan tanpa DP di Cilodong Depok","jl. kemang, Cilodong Depok Sukmajaya, Depok","Rp 599.000.000","72","","2","1","48","","","","","yes","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-cilodong-depok-sertifikat-shm.html","Rumah 2 Lantai di Cilodong Depok sertifikat SHM","Kalibaru, Depok","Rp 500.000.000","45","","2","1","","","","","","","",""
"https://www.lamudi.co.id/rumah-bata-merah-3-lantai-nempel-tol-krukut-depok-165887903983.html","Rumah nempel Tol Krukut Cinere full bata merah 3 lantai di Depok","Jalan Raya Krukut Limo Depok Cinere, Depok","Rp 1.720.000.000","84","4","4","3","155","","","yes","yes","yes","",""
"https://www.lamudi.co.id/rumah-baru-di-cinere-2-lantai-dapat-kitchen-set-166141843642.html","Rumah Baru di Cinere 2 Lantai dapat Kitchen Set","Cinere Cinere, Depok","Rp 800.000.000","95","2","4","3","100","yes","","yes","yes","yes","2",""
"https://www.lamudi.co.id/rumah-di-beji-2-lantai-unit-hook-lokasi-strategis-166158366684.html","Rumah di Cinere 2 Lantai Unit Hook Lokasi Strategis","Amara Residence Sawangan Cinere, Depok","Rp 900.000.000","101","1","3","3","78","yes","","yes","yes","yes","2",""
"https://www.lamudi.co.id/cluster-mewah-kawasan-depok-vega-residence-dekat-stasiun-depok-lama.html","Cluster Mewah Kawasan Depok Vega Residence dekat Stasiun Depok Lama","Jl. Boulevard Grand Depok City Jl. Ruko Anggrek 1 No.21, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia Depok, Depok","Rp 794.000.000","91","1","2","1","42","","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-cluster-dekat-pintu-toll-di-cimanggis-depok.html","Rumah cluster dekat pintu toll di cimanggis depok","pekapuran cimanggis Cimanggis, Depok","Rp 918.000.000","78","1","3","2","61","","","yes","yes","yes","",""
"https://www.lamudi.co.id/bebas-semua-biaya-ready-tanpa-dp.html","BEBAS SEMUA BIAYA READY TANPA DP","JL.PARAJI KALIBARU CILODONG KOTA DEPOK Cinere, Depok","Rp 875.000.000","90","1","3","2","90","yes","","yes","yes","yes","2",""
"https://www.lamudi.co.id/rumah-premium-tingkat-desain-cantik-lokasi-strategis-harga-murah.html","Rumah premium tingkat desain cantik lokasi strategis harga murah","Jl. Raya Curug Sawangan, Depok Sawangan, Depok","Rp 1.574.000.000","107","3","4","4","97","yes","yes","yes","yes","yes","",""
"https://www.lamudi.co.id/rumah-dua-lantai-griya-pancoran-mas-indah-dekat-tol-sawangan-depok.html","Rumah Dua Lantai Griya Pancoran Mas Indah Dekat Tol Sawangan Depok","Pancoran mas Depok Pancoran Mas, Depok","Rp 900.000.000","120","","4","2","200","","","","yes","","1",""
"https://www.lamudi.co.id/di-jual-rumah-2lantai-di-sawangan-depok-tanpa-dp-cashback-66jt.html","Di Jual Rumah 2Lantai Di Sawangan Depok Tanpa DP + Cashback 66JT","Bojongsari, Depok","Rp 660.000.000","60","","2","1","45","","","","yes","","",""
"https://www.lamudi.co.id/dijual-rumah-klaster-di-kukusan-depok.html","Dijual Rumah Klaster Di Kukusan Depok","KH Usman Kukusan Depan Polsek Beji Kelurahan. Kukusan Kecamatan. Beji Depok Kota Depok Bogor Kukusan, Depok","Rp 1.400.000.000","101","2","4","3","155","","","yes","yes","yes","",""
"https://www.lamudi.co.id/ready-unit-rumah-2-5-lt-full-rooftop-strategis-nempel-margonda-raya.html","Rumah 3 lt Ready dalam komplek Strategis Mampang Dekat Toll Depok","Mampang, Depok","Rp 1.300.000.000","80","","4","3","140","","","","","","",""
"https://www.lamudi.co.id/promo-rumah-terlaris-dicitayam-hanya-200jt-an-saja-free-kitchen-set.html","PROMO RUMAH TERLARIS DICITAYAM HANYA 200JT AN SAJA FREE KITCHEN SET","Jl.raya nanggerang citayam cipayung Citayam, Depok","Rp 200.000.000","50","1","2","1","30","yes","","","yes","yes","",""
"https://www.lamudi.co.id/352-hunian-exclusive-modern-harga-terjangkau-di-area-selatan-jkrt.html","352.Hunian exclusive modern harga terjangkau di area selatan Jkrt","parakan cinangka sawangan depok Cinangka, Depok","Rp 797.000.000","69","1","3","2","60","","","","","","",""
"https://www.lamudi.co.id/yn-rumah-kost-2-lantai-17-pintu-kawasan-padat-maha-166230695037.html","Yn.Rumah Kost 2 Lantai 17 pintu Kawasan padat mahasiswa di Beji Depok","Beji Depok Beji, Depok","Rp 1.900.000.000","129","1","17","17","200","","","","","","",""
"https://www.lamudi.co.id/cash-only-300jutaan-cipayung-depok-10menit-kestasiun-depok.html","Cash Only 300jutaan Cipayung Depok 10menit kestasiun Depok","Cipayung, Depok","Rp 300.000.000","60","1","2","1","40","","","","","","",""
"https://www.lamudi.co.id/rumah-elegan-nan-mewah-di-selatan-jakarta-dekat-pintu-tol-harga-1-4-m.html","Rumah Elegan Nan Mewah di Selatan Jakarta Dekat Pintu Tol, Harga 1,4 M","Beji, Depok","Rp 1.400.000.000","72","2","3","3","120","","","","","","",""
"https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-166348662198.html","Rumah strategis,nyaman dan asri","Beji, Depok","Rp 1.600.000.000","118","1","4","3","100","","","","","","",""
"https://www.lamudi.co.id/jual-rumah-2-lantai-minimalis-cimanggis-depok-beba-165908130966.html","JUAL RUMAH 2 LANTAI MINIMALIS, CIMANGGIS DEPOK, BEBAS BIAYA BIAYA","Cimanggis, Depok","Rp 480.000.000","42","","2","2","48","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-7-menit-dari-tol-cimanggis-166895920450.html","RUMAH 2 LANTAI 7 MENIT DARI TOL CIMANGGIS","Jalan Raya Leuwinanggung, Kec. Tapos, Cimanggis, Depok, Jawa Barat Tapos, Depok","Rp 1.099.000.000","78","1","3","2","70","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-cimaggis.html","Rumah 2 lantai di Cimaggis","jl raya bogor Kelapa Dua, Depok","Rp 910.000.000","72","1","3","2","61","","","","","","",""
"https://www.lamudi.co.id/rumah-idaman-modern-minimalis-siap-huni-di-cinere-166436738715.html","RUMAH IDAMAN MODERN MINIMALIS SIAP HUNI DI CINERE SELATAN JAKARTA (HANYA 1 UNIT)","Cinere, Depok","Rp 699.000.000","42","1","3","2","66","yes","","yes","yes","yes","",""
"https://www.lamudi.co.id/di-jual-rumah-di-bedahan-murah-cicilan-3jtan.html","Di jual rumah Di Bedahan Murah , Cicilan 3jtan","Sawangan, Depok","Rp 533.000.000","50","","3","2","44","","","","yes","","",""
"https://www.lamudi.co.id/new-brand-house-di-margonda-depok.html","New Brand House Di Margonda Depok","Margonda, Depok","Rp 1.160.000.000","60","2","3","2","75","","","","","","2",""
"https://www.lamudi.co.id/di-jual-rumah-di-bedahan-murah-cicilan-3jtan.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/ready-unit-2-lantai-dekat-stasiun-harga-all-in-recomended.html","ready unit 2 lantai dekat stasiun, harga all in-recomended","jl raya kalimulya Cilodong, Depok","Rp 950.000.000","90","1","3","3","100","","","","","","",""
"https://www.lamudi.co.id/rumah-dijual-di-krukut-dekat-tol-desari-dalam-komp-166779836995.html","rumah dijual di Krukut, dekat tol Desari. dalam komplek full fasilitas","jl raya grogol-kurkut Krukut, Depok","Rp 1.300.000.000","100","1","4","3","110","","","","","","",""
"https://www.lamudi.co.id/o67-new-cluster-2-lt-strategis-hrg-mulai-600jt-dp0-166791512926.html","O67.New Cluster 2 Lt Strategis Hrg mulai 600Jt Dp0% Free biaya Depok","Bedahan sawangan Depok Bedahan, Depok","Rp 645.000.000","60","1","3","2","55","","","","","","",""
"https://www.lamudi.co.id/kk194-rumah-second-luas-368m-akses-jln-tol-desari-166800110478.html","kk194.Rumah Second luas 368m Akses jln Tol Desari di Gandul Cinere","Gandul Cinere Depok Gandul, Depok","Rp 3.500.000.000","368","3","5","4","235","","","","","","",""
"https://www.lamudi.co.id/cluster-rumah-murah-dekat-tol-cibubur-dan-tol-cijago-cimanggis-depok.html","Cluster rumah murah dekat tol cibubur dan tol cijago cimanggis depok","Perumahan Cijago Village No.B4 Jl. Swadaya Utama, Curug, Kec. Cimanggis, Kota Depok, Jawa Barat 16452 Cimanggis, Depok","Rp 590.000.000","69","1","2","1","60","","","","","","",""
"https://www.lamudi.co.id/rumah-second-murah-550-jt-di-serua-depok.html","RUMAH SECOND MURAH 550 jt DI SERUA DEPOK","Serua, Depok","Rp 600.000.000","72","1","2","1","108","","","","","","2",""
"https://www.lamudi.co.id/rumah-cluster-2-lt-siap-huni-di-depok-165996083497.html","Rumah Cluster 2 Lt Siap Huni di Depok","Jl. Kp. Cilangkap Depok Cilangkap, Depok","Rp 670.000.000","62","","2","2","64","","","yes","yes","yes","",""
"https://www.lamudi.co.id/rumah-mewah-vega-residence-depok-165838339021.html","Rumah Mewah Vega Residence Depok","Kalimulya, Depok","Rp 690.000.000","78","","2","1","38","","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-kpr-dp-0-di-depok.html","Rumah kpr DP 0% di depok","Jl. Mandor samin cilodong depok Cilodong, Depok","Rp 720.000.000","81","1","2","2","50","yes","","","yes","","",""
"https://www.lamudi.co.id/op14-rumah-baru-modern-minimalis-kualitas-premium-166187490910.html","Op14.Rumah Baru Modern Minimalis Kualitas premium di Cinere Megapolitan","cinere megapolitan depok Cinere, Depok","Rp 1.650.000.000","100","2","4","5","130","","","","","","",""
"https://www.lamudi.co.id/s176-rumah-dgn-desain-terbaru-1-lantai-free-biaya-166783193419.html","S176.Rumah Dgn Desain terbaru 1 lantai Free biaya di Cinangka Sawangan","Cinangka Sawangan Depok Cinangka, Depok","Rp 625.000.000","65","1","2","1","40","","","","","","",""
"https://www.lamudi.co.id/op78-new-modern-house-japan-hrg-mulai-800-juta-an-166865747570.html","Op78.New Modern House Japan Hrg Mulai 800 Juta-an Free Biaya Cinangka","Cinangka - Pondok Cabe Depok Cinangka, Depok","Rp 887.200.000","70","1","3","2","72","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-2-juta-dp-all-in-model-kekinian-premium-minimalis.html","Dijual Rumah 2 Juta DP All in Model Kekinian Premium Minimalis","Sawangan, Depok","Rp 480.000.000","72","2","2","1","40","yes","","","yes","yes","",""
"https://www.lamudi.co.id/br968-rumah-91m-siap-huni-masuk-1-mobil-perumnas-d-166599180370.html","BR968 Rumah 91m siap huni masuk 1 mobil Perumnas Depok Dua Tengah.","Perumnas Sukmajaya Depok Dua Tengah Sukmajaya, Depok","Rp 575.000.000","91","","4","1","95","","","","","","",""
"https://www.lamudi.co.id/jual-rumah-di-cinere-2-lantai-lokasi-strategis-166141846590.html","Jual Rumah di Cinere 2 Lantai Lokasi Strategis","Cinere Cinere, Depok","Rp 800.000.000","90","1","3","3","80","yes","","yes","yes","yes","2",""
"https://www.lamudi.co.id/dp-cuma-1-999-999-free-all-biaya-kecuali-biaya-kpr-cimanggis.html","DP CUMA 1.999.999, FREE ALL BIAYA KECUALI BIAYA KPR, CIMANGGIS","Cimanggis, Depok","Rp 769.000.000","70","","3","2","54","","yes","","","yes","",""
"https://www.lamudi.co.id/kawasan-premium-unit-ready-kpr-tanpa-dp-dekat-tol-dan-stasiun-depok.html","Kawasan Premium, Unit ready, KPR Tanpa DP dekat Tol dan Stasiun Depok","Jalan Durian 2, Duren Seribu, Bojongsari, Depok Bojongsari, Depok","Rp 490.000.000","81","2","2","1","45","yes","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-minimalis-dalam-perumahan-cimanggis-depok-1.html","Rumah Minimalis Dalam Perumahan Cimanggis Depok","Cimanggis, Depok","Rp 690.000.000","70","","2","1","42","","","","","","1",""
"https://www.lamudi.co.id/rumah-townhouse-2-5-lantai-cluster-premium-pekapur-165908129278.html","Rumah Townhouse 2.5 Lantai Cluster Premium Pekapuran Cimanggis Depok","Cimanggis, Depok","Rp 835.950.000","60","","3","2","77","","","","yes","","",""
"https://www.lamudi.co.id/rumah-lt-105-di-boulevard-gdc-depok.html","Rumah Lt 105 Di Boulevard GDC Depok","Jl Boulevard GDC Depok Margonda, Depok","Rp 1.605.000.000","105","","5","3","140","yes","","yes","yes","yes","",""
