"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_luas_lahan","rumah_lahan_parkir","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_taman","rumah_AC","rumah_keamanan","rumah_balcony","rumah_jumlah_lantai","rumah_kolam_renang","rumah_fully_furnished"
"https://www.lamudi.co.id/dijual-rumah-permata-cimanggis-asri-depok-siap-huni.html","dijual rumah permata cimanggis asri depok siap huni","Cimanggis, Depok","Rp 550.000.000","65","","3","2","","","","","","","",""
"https://www.lamudi.co.id/rumah-second-layak-huni-di-radar-auri-166121994169.html","rumah second layak huni di Radar Auri","Cimanggis, Depok","Rp 1.300.000.000","150","1","3","1","120","","","","","","",""
"https://www.lamudi.co.id/dijual-cepat-rumah-1-lantai-bu-di-pondok-rajeg.html","Dijual Cepat Rumah 1 Lantai BU di Pondok Rajeg","Jl. Boulevard Grand Depok City Jl. Ruko Anggrek 1 No.21, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia Depok, Depok","Rp 350.000.000","50","","2","1","72","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-2-lantai-di-depok-166676284621.html","DIJUAL RUMAH 2 LANTAI DI DEPOK","Sawangan, Depok","Rp 594.000.000","60","1","3","2","45","","yes","yes","yes","","",""
"https://www.lamudi.co.id/dijual-rumah-daerah-serua-sawangan.html","Dijual rumah daerah Serua Sawangan","Green One residence no A4 Serua Sawangan Depok Serua, Depok","Rp 865.000.000","108","1","3","2","80","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-cash-termurah-desain-mewah-cuma-200jt-an-saja-stok-terbatas.html","RUMAH CASH TERMURAH DESAIN MEWAH CUMA 200JT AN SAJA STOK TERBATAS","Jl.raya cipayung depok Citayam, Depok","Rp 180.000.000","40","1","2","1","30","yes","","yes","","","",""
"https://www.lamudi.co.id/dijual-rumah-siap-huni-dekat-tol-desari-di-kavling-16599384975.html","Dijual Rumah Siap Huni Dekat Tol Desari di Kavling Adhi Karya Pancoran Mas Depok","Kavling Adhi Karya, Rangkapan Jaya Baru Pancoran Mas, Depok","Rp 600.000.000","75","1","2","1","45","yes","","","","","",""
"https://www.lamudi.co.id/perumahan-siap-huni-sawangan-the-manzil.html","PERUMAHAN SIAP HUNI SAWANGAN THE MANZIL","Jl mangga no 49 pasir putih sawangan Sawangan, Depok","Rp 576.000.000","84","84","2","1","45","yes","yes","","","","",""
"https://www.lamudi.co.id/hunian-rumah-nyaman-lokasi-strategis-hanya-15-menit-ke-pemda-cibinong-bogor.html","HUNIAN RUMAH NYAMAN LOKASI STRATEGIS HANYA 15 MENIT KE PEMDA CIBINONG BOGOR","jl. kp sawah jatimulya kec cilodong kota depok Cilodong, Depok","Rp 280.000.000","33","1","3","2","33","","","","","","",""
"https://www.lamudi.co.id/rumah-pekapuran-sukatani-cicilan-3juta-an-bank-bsi.html","#rumah-pekapuran-sukatani-cicilan-3juta-an bank BSI","jalan raya pekapuran Cimanggis, Depok","Rp 450.000.000","42","1","2","1","48","yes","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/harus-terjual-cepat-rumah-cantik-siap-huni-166674149991.html","HARUS TERJUAL CEPAT Rumah cantik siap huni","Cinere, Depok","Rp 2.600.000.000","240","","5","3","250","yes","yes","yes","","","","No"
"https://www.lamudi.co.id/rumah-minimalis-model-bali-cimanggis-depok-gratis-biaya-biaya.html","RUMAH MINIMALIS MODEL BALI CIMANGGIS DEPOK GRATIS BIAYA BIAYA","Jl. Tunas Karsa Cimanggis, Depok","Rp 486.000.000","63","2","2","1","40","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-minimalis-dijual-dilokasi-strategis-pancoran-mas-depok-kota.html","RUMAH MINIMALIS DIJUAL DILOKASI STRATEGIS PANCORAN MAS DEPOK KOTA","Mampang Pancoran Mas Pancoran Mas, Depok","Rp 330.000.000","50","","2","1","50","","","","","1","",""
"https://www.lamudi.co.id/rumah-asri-dlm-cluster-dan-strategi-di-cinere-depok.html","Rumah asri dlm cluster dan strategi di Cinere Depok","Cinere Cinere, Depok","Rp 1.830.000.000","120","1","5","4","160","yes","","yes","yes","2","",""
"https://www.lamudi.co.id/rumah-second-layak-huni-dalam-komplek-dekat-kampus-166121915744.html","Rumah second layak huni dalam komplek, dekat kampus UI Depok","Kelapa Dua, Depok","Rp 1.400.000.000","135","1","3","3","98","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-sudah-pecah-sertifikat-500-jutaan-di-seberang-tol-sawangan-depok-9.html","Rumah Siap Huni Sudah Pecah Sertifikat 500 Jutaan di Seberang Tol Sawangan Depok","Tanah Baru, Depok","Rp 592.150.000","73","1","2","1","45","yes","","","","1","",""
"https://www.lamudi.co.id/dijual-rumah-cibubur-akses-mudah-dekat-tol-dp-10-j-165889661328.html","Dijual Rumah Cibubur Akses Mudah Dekat Tol DP 10 Juta","Leuwi Nanggung, Depok","Rp 575.400.000","60","","3","2","30","","","","","","",""
"https://www.lamudi.co.id/lokasi-strategis-dekat-jakarta-perumahan-skema-syariah.html","lokasi strategis dekat Jakarta perumahan skema syariah","Cimanggis, Depok","Rp 524.000.000","81","","2","1","30","","","","","","",""
"https://www.lamudi.co.id/cluster-griya-sawangan-regency-rumah-baru-16586475346.html","cluster griya sawangan regency rumah baru","Bedahan, Depok","Rp 245.000.000","60","","2","1","36","yes","","yes","","","",""
"https://www.lamudi.co.id/perumahan-murah-harga-400jutaan-di-citayam-depok-dekat-tugu-macan.html","Perumahan Murah Harga 400Jutaan Di CITAYAM Depok Dekat Tugu Macan","jl. kampung bambon, citayam ,depok Citayam, Depok","Rp 440.000.000","71","","2","1","40","yes","","yes","","1","",""
"https://www.lamudi.co.id/di-jual-rumah-cantik-di-perumahan-mutiara-pancoran-mas-3-menit-ke-toll-desari.html","Di jual Rumah Cantik di Perumahan Mutiara Pancoran Mas 3 Menit Ke Toll DESARI","jl. Masjid II , Rangkapan Jaya Cinere, Depok","Rp 780.000.000","60","1","3","2","70","yes","","yes","","2","",""
"https://www.lamudi.co.id/rumah-hanya-dp-7-jt-all-in-dekat-stasiun-depok-166850876366.html","Rumah Hanya DP 7 Jt (All in) dekat Stasiun Depok","Jalan Pitara Raya, Depok 16436, Indonesia Pancoran Mas, Depok","Rp 515.000.000","66","1","2","1","40","yes","","yes","","","",""
"https://www.lamudi.co.id/dijual-rumah-1-lantai-di-depok-166676497855.html","DIJUAL RUMAH 1 LANTAI DI DEPOK","Sawangan, Depok","Rp 490.000.000","60","1","2","1","40","","","yes","","","",""
"https://www.lamudi.co.id/rumah-depok-dekat-stasiun-dan-pintu-tol-4-kamar-ti-166039329268.html","Rumah depok dekat Stasiun dan pintu Tol 4 kamar tidur di Mampang Depok","Jalan Remaja Mampang Depok Limo, Depok","Rp 977.000.000","83","1","4","3","110","yes","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-siap-huni-165.html","Dijual rumah siap huni","jl.herman tajir, pd petir, depok Cinere, Depok","Rp 795.000.000","125","","2","1","45","","","yes","","","",""
"https://www.lamudi.co.id/cluster-konsep-milenial-desain-modern-minimalis-area-pamulang-dp-0-free-biaya.html","Cluster konsep Milenial Desain Modern Minimalis area Pamulang DP 0% free biaya","pondok petir depok Pondok Petir, Depok","Rp 545.000.000","66","1","2","1","40","","","","","","",""
"https://www.lamudi.co.id/rumah-modern-di-sutera-sawangan-by-alam-sutera-group.html","Rumah Modern di Sutera Sawangan by Alam Sutera Group","Sawangan, Depok","Rp 1.200.000.000","112","2","5","4","120","yes","yes","yes","","","yes","Semi"
"https://www.lamudi.co.id/rumah-dengan-lokasi-strategis-biaya-sewa-bisa-sampai-50jt-pertahun.html","Rumah dengan Lokasi strategis, biaya Sewa bisa sampai 50jt pertahun","Pangkalan Jati, Depok","Rp 1.750.000.000","96","","3","2","110","","yes","","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-modern-sawangan-depok-30-165901266334.html","Rumah 2 Lantai Minimalis Modern Sawangan Depok 30 Juta Sudah Bisa Akad","pengasinan Sawangan, Depok","Rp 850.000.000","70","2","3","2","69","","","yes","","","","Tidak"
"https://www.lamudi.co.id/rumah-murah-grand-depok-city-cukup-boking-4-juta-r-16643883123.html","rumah murah grand depok city cukup boking 4 juta ready stock ,dp 0,shm","jln,boulevard grand depok city Depok, Depok","Rp 1.050.000.000","78","","3","3","80","yes","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-3-kt-2-km-5juta-all-in.html","Rumah 3 KT 2 KM 5juta All in","Jalan kesadaran pondok petir Pondok Petir, Depok","Rp 600.000.000","70","2","3","2","66","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-2-lt-siap-huni-dalam-komplek-dekat-toll-desa-166149566399.html","Rumah 2 lt siap huni dalam komplek dekat Toll Desari","Rangkapan Jaya, Depok","Rp 1.180.000.000","102","","3","2","110","","","","","","",""
"https://www.lamudi.co.id/siap-huni-2-lt-dekat-stasiun-ui-dan-toll-di-kelapa-166576033268.html","Rumah Cluster Siap Huni 2 lt dekat Toll Cijago","Jalan Raya Rtm, Depok 16451, Indonesia Cimanggis, Depok","Rp 1.290.000.000","72","1","3","2","93","","yes","","","","",""
"https://www.lamudi.co.id/dijual-hunian-exclusive-design-scandinavian-1km-dari-tol-cinere-free-furnish.html","DIJUAL RUMAH DI CINERE EXCLUSIVE SISA 1 UNIT DESIGN SCANDINAVIAN (FREE FURNISH)","Cinere, Depok","Rp 1.470.000.000","73","1","3","3","96","yes","yes","yes","yes","2","yes",""
"https://www.lamudi.co.id/rumah-dijual-unit-seken-bangunan-11-2-lantai-lokasi-dekat-tol-cijago.html","rumah dijual Unit seken bangunan 1½ lantai lokasi dekat tol cijago","Margonda, Depok","Rp 800.000.000","111","1","4","1","90","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-tanpa-dp-di-depok-sawangan-ccilan-3jtan.html","Rumah murah Tanpa DP, Di Depok Sawangan Ccilan 3jtan","Sawangan, Depok","Rp 436.000.000","57","","3","2","44","yes","yes","yes","","","",""
"https://www.lamudi.co.id/sutera-sawangan-by-alam-sutera-tahap-1-sold-out.html","SUTERA SAWANGAN BY ALAM SUTERA TAHAP 1 SOLD OUT","Sawangan, Depok","Rp 1.279.000.000","84","2","2","2","75","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/rumah-ready-stock-nempel-tol-sawangan-pancoran-mas.html","Rumah ready stock nempel tol sawangan Pancoran mas","Duren pancoran mas Rangkapan Jaya, Depok","Rp 765.000.000","70","","2","1","60","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-baru-siap-huni-166185679591.html","Rumah Baru Siap huni","Beji, Depok","Rp 425.000.000","72","","2","2","36","yes","yes","","","","yes",""
"https://www.lamudi.co.id/rumah-2-lantai-moderen-classic-nempel-kamous-ui-da-166108383725.html","Rumah nempel kampus UI dan Tol Beji Depok mewah siap huni 2 lantai","Jalan kukusan dekat Superindo beji Beji, Depok","Rp 1.600.000.000","100","2","4","3","120","","","","","","",""
"https://www.lamudi.co.id/rumah-cluster-800-juta-an-dekat-pintu-toll-di-cimanggis-depok.html","Rumah cluster 800 juta an dekat pintu toll di cimanggis depok","Cimanggis, Depok","Rp 865.000.000","66","","3","2","70","yes","","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-2-yunit-terakhir-di-depok-sawangan-166527419086.html","Rumah 2 yunit terakhir di depok sawangan","Jalan Sawangan Depok, Depok 16434, Indonesia Sawangan, Depok","Rp 575.000.000","74","","2","1","45","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-dijual-siap-huni-dicinere-depok.html","Rumah Dijual Siap Huni Dicinere Depok","Jl.cinere Cinere, Depok","Rp 2.400.000.000","101","1","4","3","150","yes","","yes","yes","","",""
"https://www.lamudi.co.id/op16-hunian-exclusive-di-cinere-rumah-cantik-nyama-166357007257.html","OP16.Hunian Exclusive di Cinere Rumah Cantik Nyaman Strategis","Cinere, Depok","Rp 1.770.000.000","84","","4","4","110","","","","","","",""
"https://www.lamudi.co.id/ad111-rumah-strategis-2-lantai-dekat-kampus-ui-di-16673134641.html","Ad111.Rumah Strategis 2 Lantai Dekat Kampus UI di Depok 2 Sukmajaya","Sukmajaya Depok Sukmajaya, Depok","Rp 774.000.000","63","1","3","2","61","","","","","","",""
"https://www.lamudi.co.id/grand-depok-city-ready-stock-kpr-tanpa-dp-166049153788.html","Grand depok city ready stock Kpr tanpa Dp","Sukmajaya, Depok","Rp 1.100.000.000","89","","3","3","100","yes","yes","","yes","","",""
"https://www.lamudi.co.id/rumah-1-lantai-akses-strategis-dekat-toll-sawangan-167030750725.html","Rumah 1 Lantai Akses Strategis Dekat Toll Sawangan","Sawangan Baru Sawangan Baru, Depok","Rp 570.000.000","63","1","2","1","45","","","yes","","","",""
"https://www.lamudi.co.id/rumah-dijual-cepat-di-grand-depok-city-166299983062.html","Rumah Dijual Cepat Di Grand Depok City","Depok, Depok","Rp 717.000.000","97","1","3","1","57","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-cantik-di-pesona-khayangan-depok-167074277924.html","DIJUAL RUMAH CANTIK DI PESONA KHAYANGAN DEPOK","Depok, Depok","Rp 2.600.000.000","135","","4","3","180","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/almeria-rumah-2-5-lantai-roof-top-pekapuran-depok.html","Almeria rumah 2,5 lantai + roof top Pekapuran Depok","Jl. H. Balong, Pekapuran, Tapos, Depok Tapos, Depok","Rp 835.000.000","60","1","3","2","77","yes","","yes","","","",""
"https://www.lamudi.co.id/op60-rumah-baru-siap-huni-scandinavian-strategis-h-166747767077.html","Op60.Rumah Baru SIap Huni Scandinavian Strategis hny 500m ke pintu Tol","Limo Meruyung Depok Limo, Depok","Rp 670.000.000","77","1","2","1","55","","","","","","",""
"https://www.lamudi.co.id/hunian-mewah-super-strategis-166606594421.html","Hunian mewah super strategis","Cilodong, Depok","Rp 1.050.000.000","89","","3","3","120","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-dijual-di-wadas-pitara-pancoran-mas-dekat-st-166039331963.html","Rumah dijual di Wadas pitara pancoran mas dekat stasiun Depok baru","Pancoran Mas, Depok","Rp 799.000.000","75","","3","2","70","yes","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-ready-stock-konsep-jepang-tahan-gem-166978884244.html","Rumah 2 lantai ready stock konsep jepang tahan gempa di Sawangan","Sawangan, Depok","Rp 969.000.000","90","","3","2","70","yes","","","","","yes",""
"https://www.lamudi.co.id/dijual-rumah-2lantai-tanpa-dp-166884659389.html","Dijual Rumah 2lantai Tanpa DP","Sukmajaya, Depok","Rp 900.000.000","75","","3","3","85","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/dijual-rumah-melalui-lelang-depok.html","Dijual rumah melalui lelang - depok","KOMP.Graha Mampang Mas Blok A4 No.2 Kel.Mampang Kec. Pancoran Mas Depok Depok","Rp 735.000.000","84","","2","3","57","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-3-kamar-tidur-luas-84-lokasi-strategis.html","Rumah SIAP HUNI 3 KAMAR TIDUR Luas 84 Lokasi Strategis","Cilodong, Depok","Rp 567.644.000","84","","3","1","45","yes","","","","","",""
"https://www.lamudi.co.id/rumah-1-lantai-siap-huni-tanpa-dp-166416755359.html","RUMAH 1 LANTAI SIAP HUNI TANPA DP","JL.KATIM PLAZA KALIMULYA KOTA DEPOK Sukmajaya, Depok","Rp 680.000.000","74","1","2","2","50","yes","yes","yes","","1","",""
"https://www.lamudi.co.id/hunian-mewah-dan-elegant-classic-eropa-deket-pintu-tol-cijago.html","Hunian Mewah Dan Elegant Classic Eropa Deket Pintu Tol Cijago","Jl.cimanggis depok Cimanggis, Depok","Rp 575.000.000","50","1","3","2","60","","","yes","yes","","",""
"https://www.lamudi.co.id/for-sale-rumah-siap-huni-villa-cinere-mas-posisi-hook-10.html","[For sale] Rumah Siap Huni Villa Cinere Mas Posisi hook","Cinere, Depok","Rp 7.500.000.000","620","4","7","4","470","","","","","2","",""
"https://www.lamudi.co.id/house-for-sale-rumah-siap-huni-di-kavling-area-cinere-depok-9.html","[HOUSE FOR SALE] Rumah Siap Huni di Kavling Area Cinere, Depok","Pangkalan Jati Cinere, Depok","Rp 3.600.000.000","227","1","3","2","100","","","","","2","",""
"https://www.lamudi.co.id/rumah-cluster-total-105-166931890294.html","Rumah cluster total 105","Jalan Raya Pasir Putih, Depok, Indonesia Sawangan, Depok","Rp 245.000.000","60","1","2","1","36","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-cluster-murah-dekat-stasiun-167204921153.html","Rumah cluster murah dekat stasiun","Pancoran Mas, Depok","Rp 600.000.000","68","","2","1","45","","","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-siap-huni-pondok-rajeq-cilodong-166809076113.html","Rumah Minimalis Siap Huni Pondok Rajeq Cilodong","Depok, Depok","Rp 650.000.000","102","","3","2","60","","","","","","",""
"https://www.lamudi.co.id/rumah-kpr-harga-500-jutaan-dekat-tol-cibubur.html","RUMAH KPR HARGA 500 JUTAAN DEKAT TOL CIBUBUR","Leuwinanggung Tapos, Depok","Rp 570.000.000","73","1","2","1","45","yes","","yes","yes","","",""
"https://www.lamudi.co.id/cluster-dekat-pintu-tol-cimanggis-166821754036.html","Cluster Dekat Pintu Tol Cimanggis","Jalan Bhakti Abri, Depok 16462, Indonesia Cimanggis, Depok","Rp 400.000.000","42","1","2","2","48","yes","","yes","","","",""
"https://www.lamudi.co.id/siap-huni-dp-0-free-kpr.html","Siap huni Dp 0 free kpr","Cilodong, Depok","Rp 775.000.000","70","","3","2","85","yes","yes","","yes","","",""
"https://www.lamudi.co.id/proses-kpr-di-bantu-sampai-akad-kridit-dp-0-166912905987.html","proses KPR di bantu sampai akad kridit DP 0%","Cilodong, Depok","Rp 810.000.000","70","","3","2","70","yes","yes","yes","","","",""
"https://www.lamudi.co.id/jual-rumah-di-pusat-kota-depok-dp-0-166692555669.html","Jual Rumah di Pusat Kota Depok DP 0%","Jalan Kemang 1, Depok 16461, Indonesia Sukmajaya, Depok","Rp 840.000.000","65","2","3","2","54","yes","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-dekat-grand-depok-city-da-165908133423.html","Rumah 2 Lantai Minimalis Dekat Grand Depok City Dan Stasiun Depok Lama","Cilodong, Depok","Rp 658.000.000","70","","3","2","54","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-bernuansa-bali-di-cibubur-bebas-ba-166178803736.html","Rumah Siap Huni di Cibubur Bebas Banjir Dekat LRT dan Tol Cibubur.","JL MANDIRI RT 001 RW 003 HARJAMUKTI, DEPOK Harjamukti, Depok","Rp 1.526.200.000","90","2","3","2","90","yes","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/mau-beli-rumah-1-lantai-di-cimanggis-depok-dekat-l-166179092256.html","Mau Beli Rumah 1 Lantai di Cimanggis Depok Dekat LRT Cibubur","JL BUNGUR 2, HARJAMUKTI, CIMANGGIS - DEPOK CIMANGGIS, DEPOK Harjamukti, Depok","Rp 909.919.300","70","1","2","1","42","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-dijual-di-depok-timur-dalam-kondisi-terawat-166496859398.html","rumah dijual di Depok Timur dalam kondisi terawat dan siap huni","Jalan Proklamasi, Depok, Indonesia Sukmajaya, Depok","Rp 1.100.000.000","96","1","2","1","100","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-siap-huni-3-kamar-tidur-2-lantai-di-d-166124009651.html","Dijual Rumah Siap Huni Perumahan Matoa Hill Bisa All In KPR","Limo, Depok","Rp 1.500.000.000","95","1","3","2","105","yes","yes","yes","yes","","yes",""
"https://www.lamudi.co.id/rumah-dijual-di-pitara-depok-167204560374.html","Rumah Dijual Di Pitara Depok","Depok, Depok","Rp 650.000.000","128","","2","1","70","","","","","","",""
"https://www.lamudi.co.id/rumah-bekas-di-pusat-kota-depok-sebrang-transmart-166204215754.html","RUMAH BEKAS DI PUSAT KOTA DEPOK SEBRANG TRANSMART","Depok, Depok","Rp 625.000.000","50","","3","2","100","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-dekat-tol-desari-di-rangkapan-jaya-16701763817.html","Rumah siap huni dekat tol Desari di rangkapan jaya Depok","Rangkapan Jaya Baru Kel., Pancoran Mas, Depok, JABODETABEK, Indonesia Rangkapan Jaya, Depok","Rp 577.000.000","72","1","2","1","48","yes","","yes","","1","",""
"https://www.lamudi.co.id/cluster-keren-di-jalan-bhakti-abri-166812509134.html","Cluster keren di Jalan Bhakti ABRI","Jalan Bhakti ABRI Jatijajar Depok Tapos Tapos, Depok","Rp 400.000.000","40","1","2","2","42","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-dp-sampe-akad-di-depok-166061398622.html","Rumah Mewah 2Lantai Harga 1Lantai DP 0 Di Depok","Bojongsari, Depok","Rp 594.000.000","60","","2","1","45","yes","","","","","",""
"https://www.lamudi.co.id/townhouse-beji-depok.html","Townhouse Beji Depok","Beji, Depok","Rp 820.000.000","54","1","2","2","50","yes","","yes","","","",""
