"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_luas_lahan","rumah_lahan_parkir","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_taman","rumah_keamanan","rumah_kolam_renang","rumah_balcony","rumah_AC","rumah_jumlah_lantai","rumah_fully_furnished"
"https://www.lamudi.co.id/kk136-rumah-second-dlm-komp-perum-mutiara-juanda-r-166800247836.html","kk136.Rumah Second dlm komp perum Mutiara Juanda Residence Depok","Sukmajaya Depok Sukmajaya, Depok","Rp 1.100.000.000","96","1","2","1","100","","","","","","",""
"https://www.lamudi.co.id/kk137-rumah-second-terawat-baik-lokasi-dlm-perum-g-166800289761.html","kk137.Rumah Second terawat baik lokasi dlm perum Griya Sawangan Indah","Sawangan Depok Sawangan, Depok","Rp 900.000.000","112","1","3","2","60","","","","","","",""
"https://www.lamudi.co.id/p155-rumah-minimalis-1lantai-siap-huni-bisa-dp0-bo-166844023491.html","P155.Rumah Minimalis 1Lantai Siap Huni Bisa Dp0% Booking 4jt all in","Cilodong Kalimulya Depok Cilodong, Depok","Rp 685.000.000","90","1","2","2","60","","","","","","",""
"https://www.lamudi.co.id/bn106-rumah-second-dlm-perum-cibubur-166861462556.html","Bn106.Rumah Second Dlm Perum Cibubur","Harjamukti Cibubur Depok Harjamukti, Depok","Rp 3.000.000.000","285","1","7","5","400","","","","","","",""
"https://www.lamudi.co.id/dk101-cluster-mewah-ready-2-5-lantai-rooftop-di-ci-166912821352.html","DK101.Cluster Mewah Ready 2,5 Lantai Rooftop di Cikeas Cibubur","Cikeas Cibubur Cimanggis Depok Cimanggis, Depok","Rp 910.000.000","83","2","3","2","75","","","","","","",""
"https://www.lamudi.co.id/mus-rumah-minimalis-modern-ready-stock-promo-dp-0-166938392034.html","Mus.Rumah Minimalis Modern Ready Stock Promo DP 0% Strategis Citayam","Sawangan Bojongsari Depok Sawangan, Depok","Rp 516.000.000","76","1","2","1","40","","","","","","",""
"https://www.lamudi.co.id/hd-rumah-2-lt-promo-free-bpht-ajb-strategis-hrg-mu-166959913115.html","Hd.Rumah 2 LT Promo Free BPHT & AJB Strategis Hrg mulai 900jutaan","Cimanggis Depok Cimanggis, Depok","Rp 950.750.000","72","1","3","2","61","","","","","","",""
"https://www.lamudi.co.id/n211-rumah-2-lt-scandinavian-promo-bisa-dgn-dp-10-167007097948.html","N211.Rumah 2 Lt Scandinavian Promo bisa dgn Dp 10 Juta Free biaya Depo","Cilangkap Tapos Depok Cilangkap, Depok","Rp 696.000.000","64","1","2","2","56","","","","","","",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167029490316.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.316.000.000","77","7","3","3","87","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167064177694.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.286.000.000","77","7","3","3","87","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-cimanggis-depok-165908132632.html","Rumah 2 Lantai Minimalis Cimanggis Depok","Cimanggis, Depok","Rp 951.000.000","86","","3","2","66","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-10-menit-dari-tol-cisalak-166896070732.html","RUMAH 2 LANTAI 10 MENIT DARI TOL CISALAK","Jalan Belong Pekapuran Cimanggis, Cimanggis, Depok, Jawa Bara Tapos, Depok","Rp 840.000.000","60","","3","2","77","yes","yes","","","","2",""
"https://www.lamudi.co.id/d-jual-cepat-rumah-mungil-nego-166737487416.html","D jual CEPAT rumah Mungil NEGO","Sawangan, Depok","Rp 400.000.000","61","","2","1","40","","","","","","",""
"https://www.lamudi.co.id/grand-depok-city-depok-166054251679.html","Grand Depok City, Depok","Cilodong, Depok","Rp 1.195.000.000","107","","3","2","85","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/brand-new-homes-di-sawangan-akses-desari-1-8-km-termurah-di-kelasnya.html","Brand New Homes di sawangan akses desari 1.8 km termurah di kelasnya","DESARI 1,8 KM BRAND NEW Depok","Rp 1.900.000.000","150","2","5","4","270","","","","","yes","",""
"https://www.lamudi.co.id/rumah-milenial-generasi-z-model-skandanavian-konte-166815680893.html","rumah milenial generasi z model skandanavian kontemporer","Kalimulya, Depok","Rp 781.000.000","81","","2","1","48","yes","yes","","","","",""
"https://www.lamudi.co.id/modal-2-jt-punya-rumah-minimalis-cicilan-2-jtan-166615991921.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-sudah-shm-bogor-cukup-booking-2-jt-all-in-166691342845.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/br904-cluster-anggrek-grand-depok-city-bangunan-2-166598837544.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/br963-perumahan-luas-144m-sektor-melati-grand-depo-166598942143.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/br944-cluster-112m-di-abdl-gani-cilodong-depok-sia-166599261367.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/br926-perumahan-siap-huni-lokasi-harjamukti-cimang-166599474366.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/br891-perumahan-2-lantai-di-depok-timur-depan-sukm-166624563590.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/d-jual-cepat-rumah-mungil-nego-166737487416.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/cluster-termewah-dengan-fasilitas-terlengkap-di-sawangan.html","Cluster Termewah dengan Fasilitas Terlengkap di Sawangan","Depok","Rp 3.400.000.000","160","","4","4","185","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-mewah-dgn-inner-courtyard-akses-strategis-fa-166902176745.html","Rumah Mewah dgn Inner Courtyard Akses Strategis, Fasilitas Terlengkap","Bojongsari, Depok","Rp 2.000.000.000","128","2","4","3","149","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/rumah-mewah-cluster-veranda-dgn-akses-strategis-fa-167033446465.html","Rumah Mewah Cluster Veranda dgn Akses Strategis & Fasilitas Lengkap","Jl. Raya Bojongsari No.53, Bojongsari Lama, Kec. Bojongsari, Kota Depok, Jawa Barat 16517 Sawangan, Depok","Rp 2.300.000.000","112","2","3","3","136","yes","yes","yes","yes","","",""
"https://www.lamudi.co.id/cukup-boking-3-juta-all-in-166538301351.html","cukup boking 3 juta all in","Jalan Abdul Gani 2, Depok 16472, Indonesia Cilodong, Depok","Rp 650.000.000","60","","2","1","38","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-lokasi-strategis-di-juanda-depok-166635933976.html","RUMAH MURAH LOKASI STRATEGIS DI JUANDA DEPOK","Jalan Ir. H. Juanda, Depok, Indonesia Depok, Depok","Rp 1.163.880.000","90","1","3","2","83","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-tepi-danau-alami-166816061482.html","Rumah tepi danau alami","Sawangan, Depok","Rp 2.900.000.000","144","2","4","4","179","yes","yes","yes","yes","yes","",""
"https://www.lamudi.co.id/dijual-rumah-strategis-trevista-park-dekat-univers-167043213585.html","Dijual Rumah Strategis Trevista Park Dekat Universitas Pamulang","Bojongsari, Depok","Rp 1.020.000.000","84","","2","2","40","","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-strategis-dekat-mall-cinere-bukit-gri-167156786050.html","Dijual Rumah Strategis Dekat Mall Cinere, Bukit Griya Cinere","Limo, Depok","Rp 1.560.000.000","72","","4","3","140","","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-strategis-dekat-stasiun-ka-tanjung-ba-167156958613.html","Dijual Rumah Strategis Dekat Stasiun KA Tanjung Barat","Cinere, Depok","Rp 1.655.000.000","78","","3","3","93","","yes","","","","",""
"https://www.lamudi.co.id/new-perumahan-kamala-tree-hunian-favorit-kaum-mill-166849401019.html","NEW!! PERUMAHAN KAMALA TREE “Hunian Favorit Kaum Millenial”","Cimanggis, Depok","Rp 1.490.400.000","75","","3","3","85","yes","","","","","",""
"https://www.lamudi.co.id/brand-new-homes-di-sawangan-akses-desari-1-8-km-termurah-di-kelasnya.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-milenial-generasi-z-model-skandanavian-konte-166815680893.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-1lantai-dp-0-didepok-166608332079.html","rumah 1lantai DP 0% didepok","Cilodong, Depok","Rp 735.000.000","73","","2","2","50","","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-mewah-dipusat-kota-depok-tanpa-dp-0-166624104781.html","Rumah mewah dipusat kota depok Tanpa DP 0%","Cilodong, Depok","Rp 1.050.000.000","78","","3","3","80","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-cantik-minimalis-tanpa-dp-0-166648341774.html","rumah cantik minimalis tanpa DP 0%","Kalimulya, Depok","Rp 685.000.000","90","","2","2","60","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-tinggal-bawa-koper-aja-166710033996.html","Rumah siap huni tinggal bawa koper aja","Sukmajaya, Depok","Rp 865.000.000","90","","2","2","60","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-tinggal-bawa-koper-166798724151.html","Rumah siap huni tinggal bawa koper","Cilangkap, Depok","Rp 685.000.000","90","","2","2","60","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-didepok-tanpa-dp-16683296878.html","Rumah Siap Huni didepok Tanpa DP","Cilodong, Depok","Rp 925.000.000","80","","3","3","80","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-tanpa-dp-0-166835456374.html","Rumah Siap Huni Tanpa DP 0%","Cilodong, Depok","Rp 925.000.000","81","","3","3","80","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-1lantai-mewah-tanpa-dp-166850306055.html","Rumah 1Lantai mewah Tanpa DP","Cilodong, Depok","Rp 650.000.000","87","","2","2","60","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-didepok-tanpa-dp-166865882160.html","Rumah Siap Huni didepok Tanpa DP","Cilodong, Depok","Rp 670.000.000","90","","2","1","45","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-didepok-tanpa-dp-166865886396.html","Rumah Siap Huni didepok Tanpa DP","Cilodong, Depok","Rp 670.000.000","90","","2","1","45","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-2lantai-mewah-didepok-166873790175.html","Rumah 2lantai mewah didepok","Kalibaru, Depok","Rp 1.050.000.000","86","","3","3","120","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-depok-mewah-free-ac-canopy-166919635661.html","Rumah Siap Huni depok mewah free AC + Canopy","Cilodong, Depok","Rp 925.000.000","81","","3","3","80","yes","","","yes","yes","",""
"https://www.lamudi.co.id/dijual-rumah-tanpa-dp-166928182735.html","dijual rumah Tanpa DP","Kalimulya, Depok","Rp 650.000.000","86","","2","2","60","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-2lantai-mewah-didepok-166943648546.html","Rumah 2Lantai Mewah didepok","Cilodong, Depok","Rp 1.050.000.000","86","","3","3","120","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/hanya-4-jt-sudah-dapat-rumah-siap-huni-166964603196.html","Hanya 4 Jt sudah dapat rumah Siap Huni","Sukmajaya, Depok","Rp 685.000.000","82","","2","2","50","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-depok-tanpa-dp-16698645237.html","Rumah Siap Huni depok Tanpa DP","Cilodong, Depok","Rp 685.000.000","82","","2","2","50","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-cantik-1lantai-siap-huni-167003932061.html","Rumah Cantik 1Lantai Siap Huni","Cilodong, Depok","Rp 710.000.000","82","","2","2","50","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-mewah-tanpa-dp-siap-huni-didepok-167091838846.html","Rumah mewah Tanpa DP siap Huni didepok","Kalibaru, Depok","Rp 900.000.000","75","","3","3","85","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-ready-1lantai-tanpa-dp-167126260844.html","Rumah Ready 1Lantai Tanpa DP","Sukmajaya, Depok","Rp 710.000.000","82","","2","2","50","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-mewah-tanpa-dp-167135415698.html","Rumah Siap Huni mewah Tanpa DP","Cilodong, Depok","Rp 950.000.000","80","","3","3","80","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-tanpa-dp-mewah-didepok-167167704122.html","Rumah Tanpa DP mewah didepok","Cilodong, Depok","Rp 710.000.000","82","","2","2","50","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-cimanggis-depok-165908132632.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-10-menit-dari-tol-cisalak-166896070732.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-scandinavian-depok-166988933031.html","Rumah Murah Scandinavian Depok","Kalimulya, Depok","Rp 676.833.000","72","","2","1","38","","","","","yes","",""
"https://www.lamudi.co.id/rumah-ready-stock-siap-huni-di-pamulang.html","Rumah ready stock siap huni di Pamulang","Jalan curug raya no. 99 Bojongsari, Depok","Rp 872.500.000","84","","2","1","32","","","","","","",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167029490316.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167064177694.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/shila-at-sawangan-the-best-concept-for-your-living-166632954076.html","Shila at sawangan the best concept for your living","Bojongsari, Depok","Rp 1.900.000.000","98","","3","3","110","","","","","","",""
"https://www.lamudi.co.id/cluster-mewah-di-dekat-gdc-166271152515.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/ad209-townhouse-premium-sangat-strategis-dkt-lrt-d-166757659323.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/kk136-rumah-second-dlm-komp-perum-mutiara-juanda-r-166800247836.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/kk137-rumah-second-terawat-baik-lokasi-dlm-perum-g-166800289761.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/p155-rumah-minimalis-1lantai-siap-huni-bisa-dp0-bo-166844023491.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/bn106-rumah-second-dlm-perum-cibubur-166861462556.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/dk101-cluster-mewah-ready-2-5-lantai-rooftop-di-ci-166912821352.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/mus-rumah-minimalis-modern-ready-stock-promo-dp-0-166938392034.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/hd-rumah-2-lt-promo-free-bpht-ajb-strategis-hrg-mu-166959913115.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/n211-rumah-2-lt-scandinavian-promo-bisa-dgn-dp-10-167007097948.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/op49-cluster-exclusive-modern-2-lantai-hrg-mulai-1-16667105268.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/ad111-rumah-strategis-2-lantai-di-depok-dua-sukmaj-166731306918.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-di-beji-dalam-cluster-dan-dekat-pintu-166158140938.html","Dijual Rumah di cimanggis Dalam Cluster dan Dekat Pintu Toll","Amara Residence Sawangan Cimanggis, Depok","Rp 900.000.000","101","1","3","3","78","yes","yes","","yes","yes","2",""
"https://www.lamudi.co.id/rumah-dijual-di-margonda-depok-166358410175.html","Rumah Dijual Di Margonda Depok","Pancoran Mas, Depok","Rp 960.000.000","72","","3","3","80","yes","","","","","",""
"https://www.lamudi.co.id/jual-rumah-2-lantai-harga-1-lantai-di-cilodong-dep-166669607635.html","Di Jual rumah 2 lantai harga 1 lantai di Cilodong Depok","Cilodong, Depok, JABODETABEK, Indonesia Cilodong, Depok","Rp 474.000.000","45","","2","2","40","","","","yes","","",""
"https://www.lamudi.co.id/jual-rumah-dekat-gdc-depok-166788041014.html","Jual rumah dekat GDC Depok.","Cilodong, Depok, JABODETABEK, Indonesia Cilodong, Depok","Rp 465.000.000","43","","2","2","40","","","","","","",""
"https://www.lamudi.co.id/cinere-cluster-rumah-baru-siap-huni-dekat-tol-bebas-banjir.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/hunian-tanpa-dp-0-proses-di-bantu.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/jual-rumah-murah-lokasi-disawangan-akses-tol-desar-167262928030.html","Jual rumah murah lokasi disawangan akses tol desari, 5jt bisa langsung akad","Jl raya muchtar perum green leaf village Sawangan, Depok","Rp 530.000.000","84","1","2","1","45","yes","yes","","","yes","",""
