"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_lahan_parkir","rumah_taman","rumah_keamanan","rumah_kolam_renang","rumah_balcony","rumah_AC","rumah_jumlah_lantai","rumah_fully_furnished"
"https://www.lamudi.co.id/dijual-rumah-murah-2-lantai-dengan-harga-ekonomis.html","Dijual Rumah MURAH 2 Lantai Dengan Harga Ekonomis","Sawangan, Depok","Rp 485.000.000","2","1","40","53","1","yes","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-baru-siap-huni-di-cinere-depok-166341289094.html","Dijual Rumah Baru Siap Huni Di Cinere Depok","Cinere, Depok","Rp 1.700.000.000","4","4","130","100","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/perumahan-muslim-di-depok-orchid-green-park.html","Perumahan Muslim Di Depok ( Orchid Green Park )","Sawangan, Depok","Rp 460.000.000","2","1","36","81","1","yes","","","","yes","",""
"https://www.lamudi.co.id/hunian-bali-ada-kidspool-harga-low-budget-lokasi-4-167117329494.html","hunian bali ada kidspool harga low budget lokasi 4menit ke tol cisalak","jln raya pekapuran cimanggis Cimanggis, Depok","Rp 795.000.000","2","2","51","58","2","yes","yes","yes","yes","yes","","Tidak"
"https://www.lamudi.co.id/idaman-mertua-unit-eropa-classic-700-jutaan-sudah-166938307926.html","IDAMAN MERTUA UNIT EROPA CLASSIC 700 JUTAAN SUDAH INCLUDE BIAYA-BIAYA","Cimanggis, Depok","Rp 790.000.000","3","2","72","60","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-murah-minimalis-modern-dekat-stasiun-depok-166841884844.html","Rumah murah minimalis modern dekat stasiun Depok","Jalan Raya Cipayung, Depok 16441, Indonesia Depok","Rp 190.000.000","2","1","30","40","1","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-claster-2-lantai-kemiri-muka-depok-166988220671.html","rumah claster 2 lantai, kemiri muka depok","Kemiri Muka, Depok","Rp 1.950.000.000","5","4","165","109","","","","","","","",""
"https://www.lamudi.co.id/rumah-second-luas-strategis-belakang-pasar-depok-jaya-2m.html","Rumah Luas & Strategis, dekat Pasar Depok Jaya 2 M","Pancoran Mas, Depok","Rp 2.000.000.000","5","2","200","231","","","","","","","1","No"
"https://www.lamudi.co.id/rumah-2-lantai-ready-unit-di-radar-auri-cimanngis.html","Rumah 2 lantai ready unit di Radar auri cimanngis","Cimanggis, Depok","Rp 1.284.000.000","3","2","80","86","2","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-di-sawangan.html","Rumah Siap Huni di Sawangan","Sawangan, Depok","Rp 451.000.000","2","1","","36","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-murah-minimalis-12.html","Rumah murah minimalis","Depok, Depok","Rp 785.000.000","2","2","130","89","1","","yes","","yes","","2",""
"https://www.lamudi.co.id/rumah-cluster-didepok-3.html","Rumah cluster didepok","jatimulya cilodong Depok Jaya, Depok","Rp 679.000.000","2","1","50","84","1","yes","yes","","","","",""
"https://www.lamudi.co.id/rumah-murah-2-lantai-dijatimulya-depok-8.html","RUMAH MURAH 2 LANTAI DIJATIMULYA DEPOK","jatimulya cilodong Depok, Depok","Rp 950.000.000","3","2","80","81","1","yes","yes","","","","",""
"https://www.lamudi.co.id/br-934-rumah-dijual-lingkungan-asri-lokasi-grand-depok-city.html","BR 934 Rumah dijual lingkungan asri lokasi grand depok city","Grand Depok City Sukmajaya, Depok","Rp 1.380.000.000","3","2","100","135","1","yes","yes","","","","",""
"https://www.lamudi.co.id/jual-rumah-huni-dan-kios-di-beji-depok-166530023434.html","Jual Rumah Huni Dan Kios di Beji Depok","Jln. Bambon Raya No.20 Rt.01/Rw.01. Kec. Beji, Kel. Beji Timur - Depok Beji Timur, Depok","Rp 5.300.000.000","4","3","250","250","2","","","","","","",""
"https://www.lamudi.co.id/rumah-dijualdi-beji-depok-dekat-exit-tol-dan-stasi-166390000574.html","rumah dijualdi Beji Depok, dekat exit tol dan stasiun sangat strategis","jl raya kukusan Beji, Depok","Rp 632.000.000","2","2","48","41","1","","","","","","",""
"https://www.lamudi.co.id/cluster-mewah-bergaya-classic-minimalis-murah-nempel-dengan-alun-alun-kota-depok-2.html","Cluster Mewah bergaya Classic minimalis Murah Nempel Dengan Alun Alun Kota Depok","grand depok city cluster dahlia Cilodong, Depok","Rp 1.450.000.000","3","2","85","101","2","yes","","","","yes","",""
"https://www.lamudi.co.id/dijual-rumah-minimalis-di-sawangan-selangkah-ke-pi-166031169471.html","DIJUAL RUMAH MINIMALIS DI SAWANGAN SELANGKAH KE PINTU TOL DAN MALL","Sawangan, Depok","Rp 480.000.000","2","1","50","72","1","yes","yes","","","yes","",""
"https://www.lamudi.co.id/strategis-rumah-mewah-di-depok-tanpa-dp-166142188410.html","Strategis rumah mewah di depok tanpa Dp","Sukmajaya, Depok","Rp 810.000.000","3","2","65","65","","yes","","","yes","yes","",""
"https://www.lamudi.co.id/hunian-nyaman-berlokasi-strategis-deket-jalan-raya-166799479519.html","Hunian nyaman berlokasi strategis deket jalan raya Ciputat Parung","Jl. Masjid RT001/RW006 Bojongsari, Depok","Rp 514.528.000","2","1","40","60","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-milenial-depok-167153258360.html","Rumah Milenial Depok","Pasirputih, Sawangan, Depok Sawangan, Depok","Rp 235.000.000","2","1","30","50","1","yes","yes","","","","",""
"https://www.lamudi.co.id/terlaris-di-cibubur-dekat-2-akses-tol-cibubur-cija-166907662388.html","TERLARIS DI CIBUBUR DEKAT 2 AKSES TOL CIBUBUR-CIJAGO HARGA 700 JUTAAN","Cinere, Depok","Rp 790.000.000","3","2","72","60","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-murah-2-lantai-600-jutaan-lokasi-strategis-166260465364.html","Rumah murah 2 lantai 600 jutaan lokasi strategis","Sukmajaya, Depok","Rp 697.000.000","3","2","45","30","1","yes","","","","","",""
"https://www.lamudi.co.id/rumah-cluster-total-105-166931890294.html","Rumah cluster total 105","Jalan Raya Pasir Putih, Depok, Indonesia Sawangan, Depok","Rp 245.000.000","2","1","36","60","1","yes","yes","","","yes","",""
"https://www.lamudi.co.id/jual-rumah-siap-huni-167092227828.html","jual rumah siap huni","Pancoran Mas, Depok","Rp 450.000.000","3","2","130","145","","","","","","","",""
"https://www.lamudi.co.id/rumah-cantik-2-lantai-dengan-konsep-islami-lokasi-premium-di-cimanggis-depok.html","Rumah Cantik 2 Lantai Dengan Konsep Islami Lokasi Premium Di Cimanggis Depok","Cimanggis, Depok","Rp 697.000.000","3","2","70","50","","yes","yes","","","","",""
"https://www.lamudi.co.id/rumah-baru-tanpa-dp-cicilan-2juta-166667595852.html","Rumah baru Tanpa Dp cicilan 2juta","Beji, Depok","Rp 348.000.000","2","1","32","60","","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-sawangan-depok-2-lantai-166564825565.html","RUMAH SAWANGAN DEPOK 2 LANTAI","Kav.Kehakiman Rt. 001 Rw. 006 Kel, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519 Sawangan, Depok","Rp 539.800.000","3","2","44","53","1","yes","yes","","","yes","",""
"https://www.lamudi.co.id/casa-andara-residence-type-72-78-166359328394.html","Rumah Minimalis Casa Andara Residence Hanya 10 Menit ke Stasiun MRT Fatmawati","Cinere, Depok","Rp 1.330.100.000","3","2","52","78","2","yes","yes","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-minimalis-dekat-stasiun-depok.html","Rumah Murah 2 Lantai dekat Stasiun Depok","Kota Kembang GDC Depok Cilodong, Depok","Rp 1.050.000.000","3","3","80","78","6","","","","","yes","",""
"https://www.lamudi.co.id/rumah-elit-harga-irit-17.html","Rumah Elit Harga IRIT","Jl. Raya Sawangan Sawangan, Depok","Rp 1.358.000.000","3","3","85","84","","yes","yes","yes","","yes","2",""
"https://www.lamudi.co.id/rumah-siap-huni-di-pinggir-jalan-dekat-kampus-guna-166338956767.html","Rumah Siap Huni di Pinggir Jalan dekat kampus Gunadarma Depok","Jl. Mandor Ety tanah Baru ,Beji Depok Beji, Depok","Rp 1.600.000.000","4","2","250","177","","","","","","","",""
"https://www.lamudi.co.id/cimanggis-golf-estate-7.html","Cimanggis golf estate","Cimanggis golf estate Tapos, Depok","Rp 2.850.000.000","3","3","107","183","2","yes","yes","","","yes","",""
"https://www.lamudi.co.id/cluster-dijual-ready-stock-disawangan-depok.html","Cluster dijual ready stock disawangan depok","Jalan Harapan Sawangan, Depok","Rp 654.500.000","2","1","45","73","1","yes","","","","yes","",""
"https://www.lamudi.co.id/dijual-rumah-di-cibubur-masuk-mobil.html","Dijual Rumah di Cibubur, Masuk Mobil","Cibubur Depok","Rp 770.000.000","5","3","152","153","","","","","","","2",""
"https://www.lamudi.co.id/chalista-residence-5-mnt-dari-grand-depok-city-alun-alun-kota-depok-4.html","Chalista Residence 5 Mnt dari Grand Depok City, Alun-alun Kota Depok.","jatimulya depok Sukamaju, Depok","Rp 803.000.000","2","1","45","84","1","yes","","","","","",""
"https://www.lamudi.co.id/lokasi-nyaman-asri-akses-bagus-hunian-sultan-cukup-3jt-saja.html","lokasi nyaman & asri akses bagus hunian sultan cukup 3jt saja","Sukmajaya, Depok","Rp 1.100.000.000","3","3","100","89","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/free-biaya-all-in-rumah-2-lantai-dp-0-legalitas-am-166660390371.html","FREE Biaya All In Rumah 2 Lantai DP 0% Legalitas Aman","Jalan Masjid Baiturohman, Depok 16421, Indonesia Kalimulya, Depok","Rp 584.000.000","3","2","46","60","1","yes","yes","","","","",""
"https://www.lamudi.co.id/dijual-perumahan-modern-2-lantai-di-lingkungan-ramai-lokasi-depok.html","Dijual Perumahan Modern 2 Lantai di Lingkungan Ramai Lokasi Depok","Jl. Harapan No.95, Rangkapan Jaya Rangkapan Jaya, Depok","Rp 707.000.000","2","1","60","68","1","","","","","","",""
"https://www.lamudi.co.id/sadina-residence-rumah-minimalis-terbaik-di-depok-type-1-lantai.html","Sadina Residence Rumah Minimalis Terbaik di Depok Type 1 Lantai","Jl. Harapan No.95, Rangkapan Jaya Rangkapan Jaya, Depok","Rp 586.000.000","2","1","36","66","1","","","","","","",""
"https://www.lamudi.co.id/rumah-di-jual-dekat-stasiun-lrt-cibubur.html","Rumah di jual dekat stasiun LRT Cibubur","Cimanggis, Depok","Rp 963.410.000","3","2","69","74","1","","yes","","yes","","",""
"https://www.lamudi.co.id/rumah-milenial-3-kt-dekat-pintu-tol-desari-16688085509.html","Rumah Milenial 3 KT dekat Pintu Tol Desari","Jalan Raya Keadilan, Depok 16434, Indonesia Rangkapan Jaya Baru, Depok","Rp 750.000.000","3","2","70","60","1","","","","","yes","",""
"https://www.lamudi.co.id/rumah-dijual-cluster-telaga-jambu-sawangan-lama.html","Rumah Dijual Cluster Telaga Jambu Sawangan Baru","Jl. Abdul Wahab Raya, Cinangka Sawangan Sawangan, Depok","Rp 900.000.000","3","2","80","140","","","","","","","",""
"https://www.lamudi.co.id/kapan-lagi-beli-rumah-bonus-ac-canopy-survey-yuk-c-167169237398.html","KAPAN LAGI BELI RUMAH BONUS AC/CANOPY Survey yuk, citayam depok","Jalan Raya Citayam, Depok 16445, Indonesia Beji, Depok","Rp 355.000.000","2","1","36","60","","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-banget-166821192814.html","rumah murah banget","Cipayung Jaya, Depok","Rp 190.000.000","2","1","30","40","","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-sudah-pecah-sertifikat-500-jutaan-di-seberang-tol-sawangan-depok-4.html","Rumah Siap Huni Sudah Pecah Sertifikat 500 Jutaan di Seberang Tol Sawangan Depok","Pancoran Mas, Depok","Rp 592.150.000","2","1","45","73","1","yes","","","","","1",""
"https://www.lamudi.co.id/dijual-rumah-murah-di-cinangka-sawangan-depok.html","Dijual rumah murah di cinangka sawangan depok","tamanbougain villea cinangka sawangan depok Cinangka, Depok","Rp 850.000.000","2","1","45","98","1","yes","yes","","","","",""
"https://www.lamudi.co.id/rumah-mewah-5-5m-fasilitas-kolam-renang-lt-868m2-di-cinangka-bojong-sari-depok.html","Rumah mewah 5,5M fasilitas kolam renang LT :868m² di Cinangka Bojong Sari depok","Wates Cinangka Depok Bojongsari Baru, Depok","Rp 5.500.000.000","7","6","738","868","3","yes","yes","","","yes","1",""
"https://www.lamudi.co.id/di-jual-cepat-rumah-cluster-cahaya-garuda-permai-d-167066777445.html","Di Jual Cepat Rumah Cluster Cahaya Garuda Permai Depok","Cluster Cahaya Garuda Permai, Kavling No. 12 Kota Depok, Kec. Sawangan, Kel. Pasir Putih, Jawa Barat 16519 Sawangan, Depok","Rp 799.000.000","2","1","118","118","","yes","yes","","yes","","",""
"https://www.lamudi.co.id/rumah-2lantai-sawangan-depok-166970995323.html","RUMAH 2LANTAI SAWANGAN DEPOK","Kav.Kehakiman Rt. 001 Rw. 006 Kel, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519 Sawangan, Depok","Rp 533.550.000","3","2","44","50","1","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-dp0-anti-banjir-dekat-tol-sawangan-166311113113.html","Rumah DP0% Anti Banjir dekat Tol Sawangan","Bojongsari, Depok","Rp 444.100.000","2","1","40","61","","","","","","","",""
"https://www.lamudi.co.id/bebas-banjir-sepanjang-masa-mega-cinere-dalam-komplek-siap-huni-aman-dekat-tol.html","BEBAS BANJIR SEPANJANG MASA MEGA CINERE DALAM KOMPLEK SIAP HUNI, AMAN, DEKAT TOL","cinere raya Depok","Rp 1.950.000.000","3","2","170","180","1","yes","yes","","","yes","",""
"https://www.lamudi.co.id/rumah-di-kota-depok-dp-0-cicilan-3-jutaan-165985892885.html","Rumah di Kota Depok, DP 0 Cicilan 3 Jutaan","Cilodong, Depok","Rp 520.000.000","3","1","48","60","","","","","","","",""
"https://www.lamudi.co.id/desaign-elegant-dua-lantai-ready-tanpa-dp.html","Desaign elegant dua lantai ready tanpa Dp","Depok, Gang Majlis Kalimulya, Depok","Rp 775.000.000","3","3","85","70","5","yes","","","yes","","",""
"https://www.lamudi.co.id/perumahan-aman-asri-depok-dekat-ke-pintu-tol-sawangan.html","Perumahan Aman Asri Depok Dekat Ke pintu Tol sawangan","Sawangan, Depok","Rp 525.000.000","2","1","45","63","","yes","","","","","",""
"https://www.lamudi.co.id/bebas-banjir-sepanjang-masa-mega-cinere-dalam-komplek-siap-huni-aman-dekat-tol.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-dp0-anti-banjir-dekat-tol-sawangan-166311113113.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/desaign-elegant-dua-lantai-ready-tanpa-dp.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/di-jual-cepat-rumah-cluster-cahaya-garuda-permai-d-167066777445.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-baru-tinggal-finising-165962282657.html","rumah baru tinggal finising","Bedahan, Depok","Rp 325.000.000","2","1","50","75","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-hook-siap-huni-full-furnish-di-sawangan-vill-16684890296.html","Rumah Hook Siap Huni Full Furnish di Sawangan Village, Depok. Harga A","Sawangan, Depok","Rp 1.750.000.000","3","2","135","225","2","yes","yes","","yes","yes","2",""
"https://www.lamudi.co.id/dijual-rumah-mewah-2-lantai-strategis-di-sawangan-166069806580.html","Dijual Rumah Mewah 2 Lantai Strategis Di Sawangan Depok","Sawangan Baru, Depok","Rp 4.100.000.000","4","4","184","208","","","","","","","",""
"https://www.lamudi.co.id/rumah-murah-di-depok-dekat-stasiun-kreta-dan-alun2.html","Rumah murah di Depok dekat Stasiun Kreta dan Alun2","Jalan Meran Cilodong Depok Cilodong, Depok","Rp 400.000.000","2","1","31","60","","","","","","","",""
"https://www.lamudi.co.id/rumah-dengan-model-minimalist-modern-citayam-2.html","Rumah Dengan Model Minimalist Modern Citayam","Jln raya citayam depok Citayam, Depok","Rp 319.000.000","2","1","27","75","1","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-perumahan-mega-cinere-area-9.html","Rumah Siap Huni Perumahan Mega Cinere Area","Cinere, Depok","Rp 5.000.000.000","7","5","650","440","3","","","","","","2",""
"https://www.lamudi.co.id/siap-huni-dp-10jt-dekat-akses-tol-desari.html","Siap Huni Dp 10jt Dekat Akses Tol Desari","Pancoran Mas, Depok","Rp 675.000.000","2","1","55","","","","","","","","",""
"https://www.lamudi.co.id/hunian-megah-si-depok-tanpa-dp-0.html","hunian megah si Depok tanpa DP 0%","Sukmajaya, Depok","Rp 997.000.000","3","3","70","87","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/unit-terakhir-rumah-2-lantai-kawasan-gdc-di-bawah-166728126978.html","Unit Terakhir Rumah 2 Lantai Kawasan GDC di Bawah 600juta DP 0%","Kalimulya, Depok","Rp 584.000.000","3","2","46","60","1","yes","yes","","","","",""
"https://www.lamudi.co.id/dijual-rumah-harga-bersahabat-1.html","Dijual Rumah harga bersahabat","Depok","Rp 870.000.000","3","2","162","245","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-depok-5.html","Rumah 2 lantai di Depok","Depok","Rp 498.000.000","2","2","47","55","1","","","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-sudah-pecah-sertifikat-500-jutaan-di-seberang-tol-sawangan-depok-8.html","Rumah Siap Huni Sudah Pecah Sertifikat 500 Jutaan di Seberang Tol Sawangan Depok","Cipayung, Depok","Rp 592.150.000","2","1","45","73","1","yes","","","","","1",""
"https://www.lamudi.co.id/rumah-murah-daerah-cinangka-depok-2-lt-166744527933.html","rumah murah daerah Cinangka Depok 2 lt","Cinangka, Depok","Rp 786.000.000","3","2","70","67","","","yes","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-baru-renovasi-hook-cluster-bedahan-sawangan-depok.html","Rumah siap huni baru renovasi Hook Cluster Bedahan Sawangan Depok","Bedahan, Depok","Rp 585.000.000","3","2","60","85","2","yes","yes","yes","","yes","","Tidak"
"https://www.lamudi.co.id/rumah-mewah-luxuri-bangunan-megah-strategis-5-meni-167116042157.html","RUMAH MEWAH LUXURI BANGUNAN MEGAH STRATEGIS 5 MENIT TOL CIMANGGIS","Pondok Cina, Depok","Rp 1.600.000.000","4","2","288","163","","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-cinere-residen-lokasi-bagus-jalur-toll-serpong-cijago.html","Rumah Cinere Residen lokasi bagus jalur toll serpong - cijago","Cinere, Depok","Rp 620.000.000","2","1","58","90","","","yes","","","","",""
"https://www.lamudi.co.id/dijual-cepat-rumah-di-jl-bukit-cinere.html","DIJUAL CEPAT RUMAH di JL BUKIT CINERE","Cinere, Depok","Rp 2.300.000.000","4","1","150","207","2","","","","","","1",""
"https://www.lamudi.co.id/rumah-di-kawasan-selatan-jakarta.html","RUMAH di kawasan selatan jakarta","Sawangan Baru, Depok","Rp 600.000.000","2","1","39","60","1","yes","yes","yes","yes","yes","1",""
"https://www.lamudi.co.id/dijual-rumah-di-depok-19.html","Dijual rumah di depok","Depok","Rp 980.000.000","3","4","128","166","","","","","","","",""
"https://www.lamudi.co.id/perumahan-baru-di-depok-bedahan-terrace-asri-dan-strategis.html","Perumahan Baru di Depok. Bedahan Terrace Asri dan Strategis.","Jl. Kavling Kehakiman Bedahan, Sawangan Bedahan, Depok","Rp 469.000.000","2","1","39","74","1","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dekat-cibubur.html","Rumah 2 Lantai Dekat Cibubur","Clustere Puri Khasanah Blok. D No. 5 Rt. 03 Rw. 07 Jl. Bungur 1. Kel. Harjamukti Cimanggis, Depok","Rp 1.250.000.000","3","2","100","100","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-murah-minimalis-akses-mudah-only-100jt-an-saja-dicitayam.html","RUMAH MURAH MINIMALIS AKSES MUDAH ONLY 100JT AN SAJA DICITAYAM","Jl.raya nanggerang citayam cipayung depok Citayam, Depok","Rp 185.000.000","2","1","36","60","1","yes","yes","","","","",""
"https://www.lamudi.co.id/cluster-pondok-cibubur-strategis-dekat-pintu-tol-c-166027403535.html","Cluster Pondok Cibubur, Strategis, dekat pintu tol cibubur","Cimanggis, Depok","Rp 790.000.000","3","2","63","60","","yes","yes","","","","",""
"https://www.lamudi.co.id/rumah-2lantai-tanpa-dp-167273024786.html","Rumah 2Lantai Tanpa DP","Cilodong, Depok","Rp 950.000.000","3","3","80","80","","yes","yes","","yes","yes","",""
"https://www.lamudi.co.id/rumah-baru-murah-dekat-tol-cibubur-di-cimanggis-depok.html","RUMAH BARU MURAH DEKAT TOL CIBUBUR DI CIMANGGIS DEPOK","Cimanggis, Depok","Rp 404.000.000","2","1","30","","","","","","","","",""
"https://www.lamudi.co.id/cilodong-rumah-2-lantai-harga-masih-600an-167281474786.html","Cilodong, rumah 2 lantai harga masih 600an","Pancoran Mas, Depok","Rp 640.000.000","3","2","56","78","","yes","","","","yes","",""
