"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_AC","rumah_keamanan","rumah_lahan_parkir","rumah_kolam_renang","rumah_taman","rumah_balcony","rumah_jumlah_lantai","rumah_fully_furnished"
"https://www.lamudi.co.id/rumahminimalis-depok-cilodong-dekat-alun-alun-depok-cicilan-3-juta-an.html","#rumahminimalis-depok-cilodong-dekat-alun-alun-depok-cicilan 3 juta-an","jalan raya cilodong Cilodong, Depok","Rp 400.000.000","2","1","45","50","yes","yes","1","","","","",""
"https://www.lamudi.co.id/rumahdijual-cibinong-cicilan3juta-dekat-mdc-sukahati-dp10jt.html","#rumahdijual-cibinong-cicilan3juta-dekat MDC-sukahati-DP10jt","jalan raya pemda Cilodong, Depok","Rp 390.000.000","2","2","38","70","yes","yes","1","","yes","","",""
"https://www.lamudi.co.id/hunian-strategis-500-jutaan-siap-huni-seberang-tol-sawangan-pancoran-mas-1.html","Hunian Strategis 500 Jutaan Siap Huni, Seberang Tol Sawangan - Pancoran Mas","Rangkapan Jaya Baru, Depok","Rp 551.550.000","2","1","45","66","","","1","","yes","","",""
"https://www.lamudi.co.id/dijual-rumah-luas-2-lantai-murah-siap-huni-di-kavl-166090280949.html","Dijual Rumah Luas 2 Lantai Murah Siap Huni di Kavling Pertamina Cimanggis Depok","Cimanggis, Depok","Rp 1.350.000.000","4","4","317","300","","","1","","","","",""
"https://www.lamudi.co.id/dijual-newland-matoa-depok-166131255755.html","Dijual NewLand Matoa Depok","jl krukut raya Krukut, Depok","Rp 1.200.000.000","2","1","48","1","","","1","","","","","No"
"https://www.lamudi.co.id/town-house-siap-huni-the-manzil-lokasi-hanya-15-menit-ka-citayam.html","TOWN HOUSE SIAP HUNI THE MANZIL LOKASI HANYA 15 MENIT KA CITAYAM","Jl mangga no 49 pasir putih sawangan depok Sawangan, Depok","Rp 525.000.000","2","1","45","84","yes","yes","84","","yes","","","Tidak"
"https://www.lamudi.co.id/perumahan-raffles-hills-1.html","Perumahan Raffles Hills","Harjamukti, Cimanggis, Kota Depok Cimanggis, Depok","Rp 1.170.000.000","2","3","78","98","yes","yes","1","","yes","","",""
"https://www.lamudi.co.id/rumah-harga-500-jutaan-di-juanda-depok-bisa-kpr.html","Rumah cluster murah 2 lantai di juanda depok","Depok, Depok","Rp 595.000.000","2","2","42","40","","","","","","","",""
"https://www.lamudi.co.id/wow-rumah-skandinavian-2-lantai-harga-1-lantai-di-cinangka-sawangan-depok.html","WOw Rumah Skandinavian 2 Lantai Harga 1 Lantai Di Cinangka Sawangan Depok.","Cinangka Sawangan depok Cinangka, Depok","Rp 754.245.776","3","2","60","75","","","1","","","","",""
"https://www.lamudi.co.id/op92-cluster-exclusive-modern-2-lt-dkt-pintu-tol-s-166956485944.html","Op92.Cluster Exclusive Modern 2 LT Dkt Pintu Tol Sawangan Desari Depok","Pancoran Mas Depok Pancoran Mas, Depok","Rp 1.250.000.000","3","2","100","71","","","2","","","","",""
"https://www.lamudi.co.id/op63-cluster-exclusive-modern-2-lantai-dkt-pintu-t-166756879016.html","Op63.Cluster Exclusive Modern 2 Lantai Dkt Pintu Tol Sawangan Antasari","pancoran mas Depok Pancoran Mas, Depok","Rp 1.250.000.000","3","2","100","71","","","2","","","","",""
"https://www.lamudi.co.id/449-rumah-2lt-nuansa-bali-strategis-spek-ok-bata-m-166623003251.html","449.Rumah 2Lt nuansa Bali Strategis Spek ok Bata Merah Sawangan Depok","Cinangka Sawangan Depok Sawangan, Depok","Rp 824.696.250","3","2","60","72","","","2","","","","",""
"https://www.lamudi.co.id/s04-rumah-siap-huni-2-lantai-type-rinjani-harga-pe-166739903354.html","S04.Rumah Siap Huni 2 Lantai Type Rinjani Harga Perdana Promo Dp 0%","Curug Bojong Sari Depok Bojongsari, Depok","Rp 1.122.000.000","3","2","73","66","","","1","","","","",""
"https://www.lamudi.co.id/rumah-dijual-lokasi-taman-anyelir-depok-br-989-167211550482.html","Rumah dijual lokasi taman anyelir depok BR 989","Sukmajaya, Depok","Rp 560.000.000","2","1","36","72","","yes","1","","yes","","",""
"https://www.lamudi.co.id/rumah-murah-di-pinggir-jalan-dekat-sandi-negara-166575134287.html","Rumah Murah di pinggir jalan dekat Sandi negara","Bojongsari, Depok","Rp 348.000.000","2","1","32","60","yes","yes","","","yes","","",""
"https://www.lamudi.co.id/jual-rumah-cantik-di-pamulang-166693634096.html","jual rumah cantik di Pamulang","Bojongsari, Depok","Rp 985.000.000","3","2","105","135","yes","yes","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-siap-huni-tinggal-bawa-koper-166798727442.html","Rumah siap huni tinggal bawa koper","Cilangkap, Depok","Rp 685.000.000","2","2","60","90","yes","yes","","","yes","yes","",""
"https://www.lamudi.co.id/dijual-rumah-cantik-siap-huni-semi-furnished-with-167040990292.html","DIJUAL RUMAH CANTIK SIAP HUNI SEMI FURNISHED WITH POOL","Depok, Depok","Rp 6.500.000.000","6","3","600","885","yes","yes","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-cantik-resident-167033175117.html","rumah cantik resident","Cipayung, Depok","Rp 210.000.000","2","1","30","40","yes","","","","","","",""
"https://www.lamudi.co.id/rumah-baru-2-lantai-di-cimanggis-pinggir-jalan-ray-166039335412.html","Rumah nyaman dalam cluster dekat Tol Cibubur di Cimanggis Depok","Jalan Bakti Abri Cimanggis Depok Cimanggis, Depok","Rp 800.000.000","3","2","69","69","","","","","yes","","",""
"https://www.lamudi.co.id/dijual-rumah-di-cilodong-depok-dp-5-jutaan-166658871171.html","Dijual Rumah di Cilodong Depok, DP 5 Jutaan","Jln. Swadaya Kp Bulak Rt . 004 Rw. 002 Kel, k kalibaru Kec, Cilodong, Depok Cilodong, Depok","Rp 372.000.000","2","1","36","36","","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-cantik-mewah-tanpa-dp-166891191865.html","rumah cantik mewah Tanpa DP","Sukmajaya, Depok","Rp 850.000.000","3","3","80","68","yes","yes","","","yes","yes","",""
"https://www.lamudi.co.id/booking-aj-langsung-punya-rumah-166744726388.html","booking aj langsung punya rumah","Tirtajaya, Depok","Rp 680.000.000","2","2","60","90","yes","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-murah-2-lantai-cukup-20jt-sdh-free-biaya2-di-167170339117.html","Rumah murah 2 lantai cukup 20jt sdh free biaya2 di Cimanggis Depok","Jalan Raya Gas Alam, Depok, Indonesia Cimanggis, Depok","Rp 448.920.000","2","2","42","32","","yes","1","yes","yes","yes","2",""
"https://www.lamudi.co.id/new-cluster-2-lantai-hrg-mulai-700-jutaan-termurah-dikelasnya-depok.html","New Cluster 2 lantai hrg mulai 700 Jutaan termurah dikelasnya Depok","Parakan cinangka Sawangan Depok Sawangan, Depok","Rp 797.000.000","3","2","60","69","","","1","","","","",""
"https://www.lamudi.co.id/ps-rumah-murah-1-lantai-dp-0-free-biaya-strategis-166545422829.html","Ps.Rumah Murah 1 Lantai Dp 0% Free Biaya Strategis Dkt Stasiun dan Tol","Kalibaru cilodong depok Kalibaru, Depok","Rp 580.000.000","2","1","45","61","","","1","","","","",""
"https://www.lamudi.co.id/op45-new-cluster-siap-huni-scandinavian-1lantai-hn-166575261168.html","Op45.New Cluster Siap Huni Scandinavian 1lantai hny 500m ke pintu tol","Limo Meruyung Depok Limo, Depok","Rp 670.000.000","2","1","55","55","","","1","","","","",""
"https://www.lamudi.co.id/op62-cluster-exclusive-scandinavian-hrg-perdana-67-166756682968.html","Op62.Cluster Exclusive Scandinavian Hrg Perdana 675jt Promo Free biaya","Sawangan Depok Sawangan, Depok","Rp 675.000.000","3","2","70","72","","","2","","","","",""
"https://www.lamudi.co.id/br-917-rumah-dijual-sektor-lantana-gdc.html","BR 917 Rumah dijual sektor lantana GDC","grand depok city Depok, Depok","Rp 1.650.000.000","5","3","140","105","","yes","1","","","","",""
"https://www.lamudi.co.id/over-kredite-rumah-clauster-8-unit-di-jln-kemang-166877540671.html","Over kredite Rumah clauster 8 unit di jln kemang","Depok, Depok","Rp 375.000.000","2","1","45","91","","","","","","","",""
"https://www.lamudi.co.id/hunian-konsep-bali-strategis-dkt-kntr-dprd-depok-s-167024897487.html","Hunian Konsep Bali Strategis Dkt Kntr DPRD Depok Spek cakep Free Biaya","GDC cilodong depok Cilodong, Depok","Rp 991.000.000","3","3","74","94","","","2","","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-termurah-tanpa-dp-166740147668.html","rumah siap huni termurah tanpa DP","Kalimulya, Depok","Rp 530.000.000","2","1","40","66","","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-ekslusif-dengan-konsep-mewah.html","Rumah 2 Lantai Ekslusif Dengan Konsep Mewah","Jl Abdul Ghani Cilodong, Depok","Rp 685.000.000","3","2","80","63","","","1","","","","2",""
"https://www.lamudi.co.id/rumahmurahdepok-cimanggis-pekapuran.html","#rumahmurahdepok |cimanggis pekapuran","jalan raya pekapuran Sukatani, Depok","Rp 499.999.999","2","1","40","60","yes","yes","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-murah-minimalis-280jt-promo-cicilan-2jt-an.html","#rumah murah minimalis 280jt | PROMO CICILAN 2JT-AN","jalan raya pondok rajeg Kalimulya, Depok","Rp 280.000.000","2","1","40","42","","yes","1","","yes","","",""
"https://www.lamudi.co.id/rumah-murah-di-sawangan-depok-dp-0-1.html","Rumah Murah Di Sawangan Depok (DP 0%)","Sawangan, Depok","Rp 510.000.000","2","1","45","83","","","","","","","",""
"https://www.lamudi.co.id/rumah-400-jutaan-dekat-tol-sawangan-lokasi-strategis-kualitas-terbaik.html","Rumah 400 Jutaan, Dekat Tol Sawangan, lokasi strategis, Kualitas Terbaik","Jln Raya Panggulan Pengasinan Sawangan Depok Sawangan, Depok","Rp 400.000.000","2","1","40","54","","yes","","","","yes","",""
"https://www.lamudi.co.id/rumah-dua-lantai-di-tanah-baru.html","Rumah Dua Lantai Di Tanah Baru","Jalan R Sanim Tanah Baru, Depok","Rp 850.000.000","2","2","95","100","","yes","1","","yes","yes","",""
"https://www.lamudi.co.id/rumah-minimalis-dp-0-dekat-mall-jalan-provinsi-bis-166340164447.html","Rumah Minimalis.DP 0.Dekat Mall& jalan provinsi / bisa angkutan umum","Bojongsari, Depok","Rp 490.000.000","2","1","42","62","","","15","","","","",""
"https://www.lamudi.co.id/rumah-murah-di-depok-dp-0-cicilan-3-jutaan.html","Rumah Murah di Depok DP 0 Cicilan 3 Jutaan","Cilodong, Depok","Rp 520.000.000","2","1","50","60","","","","","","","",""
"https://www.lamudi.co.id/rumah-mewah-2lt-design-eropa-di-depok-595-jtan-wh-sof.html","Rumah Mewah 2Lt Design Eropa di Depok 595 Jtan (WH-Sof)","Sukatani Cimanggis, Depok","Rp 595.000.000","3","2","72","50","","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-di-jual-dekat-pintu-toll-di-rangkapan-jaya-depok.html","rumah di jual dekat pintu toll di rangkapan jaya depok","rangkapan jaya depok Rangkapan Jaya, Depok","Rp 825.000.000","3","2","84","52","","","1","","","yes","",""
"https://www.lamudi.co.id/rumah-mewah-harga-murah-dekat-lrt-cibubur-halte-busway-dan-sekolah-1.html","Rumah mewah harga murah dekat LRT Cibubur Halte Busway dan Sekolah","Indonesia, Depok, Jalan Sarinembah Harjamukti, Depok","Rp 820.000.000","3","2","76","78","","","2","","yes","","2",""
"https://www.lamudi.co.id/rumah-exclusive-di-citayam-tanpa-dp-dengan-total-96-unit.html","Rumah Exclusive Di Citayam Tanpa Dp Dengan Total 96 Unit","Indonesia, Depok, Jalan Bambon Raya Citayam, Depok","Rp 444.400.000","2","1","36","76","","yes","1","","yes","","",""
"https://www.lamudi.co.id/rumah-exclusive-di-citayam-tanpa-dp-dengan-total-96-unit.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/claster-impian-bebas-banjir-harga-murah.html","Claster impian bebas banjir harga murah","Jl. Bedahan sukatani Bedahan, Depok","Rp 285.000.000","2","1","36","60","","","1","","yes","","",""
"https://www.lamudi.co.id/rumah-dijual-perumahan-sutera-sawangan-by-alam-sutera-tipe-ruby.html","RUMAH DIJUAL PERUMAHAN SUTERA SAWANGAN BY ALAM SUTERA TIPE RUBY","Sawangan, Depok","Rp 1.934.000.000","4","3","120","112","yes","yes","2","yes","yes","","",""
"https://www.lamudi.co.id/rumah-murah-2-lantai-750jt-di-beji-depok-5-menit-ke-stasiun-depok-baru.html","Rumah murah 2 lantai 750jt di Beji Depok 5 Menit ke stasiun Depok baru","Jln.krmat jaya Beji, Depok","Rp 750.000.000","3","2","70","45","","yes","1","","yes","yes","2",""
"https://www.lamudi.co.id/rumahmurah-depok-cibinong-dekat-mdc-sukahati-dp10jt-cicilan3jt.html","#rumahmurah-depok-cibinong-dekat-MDC-sukahati-DP10jt-cicilan3jt","jalan raya pemda Tapos, Depok","Rp 399.999.999","2","1","38","70","yes","yes","1","","yes","","",""
"https://www.lamudi.co.id/rumah-cantik-nuansa-bali-di-kota-depok-15-menit-ke-166090306951.html","Rumah Murah Nuansa Bali Di Kota Depok, Dekat Tol Desari dan Tol Pamulang.","Sawangan, Depok","Rp 749.000.000","3","2","56","68","yes","yes","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-baru-cicilan-2-jutaan-drkat-dengan-tol-sawangan-depok.html","RUMAH BARU CICILAN 2 JUTAAN DRKAT DENGAN TOL SAWANGAN DEPOK","Pasir Putih, Depok","Rp 351.000.000","2","1","","36","yes","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-murah-sawangan-bedahan-16588223333.html","rumah murah sawangan bedahan","Bedahan, Depok","Rp 185.000.000","2","1","36","50","","yes","","","yes","","",""
"https://www.lamudi.co.id/rumah-murah-cibinong-tanah-70-type38-cicilan-3jt-flat.html","#rumah-murah-cibinong-tanah-70/type38-cicilan 3jt-flat","jalan raya pemda Cilodong, Depok","Rp 390.000.000","2","1","38","70","yes","","1","yes","yes","","",""
"https://www.lamudi.co.id/rumah-terawat-2-lantai-dalam-komplek-perumahan-disukmajaya-depok.html","Rumah terawat 2 lantai dalam komplek perumahan disukmajaya Depok","Sukmajaya, Depok","Rp 1.300.000.000","4","3","220","110","","yes","1","","","yes","",""
"https://www.lamudi.co.id/rumah-2-lantai-murah-dekat-pintu-toll-cimanggis.html","Rumah 2 lantai murah dekat pintu Toll cimanggis","Cimanggis, Depok","Rp 485.000.000","3","2","60","30","","","1","","","yes","",""
"https://www.lamudi.co.id/rumah-baru-di-jl-jati-sawangan.html","Rumah baru di jl.jati sawangan","Jl.jati sawangan baru Sawangan Baru, Depok","Rp 320.000.000","2","1","40","60","","yes","1","","yes","","",""
"https://www.lamudi.co.id/siap-huni-modern-classic-dalam-cluster-166711097060.html","Siap huni modern classic dalam cluster","Jalan R Sanim, Depok 16426, Indonesia Tanah Baru, Depok","Rp 1.200.000.000","4","3","120","90","","","2","","","","",""
"https://www.lamudi.co.id/rumah-kpr-syariah-nuansa-bali-di-kota-depok-15-men-166115978189.html","Rumah KPR Syariah Bernuansa Bali di Kota Depok, Dekat ke Tol dan Bandara.","Sawangan, Depok","Rp 779.000.000","3","2","56","68","yes","yes","","","yes","yes","",""
"https://www.lamudi.co.id/rumah-baru-ready-stock-di-pamulang.html","Rumah Baru Ready Stock di Pamulang","Jl Curug Raya No.99 Pondok Petir, Depok","Rp 772.000.000","2","1","45","84","yes","yes","","yes","yes","","",""
"https://www.lamudi.co.id/rumah-murah-fre-motor.html","rumah murah fre motor","Depok, Depok","Rp 220.000.000","2","1","","30","","","","","","","30",""
"https://www.lamudi.co.id/best-seller-3juta-all-in.html","Best seller 3juta all in","Beji, Depok","Rp 750.000.000","3","2","60","60","yes","","","","","yes","",""
"https://www.lamudi.co.id/rumah-murah-tanpa-bi-cheking-tanpa-riba-di-radar-auri-cimanggis-depok.html","Rumah murah tanpa BI cheking tanpa riba di radar AURI Cimanggis Depok","Radar AURI Cimanggis, Depok","Rp 560.000.000","2","1","30","50","","yes","1","","yes","","1",""
"https://www.lamudi.co.id/op77-brand-new-cluster-hrg-terjangkau-hny-dgn-5-jt-166860491274.html","Op77.Brand New Cluster Hrg Terjangkau Hny dgn 5 Jt All in Strategis","Duren Seribu Bojongsari Depok Duren Seribu, Depok","Rp 582.000.000","2","1","36","65","","","1","","","","",""
"https://www.lamudi.co.id/jual-rumah-cluster-nempel-di-jalan-raya-utama-harg-166952494059.html","Jual rumah cluster nempel di jalan raya utama harga sangat teriangkaw","Jalan Raya kupu Pasir Putih, Depok, Indonesia Sawangan, Depok","Rp 250.000.000","2","1","38","60","yes","yes","1","","yes","","",""
"https://www.lamudi.co.id/rumah-2-lantai-4-menit-ke-tol-cimanggis-166903656019.html","RUMAH 2 LANTAI 4 MENIT KE TOL CIMANGGIS","Jl. Raya Tapos, Tapos, Depok, Jawa Barat Tapos, Depok","Rp 850.000.000","3","2","65","55","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-murah-di-sawangan-6.html","Rumah Murah Di Sawangan","Jl. H. Kinan Sawangan, Depok","Rp 480.000.000","2","1","36","59","","","1","","","","",""
"https://www.lamudi.co.id/promo-bombastis-cash-kpr-166606712785.html","promo bombastis,cash & KPR","Sukmajaya, Depok","Rp 900.000.000","3","3","80","75","yes","yes","","","yes","yes","",""
"https://www.lamudi.co.id/perumahan-murah-cipyung-166856761084.html","perumahan murah cipyung","Cipayung, Depok","Rp 165.000.000","2","1","30","40","yes","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dekat-exit-toll-cisalak-cijago-peka-167050818416.html","Rumah 2 Lantai Dekat Exit Toll Cisalak Cijago Pekapuran Depok","Jalan Belong Sukatani Pekapuran Cimanggis Tapos Depok Sukatani, Depok","Rp 875.000.000","3","2","63","66","","yes","","","yes","","2",""
"https://www.lamudi.co.id/rumah-ready-stok-3km-stasiun-depok-5km-tol-desari-16664405782.html","Rumah ready stok 3km Stasiun Depok, 5km Tol Desari, Surat SHM, Unit Terakhir.","Jalan Ratu Jaya Rawageni, Depok 16445, Indonesia Cipayung, Depok","Rp 395.000.000","2","1","40","60","","","1","","","","",""
"https://www.lamudi.co.id/rumah-dijual-di-depok-dekat-pintu-tol-cimanggis-166039333748.html","Rumah murah terlaris di Depok dekat pintu Tol Cimanggis","Cimanggis, Depok","Rp 545.000.000","2","1","36","63","","","","","yes","","",""
"https://www.lamudi.co.id/tanpa-dp-rumah-2-lantai-siap-huni-di-depok-166201396272.html","TANPA DP RUMAH 2 LANTAI SIAP HUNI DI DEPOK","JL.KAV IP KALIMULYA KOTA DEPOK Cimanggis, Depok","Rp 895.000.000","3","2","70","73","yes","yes","1","","yes","yes","2",""
"https://www.lamudi.co.id/rumah-tanpa-dp-1lantai-siap-huni-166816003261.html","Rumah Tanpa DP 1lantai Siap Huni","Sukmajaya, Depok","Rp 685.000.000","2","2","60","90","yes","yes","","","yes","","",""
"https://www.lamudi.co.id/promo-rumah-kpr-syariah-cluster-kamila-residence-k-166270988925.html","Promo Rumah KPR Syariah, Cluster Kamila Residence Kota Depok.","Sawangan, Depok","Rp 654.000.000","2","1","38","68","yes","yes","","","yes","","",""
"https://www.lamudi.co.id/promo-rumah-kpr-syariah-cluster-kamila-residence-k-166270988925.html","","","","","","","","","","","","","","",""
