"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_jumlah_lantai","rumah_keamanan","rumah_AC","rumah_taman","rumah_lahan_parkir","rumah_fully_furnished","rumah_balcony","rumah_kolam_renang"
"https://www.lamudi.co.id/rumah-mewah-2-lantai-nempel-jalan-raya-utama-166555020413.html","Rumah mewah 2 lantai nempel jalan raya utama","Sukmajaya, Depok","Rp 1.050.000.000","3","3","120","89","","yes","yes","yes","2","","yes",""
"https://www.lamudi.co.id/miliki-rumah-keren-siap-huni-kpr-tanpa-dp-166557247611.html","miliki rumah keren siap huni,KPR tanpa DP","Cilodong, Depok","Rp 651.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/hunian-terbaik-dekat-alun-alun-depok-16658224663.html","Hunian terbaik dekat alun alun Depok","Kalimulya, Depok","Rp 651.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/hunian-mewah-2-lantai-gk-pake-depe-166582310859.html","Hunian mewah 2 lantai gk pake depe","Cilodong, Depok","Rp 925.000.000","3","3","80","83","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/hunian-1-lantai-mewah-dekat-stasiun-krl-depok-166588805393.html","Hunian 1 lantai mewah dekat stasiun KRL Depok","Cilodong, Depok","Rp 650.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-cantik-harga-menarik-lokasi-dekat-gdc-depok-166588841725.html","RUMAH CANTIK HARGA MENARIK,lokasi dekat GDC Depok","Kalimulya, Depok","Rp 650.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/dijual-cepat-rumah-siap-huni-kpr-tanpa-dp-0-166588909873.html","dijual cepat rumah siap huni,kpr tanpa DP 0","Sukmajaya, Depok","Rp 650.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/promo-bombastis-cash-kpr-166606710475.html","promo bombastis,cash & KPR","Sukmajaya, Depok","Rp 900.000.000","3","3","80","75","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/rumah-mewah-pas-dikantong-anda-siap-dipinang-166618325654.html","Rumah mewah pas dikantong anda siap dipinang","Sukmajaya, Depok","Rp 898.000.000","3","3","80","75","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/hunian-siap-huni-anti-banjir-16663432672.html","Hunian siap huni anti banjir","Kalimulya, Depok","Rp 685.000.000","2","2","60","90","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/minimalis-modern-gk-pake-depe-166634377047.html","minimalis modern gk pake depe","Cilodong, Depok","Rp 684.000.000","2","2","60","90","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/hunian-mewah-akses-paling-wah-166684577758.html","Hunian mewah akses paling wah","Cilodong, Depok","Rp 923.000.000","3","3","80","80","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/rumah-minimalis-gk-pake-depe-lokasi-dekat-stasiun-166686397741.html","Rumah minimalis gk pake depe,lokasi dekat stasiun Depok","Cilodong, Depok","Rp 652.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/booking-unitnya-langsung-akad-166728018873.html","booking unitnya langsung akad","Kalimulya, Depok","Rp 649.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/miliki-hunian-mewah-gak-pake-depe-166737476058.html","miliki hunian mewah gak pake depe","Cilodong, Depok","Rp 924.009.999","3","3","80","80","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/jual-cepat-rumah-siap-huni-cash-kpr-dibantu-sampai-166765190636.html","jual cepat rumah siap huni,cash & KPR dibantu sampai akad","Kalimulya, Depok","Rp 650.000.000","2","1","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-sudah-jadi-100-booking-langsung-akad-166787964670.html","Rumah sudah jadi 100 %, Booking langsung akad","Cilodong, Depok","Rp 655.000.000","2","2","60","87","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/dp-0-mewah-paling-populer-166814666269.html","DP 0 %,mewah paling populer","Cilodong, Depok","Rp 925.000.000","3","3","80","80","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/rumah-kaum-urban-beli-rumah-gk-pake-dp-0-166946450454.html","Rumah kaum urban,beli rumah gk pake DP 0","Cilodong, Depok","Rp 915.000.000","3","3","80","71","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/promo-akhir-tahun-booking-sekarang-gk-pake-dp-166946610323.html","Promo akhir tahun, booking sekarang gk pake DP","Sukmajaya, Depok","Rp 850.000.000","3","3","80","68","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/claster-super-mewah-nempel-jalan-raya-utama-166960236639.html","claster super mewah nempel jalan raya utama","Cilodong, Depok","Rp 1.050.000.000","3","3","120","86","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/claster-paling-strategis-dikota-depok-166967714152.html","claster paling strategis dikota depok","Cilodong, Depok","Rp 685.000.000","2","2","60","82","","yes","","yes","","","",""
"https://www.lamudi.co.id/town-house-tanpa-dp-0-siap-huni-166967772146.html","Town house tanpa DP 0 siap huni","Cilodong, Depok","Rp 685.000.000","2","2","60","82","","yes","","yes","","","",""
"https://www.lamudi.co.id/claster-termewah-siap-huni-166976877621.html","claster termewah siap huni","Cilodong, Depok","Rp 683.000.000","2","2","55","82","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/booking-sekarang-sebelum-kehabisan-hanya-1-unit-te-167029509536.html","Booking sekarang sebelum kehabisan,hanya 1 unit terakhir","Cilodong, Depok","Rp 710.000.000","2","2","55","82","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/1-unit-terakhir-siapa-cepat-dia-dapat-kpr-dp-0-167090680876.html","1 unit terakhir,siapa cepat dia dapat,KPR DP 0 %","Cilodong, Depok","Rp 709.000.000","2","2","55","82","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/beli-rumah-cuma-modal-niat-16715972679.html","Beli rumah cuma modal niat","Cilodong, Depok","Rp 948.000.800","3","3","80","80","","yes","yes","yes","","","yes",""
"https://www.lamudi.co.id/jual-rumah-di-cilodong-dekat-gdc-166721808780.html","Jual Rumah di cilodong, dekat GDC","Cilodong, dekat GDC, Depok, Jabodetabek Cilodong, Depok","Rp 474.000.000","2","2","40","45","","","","","","","",""
"https://www.lamudi.co.id/di-jual-rumah-di-cilodong-depok-dekat-gdc-16679957263.html","Di Jual rumah di Cilodong Depok dekat GDC","Depok, Cilodong Cilodong, Depok","Rp 496.000.000","2","2","40","47","","","","","","","yes",""
"https://www.lamudi.co.id/rumah-minimalis-dengan-4-kamar-2-carport-di-serpon-16608127898.html","dijual Rumah di cimanggis rumah Minimalis dengan 4 Kamar 2 Carport","Amara Residence Sawangan Cimanggis, Depok","Rp 900.000.000","3","3","78","101","2","yes","yes","yes","1","","yes",""
"https://www.lamudi.co.id/dijual-rumah-2-lantai-paling-murah-di-bsd-166142234355.html","Dijual Rumah di sawangan 2 Lantai Paling Murah","Amara Residence Sawangan Sawangan, Depok","Rp 900.000.000","3","3","78","101","2","yes","yes","yes","1","","yes",""
"https://www.lamudi.co.id/hunian-twonhouse-siap-huni-tanpa-dp-0-166754097888.html","Hunian twonhouse siap huni tanpa DP 0%","Depok, Depok","Rp 950.000.000","3","3","75","80","","","","","","","",""
"https://www.lamudi.co.id/townhouse-mewah-dengan-fasilitas-smart-home-166959799994.html","Townhouse mewah dengan fasilitas smart home","Leuwi Nanggung, Depok","Rp 1.700.000.000","4","4","150","77","","","","","","","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-166969337235.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl, Raya Curug No 30 Depok","Rp 1.070.000.000","3","2","73","6","","yes","","yes","72","","yes","yes"
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167055991888.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.288.000.000","3","3","87","77","","yes","","yes","7","","yes","yes"
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167090222410.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug no 30 Depok","Rp 1.446.000.000","3","3","87","97","","yes","","yes","7","","yes","yes"
"https://www.lamudi.co.id/art-deco-homes-1km-desari-14-menit-tb-simatupang-166024085362.html","Art Deco Homes 1KM DESARI 14 menit TB SIMATUPANG","Pancoran Mas, Depok","Rp 1.900.000.000","5","4","270","150","","yes","yes","yes","2","","yes","yes"
"https://www.lamudi.co.id/homes-for-sale-good-access-pancoran-mas-1-km-desar-166024112794.html","Homes for sale good access pancoran mas 1 km desari","Depok","Rp 1.900.000.000","5","4","270","150","","yes","yes","","2","","",""
"https://www.lamudi.co.id/dijual-rumah-di-depok-4-juta-all-in-167203237794.html","Dijual Rumah di Depok 4 Juta All in","Sawangan, Depok","Rp 490.000.000","2","1","40","60","","","yes","yes","1","","",""
"https://www.lamudi.co.id/dp0-booking-cuma-3jt-all-in-sampai-akad-16685051509.html","DP0% Booking cuma 3Jt ALL IN sampai akad","Depok, Depok","Rp 467.500.000","2","1","30","76","","","","","","","",""
"https://www.lamudi.co.id/rumah-strategis-dekat-toll-cibubur-166316710558.html","Rumah strategis,dekat toll cibubur","Jln residence raya Cimanggis, Depok","Rp 766.000.000","3","3","67","54","","","","","1","","",""
"https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-166328814880.html","Rumah strategis,nyaman dan asri","Cimanggis, Depok","Rp 700.000.000","3","2","72","72","","","","","1","","",""
"https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-16662386357.html","Rumah strategis,nyaman dan asri","Cimanggis, Depok","Rp 915.000.000","3","2","70","97","","","","","1","","",""
"https://www.lamudi.co.id/rumah-nyaman-strategis-asri-167003320551.html","Rumah nyaman, strategis, asri","Citayam, Depok","Rp 630.000.000","2","1","40","84","","","","","1","","",""
"https://www.lamudi.co.id/rumah-2-lantai-murah-166391446940.html","Rumah 2 lantai murah","Cilodong, Depok","Rp 2.150.000.000","5","2","235","200","","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-nyaman-strategis-asri-167003320551.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-cluster-dp-0-di-pusat-kota-depok-165872695226.html","Dijual Rumah Cluster DP 0 Di Pusat Kota Depok","Cilodong, Depok","Rp 535.000.000","2","1","36","65","","yes","yes","yes","1","","",""
"https://www.lamudi.co.id/rumah-murah-didepok-cukup-boking-4-juta-all-in-dp-166446982276.html","rumah murah didepok cukup boking 4 juta all in,dp 0,dekat stasiun","jln boulevard grand depok city Depok, Depok","Rp 1.050.000.000","3","3","80","78","","yes","yes","yes","","","yes","yes"
"https://www.lamudi.co.id/tersedia-rumah-2-lantai-dekat-tol-cibubur-bebas-ba-166178858262.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/townhouse-mewah-dengan-fasilitas-smart-home-166959799994.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-di-pusat-kota-depok-167162378492.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-murah-166391446940.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-mewah-kpr-syariah-di-juanda-depok-dekat-jala-167238408023.html","Rumah Mewah KPR Syariah di Juanda Depok Dekat Jalan Raya","Sukmajaya, Depok","Rp 1.384.800.000","3","2","107","87","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-milenial-2-lantai-dengan-ruang-kerja-di-lokasi-strategis-sawangan-depok.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/op61-townhouse-modern-siap-huni-500m-ke-gate-tol-s-166743764527.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/p200-rumah-siap-huni-hrg-400jt-an-akses-strategis-166800631814.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/ec105-rumah-strategis-ada-ruko-jg-free-biaya-biaya-16680455902.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/nik-rumah-mewah-2-lantai-dlm-cluster-bergaya-clasi-166844087240.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/op85-new-cluster-siap-huni-ready-free-biaya-all-in-166903741048.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/nik203-hunian-mewah-2-lantai-dlm-cluster-clasic-mo-166938988062.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/op87-rumah-ready-stock-siap-huni-cinere-dekat-pint-166955998925.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/hd-rumah-scandinavian-murah-mewah-tanah-luas-serua-167072804712.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/n059-hunian-2-lt-siap-huni-ready-stok-murah-dlm-cl-167076731755.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/mus22-townhouse-1-dan-2-lt-promo-2jt-tanpa-dp-stra-167214179911.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-harga-1-lantai-lokasi-perbatasan-depok-jaksel.html","Rumah 2 lantai harga 1 lantai lokasi perbatasan depok - jaksel","Curug, Depok","Rp 1.200.000.000","3","2","100","89","","","","","","","",""
"https://www.lamudi.co.id/perumahan-mewah-di-citayam-tanpa-dp-400jtan.html","Perumahan Mewah di Citayam Tanpa Dp 400jtan","Jl.Kampung Bambon Kelapa Dua Raga Jaya Citayam, Depok","Rp 460.000.000","2","1","40","76","","yes","","yes","1","","",""
"https://www.lamudi.co.id/jual-rumah-cash-dan-kpr-167069011281.html","jual rumah cash dan kpr","Sawangan, Depok","Rp 250.000.000","2","1","50","65","","","","","","","",""
"https://www.lamudi.co.id/hunian-1-lantai-dengan-model-tropical-resort-167262971548.html","Hunian 1 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 718.000.000","2","1","38","60","","yes","","yes","5","","yes","yes"
"https://www.lamudi.co.id/rumah-type-scandinavian-selangkah-ke-tol-sawangan-166313621169.html","Rumah Type Scandinavian Selangkah Ke Tol Sawangan 4 dengan DP Rendah","jl.Sawangan Raya Sawangan Baru, Depok","Rp 778.500.000","2","1","45","94","","yes","yes","yes","1","","",""
"https://www.lamudi.co.id/rumah-murah-dekat-pusat-kota-depok-167261771074.html","Rumah Murah Dekat Pusat Kota Depok","Cilodong, Depok","Rp 500.000.000","2","1","36","50","","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-murah-dekat-pusat-kota-depok-167261730878.html","Rumah Murah Dekat Pusat Kota Depok","Cilodong, Depok","Rp 500.000.000","2","1","36","50","","yes","","","","","",""
"https://www.lamudi.co.id/rumah-murah-dekat-tol-cijago-167256521750.html","Rumah Murah Dekat Tol Cijago","Cimanggis, Depok","Rp 800.000.000","3","2","60","50","","yes","","","","","yes",""
"https://www.lamudi.co.id/rumah-2-lantai-alexandria-premiere-free-biaya-biaya-dekat-tol-cimanggis-depok.html","Rumah 2 Lantai Free All In Di Pekapuran Cimanggis Tapos Depok","Jalan Belong Sukatani Pekapuran Cimanggis Tapos Depok Sukatani, Depok","Rp 877.000.000","3","2","63","66","2","yes","","yes","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-osaka-dp-15-juta-dekat-exit-toll-ci-167171901247.html","Rumah 2 Lantai Osaka DP 15 Juta Dekat Exit Toll Cimanggis Tapos Depok","Jalan Raya Tapos Depok Tapos, Depok","Rp 849.000.000","3","2","65","50","2","yes","","yes","","","",""
"https://www.lamudi.co.id/di-jual-rumah-di-beji-depok-dekat-ui.html","Di jual rumah di Beji Depok dekat ui","Depok","Rp 1.600.000.000","3","3","140","112","","","","","","","",""
