"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_luas_lahan","rumah_lahan_parkir","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_jumlah_lantai","rumah_taman","rumah_keamanan","rumah_balcony","rumah_AC","rumah_kolam_renang","rumah_fully_furnished"
"https://www.lamudi.co.id/rumah-siap-huni-di-kota-depok-dp-0-cicilan-mulai-3-16597424745.html","Rumah Siap Huni di Kota Depok, DP 0 Cicilan mulai 3 Jutaan","Depok, Depok","Rp 520.000.000","60","","2","1","48","","","","","","",""
"https://www.lamudi.co.id/cukup-dp-5-juta-all-in-langsung-punya-rumah-2-lantai-di-kota-depok-1.html","Cukup Dp 5 juta ALL IN langsung punya rumah 2 lantai di kota depok","Depok","Rp 695.000.000","74","3","3","2","60","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-cluster-dijual-jatimulya-depok-23.html","Rumah cluster dijual jatimulya depok","depok Cilodong, Depok","Rp 750.000.000","78","1","2","1","50","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-cluster-siap-huni-lokasi-depok-jawa-barat.html","Rumah cluster siap huni lokasi depok jawa barat","jatimulya depok Cilodong, Depok","Rp 1.128.466.000","80","1","3","2","80","","yes","yes","","","",""
"https://www.lamudi.co.id/best-price-dijual-rumah-1-2-lantai-di-kalimulya-de-167107636065.html","Dijual Rumah 1 & 2 Lantai Di Kalimulya Depok Dekat Angkutan Umum","Jl Kalimulya Kalimulya, Depok","Rp 783.500.000","85","1","3","2","88","","yes","yes","yes","","",""
"https://www.lamudi.co.id/cluster-exclusive-modern-depok-pancoran-mas-16685687396.html","CLUSTER EXCLUSIVE MODERN DEPOK Pancoran - Mas","Depok, Depok","Rp 1.280.000.000","90","","3","1","70","","","","","","",""
"https://www.lamudi.co.id/for-sale-townhouse-pondok-cabe-166988399465.html","FOR SALE Townhouse Pondok Cabe","Depok, Depok","Rp 1.250.000.000","70","","3","3","70","","","","","","",""
"https://www.lamudi.co.id/rumah-keren-di-cinangka-sawangan-cluster-mewah-sma-166988506695.html","Rumah Keren di Cinangka sawangan Cluster mewah Smart home sistem","Cinangka, Depok","Rp 1.100.000.000","72","","3","2","120","","","","","","",""
"https://www.lamudi.co.id/hunian-exclusive-dengan-konsep-modern-tropis-167090506933.html","Hunian Exclusive dengan konsep modern tropis","Sawangan, Depok","Rp 1.300.000.000","123","","3","2","90","","","","","","",""
"https://www.lamudi.co.id/promo-rumah-2-lantai-166115076166.html","Dijual promo rumah 2 lantai","pesona pondok cibubur Cimanggis, Depok","Rp 899.000.000","77","","3","3","100","","","","","","",""
