"rumah_url","rumah_nama","rumah_lokasi","rumah_harga","rumah_kamar_tidur","rumah_kamar_mandi","rumah_luas_bangunan","rumah_luas_lahan","rumah_AC","rumah_balcony","rumah_taman","rumah_keamanan","rumah_jumlah_lantai","rumah_lahan_parkir","rumah_kolam_renang","rumah_fully_furnished"
"https://www.lamudi.co.id/rumah-calon-sultan-tinggal-nempatin-dp-0-166850369598.html","Rumah calon sultan tinggal nempatin,DP 0 %","Cilodong, Depok","Rp 925.000.000","3","3","80","80","","yes","yes","yes","","","",""
"https://www.lamudi.co.id/claster-pedati-residence-dp-0-dekat-stasiun-depok-166864017371.html","claster pedati residence,DP 0 % dekat stasiun Depok","Kalimulya, Depok","Rp 900.000.000","3","3","80","78","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/termewah-dikota-depok-dp-0-166946541560.html","TERMEWAH DIKOTA DEPOK,DP 0 %","Sukmajaya, Depok","Rp 915.000.000","3","3","80","75","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-mewah-ala-sultan-kpr-tanpa-dp-0-166960175489.html","Rumah mewah ala sultan,KPR tanpa DP 0","Cilodong, Depok","Rp 1.050.000.000","3","3","120","89","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/beli-rumah-buat-ditempati-atau-investasi-166960201541.html","Beli rumah buat ditempati atau investasi","Cilodong, Depok","Rp 1.050.000.000","3","3","120","86","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/tahun-baru-rumah-baru-yuk-disurvey-lokasinya-167029494089.html","Tahun baru rumah baru,yuk disurvey lokasinya","Cilodong, Depok","Rp 710.000.000","2","2","55","82","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/beli-rumah-disini-aj-kpr-dp-0-167029582618.html","beli rumah disini aj,KPR DP 0 %","Cilodong, Depok","Rp 710.000.000","2","2","55","82","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/town-house-termewah-siap-dipinang-167092475335.html","town house termewah siap dipinang","Cilodong, Depok","Rp 949.000.000","3","3","80","80","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-dijual-moderen-classic-dekat-tol-dan-kampus-165905120637.html","Rumah Dijual Moderen Classic dekat Tol dan Kampus UI Depok","Jalan Alif Kukusan Beji Depok Beji, Depok","Rp 1.600.000.000","4","3","120","92","","","","","","1","",""
"https://www.lamudi.co.id/rumah-dijual-type-2-lantai-tanah-nya-luas-harga-te-166039331447.html","Rumah dijual type 2 lantai tanah nya luas harga terjangkau dekat GDC","jalan kemang Sukmajaya Depok Sukmajaya, Depok","Rp 763.000.000","3","2","64","70","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-murah-di-cimanggis-2-lantai-dekat-mall-cibub-166039334795.html","Rumah murah di Cimanggis 2 lantai dekat Mall Cibubur dan Tol Cijago","Cimanggis, Depok","Rp 795.000.000","3","2","56","60","yes","","yes","","","","",""
"https://www.lamudi.co.id/rumah-baru-2-lantai-dekat-ke-alun-alun-dan-stasiun-166039335964.html","Rumah baru 2 lantai dekat ke alun alun dan stasiun Depok","Jalan Raya Kalimulya, dekat RS Citra Medika Cilodong, Depok","Rp 980.000.000","3","3","80","92","","","yes","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-akses-2-mobil-dekat-stasiun-depok-166039337797.html","Rumah nyaman 2 lantai dekat Setu Cilodong dan alun alun kota Depok","Jalan Setu Cilodong Depok Cilodong, Depok","Rp 705.000.000","3","2","56","66","yes","","yes","","","1","",""
"https://www.lamudi.co.id/br871-cluster-anggrek-grand-depok-city-luas-90-sia-16659941813.html","BR871 Cluster Anggrek Grand Depok City Luas 90 Siap Huni","Cluster Anggrek Grand Depok City Sukmajaya, Depok","Rp 1.000.000.000","2","1","36","90","","","","","","1","",""
"https://www.lamudi.co.id/br976-rumah-cluster-siap-huni-luas-90m-depan-alun-166599763376.html","BR976 Rumah cluster siap huni luas 90m depan alun alun GDC","depan alun alun grand depok city Cilodong, Depok","Rp 850.000.000","2","1","72","92","","","","","","1","",""
"https://www.lamudi.co.id/perumahan-chalista-residence-cilodong-depok-166625027813.html","Perumahan Chalista Residence Cilodong Depok","Perumahan Chalista Residence 2, Jatimulya Cilodong Depok Cilodong, Depok","Rp 950.000.000","3","2","80","80","","","","","","1","",""
"https://www.lamudi.co.id/br953-cluster-di-pondok-rejeg-depok-luas-105-siap-16674505819.html","BR953 Cluster di Pondok Rejeg Depok luas 105 siap huni","Pondok Rajeg Depok Cilodong, Depok","Rp 950.000.000","2","1","45","105","","","","","","1","",""
"https://www.lamudi.co.id/perumahan-type-80-80-chalista-residence-jalan-jati-167065364569.html","Perumahan type 80/80 Chalista Residence Jalan Jatimulya Cilodong Depok","Perumahan Chalista Residence 2, Jatimulya Cilodong Depok Cilodong, Depok","Rp 950.000.000","3","2","80","80","","","","","","1","",""
"https://www.lamudi.co.id/br990-rumah-estetik-2-lantai-di-sektor-melati-gran-167126771139.html","BR990 Rumah estetik 2 lantai di sektor melati Grand Depok City","sektor melati Grand Depok City Cilodong, Depok","Rp 850.000.000","3","2","44","72","","","","","","1","",""
"https://www.lamudi.co.id/rumah-millenial-2-lantai-4-kamar-di-area-strategis-berkembang-sutera-sawangan.html","Rumah Millenial 2 Lantai 4 Kamar di Area Strategis & Berkembang Sutera Sawangan","Sawangan, Depok","Rp 1.800.000.000","4","3","120","112","yes","","yes","yes","2","1","yes",""
"https://www.lamudi.co.id/rumah-2-lt-modern-cimanggis-depok-700-jtan-dekat-tol-cibubur.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-sejuk-gaya-amerika-cocok-untuk-keluarga-strategis.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/banjaran-village-depok-tapos-166893767526.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-plus-rooftop-garden-di-gandul-ciner-167049309319.html","Rumah 2 Lantai Plus Rooftop Garden di Gandul, Cinere - Depok","Jalan Masjid Cinere, Depok","Rp 2.200.000.000","4","3","125","166","yes","yes","yes","","","2","",""
"https://www.lamudi.co.id/rumah-konsep-bali-modern-di-kota-depok-15-menit-ke-166149781042.html","BELI RUMAH MURAH BANYAK BONUSNYA, DI CLUSTER KAMILA RESIDENCE KOTA DEPOK.","Sawangan, Depok","Rp 804.000.000","3","2","56","68","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/banyak-bonus-di-promo-september-2022-cluster-kamil-166271631527.html","BANYAK BONUS DI PROMO SEPTEMBER 2022, CLUSTER KAMILA RESIDENCE KOTA DEPOK.","Sawangan, Depok","Rp 804.000.000","3","2","56","68","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dp-0-daerah-depok-166909224445.html","","","","","","","","","","","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-siap-huni-di-bojongsari-depok-deka-166185563483.html","Rumah Minimalis Siap Huni di Bojongsari Depok Dekat Rs Brawijaya","Tamansari Puri Bali Bojongsari, Depok","Rp 859.000.000","2","1","90","108","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-modern-siap-huni-di-puri-bali-bojongsari-dep-167083416492.html","Rumah modern siap huni di puri bali bojongsari depok bisa kpr","Bojongsari, Depok","Rp 1.100.000.000","4","2","107","159","","","","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-siap-huni-di-sawangan-depok-kpr-mu-167083615453.html","Rumah minimalis siap huni di sawangan depok kpr mudah","Sawangan, Depok","Rp 660.000.000","2","1","50","82","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-400-jutaan-di-tajurhalang-dekat-boj-166514899071.html","Rumah 2 Lantai 400 jutaan di Tajurhalang, Dekat Bojonggede Kemang","Depok, Depok","Rp 419.000.000","2","1","48","64","","","","","","","",""
"https://www.lamudi.co.id/rumah-mewah-tanpa-dp-kalimulya-depok.html","rumah mewah tanpa dp kalimulya depok","Cilodong, Depok","Rp 970.000.000","3","3","80","78","","","","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-cibubur-di-dalam-cluster-bernuansa-166178936361.html","Rumah 2 Lantai di Cibubur dekat Trans Studio Mall Cibubur.","JLN MANDIRI HARJAMUKTI CIMANGGIS DEPOK CIBUBUR, JAKARTA TIMUR Harjamukti, Depok","Rp 1.526.200.000","3","2","90","90","","","yes","yes","","2","yes",""
"https://www.lamudi.co.id/dijual-rumah-2-lantai-ready-stock-167057110442.html","Dijual rumah 2 lantai ready stock","Bojongsari, Depok","Rp 1.197.500.000","3","2","75","84","","","yes","","","","yes",""
"https://www.lamudi.co.id/rumah-cantik-2-lt-deket-banget-pintu-tol.html","Rumah Cantik 2 Lt Deket Banget Pintu Tol","Depok, Depok","Rp 1.250.000.000","2","2","80","80","","","yes","","","1","",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-troical-resort-166865646730.html","Hunian 2 Lantai dengan Model Troical Resort","Jl. Raya Curug No 30 Depok","Rp 1.454.000.000","3","3","87","98","","yes","yes","yes","","7","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167012575555.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl.Raya Curug No 30 Depok","Rp 1.316.000.000","3","3","87","77","","yes","yes","yes","","7","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-16707412367.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.446.000.000","3","3","87","77","","yes","yes","yes","","7","yes",""
"https://www.lamudi.co.id/hunian-2lt-dengan-spesifikasi-premium-sesuai-kebut-16660628097.html","Hunian 2Lt dengan Spesifikasi Premium sesuai kebutuhan anda","Jl. Raya Curug Kosambi No 30 Depok","Rp 1.624.000.000","3","3","97","107","","yes","yes","yes","","6","yes",""
"https://www.lamudi.co.id/hunian-2lantai-dengan-model-tropical-resort-166606297741.html","Hunian 2Lantai dengan Model Tropical Resort","Jl. Raya Curug Bojongsari No 30 Depok","Rp 1.664.000.000","3","3","97","112","","","yes","yes","","6","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-166692454014.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.712.000.000","4","4","97","118","","yes","yes","yes","","8","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-166701770063.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 1.664.000.000","4","4","97","112","","yes","yes","yes","","8","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-166737153135.html","Hunian 2 Lantai dengan model tropical resort","Jl. Raya Curug No 30 Depok","Rp 750.000.000","2","2","50","55","","yes","yes","yes","","4","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167151757952.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 711.000.000","2","2","45","44","","yes","yes","yes","","3","yes",""
"https://www.lamudi.co.id/hunian-2-lantai-dengan-model-tropical-resort-167170202290.html","Hunian 2 Lantai dengan Model Tropical Resort","Jl. Raya Curug No 30 Depok","Rp 850.000.000","2","2","50","55","","yes","yes","yes","","4","yes",""
"https://www.lamudi.co.id/rumah-syariah-3-kamar-tidur-cinangka-sawangan-depo-16603581298.html","Rumah Syariah 3 Kamar Tidur Cinangka Sawangan Depok","jalan haji miing cinangka sawangan depok Sawangan, Depok","Rp 786.500.000","3","3","50","70","","","","yes","2","1","",""
"https://www.lamudi.co.id/dijual-rumah-2-lantai-minimalis-cilodong-depok.html","Dijual Rumah 2 Lantai Minimalis Cilodong Depok","Cilodong, Depok","Rp 898.000.000","3","2","85","75","","","","","2","","",""
"https://www.lamudi.co.id/jual-rumah-2-lantai-minimalis-cluter-cilodong-depok-termurah-di-depok.html","JUAL RUMAH 2 LANTAI MINIMALIS CLUTER CILODONG DEPOK, TERMURAH DI DEPOK","cilodong Cilodong, Depok","Rp 821.500.000","3","2","71","84","","","","yes","","1","",""
"https://www.lamudi.co.id/rumah-dua-lantai-dekat-gdc-kota-depok-promo-bebas-165908132157.html","Rumah Dua Lantai Dekat GDC, Kota Depok, Promo Bebas Biaya dan All In","Sukmajaya, Depok","Rp 887.250.000","3","2","66","66","","","yes","","","","",""
"https://www.lamudi.co.id/rumah-2-lantai-dekat-gdc-kota-depok-harga-sudah-al-165908133030.html","Rumah 2 Lantai Dekat GDC, Kota Depok, Harga Sudah All In.","Sukmajaya, Depok","Rp 887.250.000","3","2","66","66","","","yes","","","","",""
"https://www.lamudi.co.id/rumah-cantik-hanya-100m-dari-jl-raya-kalimulya-16679001631.html","Rumah cantik hanya 100m dari jl Raya Kalimulya","Cilodong, Depok","Rp 785.000.000","3","2","87","65","","","","","","","",""
"https://www.lamudi.co.id/rumah-adalah-surga-bagi-keluarga-166781643646.html","RUMAH ADALAH SURGA BAGI KELUARGA","Bojongsari, Depok","Rp 3.700.000.000","4","4","184","189","","","","","","","",""
"https://www.lamudi.co.id/rumah-ku-istana-ku-166815830535.html","Rumah ku istana ku","Bojongsari, Depok","Rp 1.800.000.000","10","3","120","149","","","","","","","",""
"https://www.lamudi.co.id/rumah-hoek-di-puri-cinere-depok-jawa-barat-lokasi-166798428935.html","Rumah Hoek di Puri Cinere, Depok, Jawa Barat, Lokasi Bagus, Nego","Cinere, Depok","Rp 7.000.000.000","4","4","400","420","","yes","","yes","","2","",""
"https://www.lamudi.co.id/dijual-rumah-bagus-siaphuni-curug-bojongsari-sawan-167144044555.html","Dijual Rumah Bagus Siaphuni Curug Bojongsari Sawangan Depok","Jl. Curug Bojongsari Curug, Depok","Rp 1.150.000.000","3","3","95","164","yes","","","yes","","","",""
"https://www.lamudi.co.id/rumah-mewah-tanpa-dp-proses-mudah-166615456940.html","Rumah Mewah Tanpa DP proses mudah","Cilodong, Depok","Rp 925.000.000","3","3","80","80","yes","yes","","","","","",""
"https://www.lamudi.co.id/rumah-minimalis-tanpa-dp-0-didepok-166632262158.html","Rumah minimalis Tanpa DP 0% didepok","Kalimulya, Depok","Rp 735.000.000","2","2","50","72","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/dijual-rumah-manis-harga-minimalis-166640741052.html","dijual rumah manis, harga minimalis","Kalibaru, Depok","Rp 1.050.000.000","3","3","120","86","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-mewah-dp-0-didepok-166641466075.html","Rumah Mewah DP 0% didepok","Cilodong, Depok","Rp 925.000.000","3","3","80","80","yes","yes","","","","","",""
"https://www.lamudi.co.id/dijual-rumah-mewah-didepok-tanpa-dp-166669022731.html","dijual rumah mewah didepok Tanpa DP","Kalibaru, Depok","Rp 915.000.000","3","3","70","80","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-2lantai-minimalis-tanpa-dp-166675568421.html","Rumah 2lantai minimalis Tanpa DP","Sukmajaya, Depok","Rp 850.000.000","3","3","80","60","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-tinggal-bawa-koper-166798722582.html","Rumah siap huni tinggal bawa koper","Cilangkap, Depok","Rp 685.000.000","2","2","60","90","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-1lantai-tanpa-dp-16681393430.html","Rumah 1lantai Tanpa DP","Cilodong, Depok","Rp 670.000.000","2","1","40","90","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-semi-cluster-didepok-tanpa-dp-0-166865312149.html","Rumah Semi cluster didepok Tanpa DP 0%","Sukmajaya, Depok","Rp 900.000.000","3","3","85","75","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/dijual-rumah-siap-huni-di-depok-166869295153.html","dijual Rumah Siap Huni Di depok","Cilodong, Depok","Rp 670.000.000","2","1","45","90","yes","","yes","","","","",""
"https://www.lamudi.co.id/rumah-mewah-tanpa-dp-0-166891179781.html","Rumah Mewah Tanpa DP 0%","Cilodong, Depok","Rp 925.000.000","3","3","80","81","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-2lantai-siap-huni-didepok-166934575634.html","Rumah 2lantai siap huni didepok","Cilodong, Depok","Rp 920.000.000","3","3","80","78","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-siap-huni-tanpa-dp-167038813752.html","Rumah Siap Huni Tanpa DP","Cilodong, Depok","Rp 710.000.000","2","2","55","82","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-tanpa-dp-siap-huni-167098557387.html","Rumah Tanpa DP Siap Huni","Cilodong, Depok","Rp 950.000.000","3","3","80","80","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-1lantai-tanpa-dp-depok-167108931270.html","Rumah 1Lantai Tanpa DP depok","Cilodong, Depok","Rp 710.000.000","2","2","50","82","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-samping-jalan-raya-siap-huni-167124886126.html","Rumah samping jalan raya siap huni","Cilodong, Depok","Rp 950.000.000","3","3","80","80","yes","yes","yes","yes","","","",""
"https://www.lamudi.co.id/rumah-1lantai-mewah-tanpa-dp-167125958922.html","Rumah 1Lantai mewah Tanpa DP","Cilodong, Depok","Rp 710.000.000","2","2","50","82","yes","","yes","yes","","","",""
"https://www.lamudi.co.id/dijual-rumah-mewah-samping-jalan-raya-167150692670.html","dijual rumah mewah samping jalan raya","Cilodong, Depok","Rp 950.000.000","3","3","80","80","yes","yes","yes","yes","","","",""
